OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,Teilnehmer,color,symbol
134533,9,1,79,123,2016,4,16,2,3,2,6,0,0,0,1,0,0,0,0,675473006.0,5334642.76,11.358825329,48.140818704,2,#fc8d62,car
134534,9,1,78,124,2016,3,17,5,3,0,1,0,0,0,0,0,1,0,0,702917.2995,5364564.8413,11.741701005,48.401554502,4,#e78ac3,marker
134538,9,1,62,0,2016,3,16,5,3,0,4,0,0,0,0,1,0,0,1,692947.3172,5332303.2843,11.592429336,48.114733415,3,#8da0cb,toilet
134541,9,7,72,171,2016,4,5,6,2,0,3,2,0,1,0,0,0,0,0,637601.7742,5371717.5181,10.862144803,48.483512939,1,#66c2a5,bicycle
134542,9,7,77,121,2016,4,17,1,3,9,1,0,0,1,0,0,0,0,0,629476.8617,5321573.7654,10.736899362,48.034316114,1,#66c2a5,bicycle
134544,9,1,62,0,2016,3,14,5,3,0,7,0,0,0,0,0,1,0,0,692298.0684,5332209.6299,11.58367305,48.114088031,4,#e78ac3,marker
134547,9,1,79,147,2016,4,16,2,3,1,3,0,0,1,1,0,0,0,0,663508.2704,5334560.6981,11.198083115,48.143268432,1,#66c2a5,bicycle
134548,9,1,62,0,2016,3,20,4,3,3,6,2,0,1,1,0,0,0,0,693052.5117,5333806.2563,11.59452182,48.128209893,1,#66c2a5,bicycle
134550,9,7,72,202,2016,4,13,6,2,4,2,0,0,0,1,0,1,0,0,635742.3205,5359894.9993,10.833165604,48.377610425,2,#fc8d62,car
134551,9,1,62,0,2016,3,20,5,3,0,7,2,0,1,0,0,0,0,0,693598.3505,5333952.0231,11.601915987,48.12935423,1,#66c2a5,bicycle
134558,9,1,62,0,2016,3,13,5,3,3,6,0,0,1,1,0,0,0,1,690972.4585,5336448.8443,11.567781283,48.152588703,1,#66c2a5,bicycle
134560,9,1,62,0,2016,4,3,1,3,0,7,2,0,1,0,0,0,0,0,690843.2373,5334788292.0,11.565301291,48.137702566,1,#66c2a5,bicycle
134561,9,1,62,0,2016,3,23,4,3,3,2,2,1,0,1,0,0,0,1,694360.3965,5341719008.0,11.615695884,48.198928216,2,#fc8d62,car
134572,9,7,71,130,2016,4,15,1,3,0,7,0,1,0,0,0,1,0,1,644917.2789,5363965.2941,10.958402808,48.412167211,4,#e78ac3,marker
134579,9,1,62,0,2016,3,15,4,3,2,6,0,0,0,1,0,0,0,0,690145.6634,5334651.6518,11.55587325,48.136683264,2,#fc8d62,car
134583,9,7,61,0,2016,4,18,1,2,0,1,0,0,0,0,0,1,0,0,639159.18,5360030.6582,10.879328838,48.3780859,4,#e78ac3,marker
134585,9,1,63,0,2016,4,15,2,3,6,4,0,0,0,1,1,0,0,0,733201.8595,5305896.2396,12.11818682,47.864033698,2,#fc8d62,car
134589,9,1,62,0,2016,4,14,1,3,5,2,0,0,0,1,0,0,0,0,688705416.0,5343493626.0,11.540459365,48.216584248,2,#fc8d62,car
134590,9,1,62,0,2016,3,18,4,3,3,5,0,0,1,1,0,0,0,0,691948.9626,5336128.9213,11.580753122,48.149419343,1,#66c2a5,bicycle
134593,9,7,77,121,2016,3,16,5,3,9,1,0,0,1,0,0,0,0,0,629332.0227,5321447.1463,10.734919071,48.033206781,1,#66c2a5,bicycle
134595,9,1,62,0,2016,3,12,4,3,6,4,0,0,1,0,1,0,0,0,691818.1606,5334647088.0,11.578328826,48.136140319,1,#66c2a5,bicycle
134599,9,7,61,0,2016,4,2,1,3,5,2,2,0,0,1,0,0,0,0,639976.1062,5358082.0995,10.889706526,48.360384328,2,#fc8d62,car
134601,9,7,61,0,2016,3,10,5,3,5,3,0,0,0,1,0,0,0,0,644170.5278,5358231.2224,10.946349709,48.360781286,2,#fc8d62,car
134603,9,1,62,0,2016,4,14,1,3,2,6,0,0,0,1,0,0,0,0,690423.7362,5342593.5656,11.563164416,48.207981368,2,#fc8d62,car
134610,9,7,71,130,2016,3,7,5,3,5,2,1,0,1,0,0,0,0,1,647217.0352,5357779.4377,10.987295043,48.356016166,1,#66c2a5,bicycle
134614,9,7,61,0,2016,3,11,5,3,5,3,0,0,1,1,0,0,0,0,636879.9992,5360138.4833,10.848600677,48.379554028,1,#66c2a5,bicycle
134616,9,2,61,0,2016,3,12,4,3,5,7,0,1,1,1,0,0,0,0,731831.0804,5381710.7971,12.141299115,48.54561036,1,#66c2a5,bicycle
134619,9,7,61,0,2016,3,20,5,3,5,7,2,0,1,1,0,0,0,0,639883.1751,5358122.4288,10.888466054,48.360767555,1,#66c2a5,bicycle
134623,9,7,61,0,2016,3,4,5,3,5,3,2,1,0,1,0,0,0,0,640620.4026,5357247.3939,10.89812079,48.352735743,2,#fc8d62,car
134625,9,1,82,120,2016,4,9,7,2,0,2,0,0,0,0,0,1,0,0,703075.0213,5306421.7354,11.716104735,47.878986587,4,#e78ac3,marker
134628,9,2,74,194,2016,3,8,4,3,8,1,0,1,0,1,0,0,0,0,724385.4338,5382639.5889,12.0410619,48.556661331,2,#fc8d62,car
134634,9,7,78,203,2016,3,16,4,3,5,3,0,0,0,1,0,0,0,1,620588.6664,5322671.5539,10.618026745,48.045929553,2,#fc8d62,car
134643,9,1,82,133,2016,4,13,2,3,8,1,0,0,1,0,0,0,0,0,703571.8889,5310674.1993,11.724748523,47.917046877,1,#66c2a5,bicycle
134645,9,7,78,116,2016,3,9,4,3,1,7,0,1,0,1,0,0,0,0,619067.4039,5317838.9503,10.596280273,48.002752407,2,#fc8d62,car
134647,9,1,63,0,2016,3,7,4,3,2,6,1,1,0,1,0,1,0,0,734435.3794,5305510.1318,12.134445677,47.86011607,2,#fc8d62,car
134650,9,1,86,143,2016,4,20,7,3,4,6,2,0,0,1,0,0,0,0,683596.5527,5377125716.0,11.486429905,48.520374039,2,#fc8d62,car
134654,9,1,81,130,2016,4,20,7,3,0,1,2,0,1,0,0,0,0,0,639428.7217,5324316.2898,10.871223311,48.056882398,1,#66c2a5,bicycle
134656,9,1,74,115,2016,4,21,7,3,2,2,2,0,0,1,0,1,0,0,681955492.0,5348314.9597,11.451747086,48.261892498,2,#fc8d62,car
134657,9,1,62,0,2016,4,15,1,2,1,6,0,0,0,1,0,1,0,0,680248.4584,5338511.8566,11.424600477,48.174262647,2,#fc8d62,car
134659,9,1,86,143,2016,3,19,4,3,5,3,2,1,0,1,0,1,0,0,685579857.0,5377915519.0,11.513614272,48.526889507,2,#fc8d62,car
134663,9,1,74,122,2016,4,18,7,3,7,7,0,0,0,0,0,1,0,0,681466.6681,5352856.3235,11.447116882,48.302852896,4,#e78ac3,marker
134665,9,1,63,0,2016,3,17,3,3,0,7,0,0,1,0,1,0,0,0,733835.5687,5303752.7663,12.125488671,47.844546407,1,#66c2a5,bicycle
134667,9,1,79,121,2016,3,18,4,2,0,7,0,0,1,0,0,0,0,0,665390.9782,5337148.0288,11.224378818,48.16604228,1,#66c2a5,bicycle
134668,9,1,62,0,2016,4,19,1,2,5,3,0,0,0,1,0,0,0,0,689532639.0,5331892.4825,11.546414766,48.112066473,2,#fc8d62,car
134670,9,1,77,133,2016,3,21,4,3,2,6,2,1,0,1,0,0,0,0,706373.0661,5359086.5635,11.78564741,48.351205468,2,#fc8d62,car
134674,9,1,78,145,2016,4,13,1,3,3,2,0,0,0,1,0,0,0,0,697365959.0,5354942.0101,11.662266974,48.316837384,2,#fc8d62,car
134675,9,1,78,124,2016,4,17,7,3,9,1,0,0,0,0,0,1,0,0,703364495.0,5359431708.0,11.745252923,48.35528284,4,#e78ac3,marker
134678,9,1,63,0,2016,4,15,4,3,0,1,0,0,1,0,0,0,0,0,732185066.0,5305993.8755,12.104664194,47.865279103,1,#66c2a5,bicycle
134681,9,1,62,0,2016,4,17,5,3,3,6,0,0,1,0,0,0,0,0,689689.5079,5333304.3471,11.54914828,48.124709737,1,#66c2a5,bicycle
134682,9,1,62,0,2016,4,17,4,3,5,2,0,0,0,1,0,0,0,0,688659.3411,5336286.2634,11.53663927,48.151817749,2,#fc8d62,car
134684,9,7,72,200,2016,4,11,3,3,5,2,0,0,0,1,0,1,0,0,629447.9082,5337029.0144,10.741200267,48.173309113,2,#fc8d62,car
134686,9,1,62,0,2016,4,15,5,3,5,2,0,0,1,1,0,0,0,0,691373.0801,5331956.2912,11.571144454,48.112089657,1,#66c2a5,bicycle
134687,9,1,62,0,2016,4,18,2,3,4,2,0,0,1,1,0,0,0,0,687514.8587,5336172673.0,11.521216468,48.151135219,1,#66c2a5,bicycle
134690,9,1,62,0,2016,4,8,4,3,4,2,0,1,1,1,0,0,0,0,692833.1921,5334980389.0,11.592108845,48.138829193,1,#66c2a5,bicycle
134691,9,7,61,0,2016,4,13,2,3,1,2,0,0,0,1,0,0,0,0,641892.7138,5360489.4042,10.916378506,48.381601931,2,#fc8d62,car
134693,9,7,72,177,2016,4,15,3,3,0,7,0,0,1,0,0,0,0,0,636541.2192,5378282.0407,10.849948555,48.542770349,1,#66c2a5,bicycle
134694,9,7,61,0,2016,4,17,2,3,5,3,0,0,1,1,0,0,0,0,640847.0512,5361509032.0,10.902605911,48.391004349,1,#66c2a5,bicycle
134696,9,7,71,130,2016,4,11,3,3,0,1,0,0,1,0,0,0,0,0,648786.8073,5355271.8231,11.007586081,48.33310199,1,#66c2a5,bicycle
134698,9,1,62,0,2016,4,16,5,3,0,7,0,0,0,1,0,1,0,0,691367916.0,5340882.7487,11.575088824,48.192321001,2,#fc8d62,car
134699,9,1,62,0,2016,4,7,2,3,0,7,0,0,0,0,0,1,0,0,681099957.0,5336553.2228,11.435209598,48.156414828,4,#e78ac3,marker
134700,9,1,62,0,2016,4,12,4,3,2,6,0,1,0,1,0,0,0,0,694485.6488,5334202.8739,11.613942717,48.1313383,2,#fc8d62,car
134703,9,7,61,0,2016,4,10,2,3,6,3,0,0,0,1,1,0,0,0,639368.9739,5358662.3457,10.881706954,48.365736079,2,#fc8d62,car
134704,9,7,61,0,2016,4,16,3,3,5,2,0,0,1,1,0,0,0,0,639216.5169,5358616.4085,10.879634486,48.365356666,1,#66c2a5,bicycle
134705,9,1,86,143,2016,4,22,4,2,5,3,2,0,0,1,0,1,0,0,684897.6793,5377730.2473,11.504301473,48.525425628,2,#fc8d62,car
134708,9,1,62,0,2016,4,19,5,3,0,1,1,1,1,0,0,0,0,0,689890.0504,5335312.3525,11.552735509,48.142697986,1,#66c2a5,bicycle
134709,9,1,62,0,2016,4,19,4,3,1,5,0,0,1,1,0,0,0,0,690433.1727,5335389.8187,11.560063921,48.14323192,1,#66c2a5,bicycle
134710,9,1,62,0,2016,4,18,2,3,5,3,0,0,1,1,0,0,0,0,691912.0088,5333064.3703,11.578876193,48.121886784,1,#66c2a5,bicycle
134712,9,1,62,0,2016,4,13,4,3,6,4,0,0,0,1,1,0,0,0,692317.7962,5337452.7441,11.586305149,48.161206149,2,#fc8d62,car
134713,9,7,61,0,2016,4,5,2,3,5,3,1,0,0,1,0,1,0,0,639860.5853,5359066.6128,10.8884752,48.369262399,2,#fc8d62,car
134716,9,7,61,0,2016,4,9,2,2,3,2,0,0,1,0,0,0,1,0,640784.8504,5359253.5876,10.901010617,48.37073812,1,#66c2a5,bicycle
134717,9,7,61,0,2016,4,16,3,2,3,6,0,0,1,1,0,0,0,0,639245.5766,5360171.5834,10.880541647,48.379334002,1,#66c2a5,bicycle
134718,9,1,88,139,2016,4,17,4,3,5,7,0,0,0,1,0,0,0,0,674847.1277,5318566149.0,11.343844216,47.996469978,2,#fc8d62,car
134721,9,1,62,0,2016,4,20,5,3,1,5,1,1,1,1,0,0,0,0,690840.6521,5335959.83,11.56579163,48.148233045,1,#66c2a5,bicycle
134722,9,1,62,0,2016,4,11,4,3,5,3,0,1,0,1,0,0,0,0,681211.2533,5338597.6272,11.437575885,48.17475982,2,#fc8d62,car
134723,9,7,61,0,2016,4,8,2,2,5,3,0,0,1,1,0,0,0,0,640893.2743,5358547.2954,10.902237211,48.364363196,1,#66c2a5,bicycle
134725,9,7,61,0,2016,4,14,3,3,6,4,0,0,0,1,1,0,0,0,638972.3491,5360529.2144,10.876971973,48.382609975,2,#fc8d62,car
134728,9,7,61,0,2016,4,16,3,3,5,6,0,0,0,1,0,0,0,0,640559.9557,5356937.9979,10.897202019,48.349967205,2,#fc8d62,car
134729,9,1,75,132,2016,4,17,3,3,5,3,0,0,1,1,0,0,0,0,706626.7051,5332433.3095,11.77607151,48.111611035,1,#66c2a5,bicycle
134730,9,7,61,0,2016,4,7,3,3,5,3,0,0,1,1,0,0,0,0,639818.9208,5357780.2189,10.887485375,48.357704728,1,#66c2a5,bicycle
134731,9,1,79,134,2016,4,11,4,3,5,3,0,0,0,1,0,0,1,0,666409.8221,5346494.9794,11.241736641,48.249805254,2,#fc8d62,car
134735,9,1,62,0,2016,4,7,4,3,0,1,0,1,0,0,0,1,0,0,693908.5654,5331201.1816,11.604829847,48.104536095,4,#e78ac3,marker
134737,9,7,61,0,2016,4,22,3,3,4,6,2,0,1,0,0,0,0,0,641588.5129,5359598.4389,10.91197229,48.373659093,1,#66c2a5,bicycle
134738,9,1,79,118,2016,4,19,4,3,5,3,0,0,0,1,0,0,0,0,672327.8186,5336770217.0,11.317443207,48.160803313,2,#fc8d62,car
134739,9,1,62,0,2016,4,20,5,3,6,2,1,1,0,1,1,0,0,0,688699425.0,5343205068.0,11.540250414,48.213992471,2,#fc8d62,car
134740,9,1,62,0,2016,4,18,2,3,2,6,0,0,0,1,0,0,0,0,686712.4013,5338477.6313,11.511449579,48.172088906,2,#fc8d62,car
134741,9,1,62,0,2016,4,12,4,3,4,2,0,0,0,1,0,0,0,0,690133.8424,5337416345.0,11.556949411,48.161535824,2,#fc8d62,car
134742,9,1,81,122,2016,4,19,4,2,4,1,0,0,0,1,0,1,0,0,649390.3365,5333255.0437,11.007960756,48.135000884,2,#fc8d62,car
134743,9,1,62,0,2016,4,19,5,3,2,6,2,1,0,1,0,0,0,0,692552492.0,5335441831.0,11.588548243,48.14306153,2,#fc8d62,car
134744,9,1,62,0,2016,4,16,2,3,1,6,0,0,0,1,0,1,0,0,693352.5986,5331036.2842,11.597294636,48.103223009,2,#fc8d62,car
134745,9,1,88,124,2016,4,11,4,3,1,5,0,1,1,1,0,0,0,0,662425.2438,5318392.9298,11.177391281,47.998188694,1,#66c2a5,bicycle
134749,9,7,71,112,2016,4,16,3,3,5,3,0,0,0,1,0,1,0,0,648630.9032,5368708.3401,11.010238945,48.453946905,2,#fc8d62,car
134750,9,1,75,118,2016,4,9,4,3,5,3,0,1,1,1,0,0,0,0,716397.3161,5339006.4098,11.910509574,48.167428513,1,#66c2a5,bicycle
134751,9,1,62,0,2016,4,7,5,3,5,3,0,0,1,1,0,0,0,0,695849.2593,5333111.6788,11.631748632,48.121113087,1,#66c2a5,bicycle
134752,9,1,84,123,2016,4,17,2,3,5,3,0,0,0,1,0,0,0,0,703302.5341,5331761.4521,11.731143479,48.106642888,2,#fc8d62,car
134753,9,1,62,0,2016,4,18,4,3,2,6,0,0,1,0,0,0,0,0,692023.9984,5336387.0624,11.581877373,48.151716817,1,#66c2a5,bicycle
134759,9,1,62,0,2016,4,18,4,3,3,2,0,0,0,1,0,0,0,1,686218.9868,5334852.8149,11.50323295,48.139652582,2,#fc8d62,car
134763,9,1,78,124,2016,4,11,4,3,8,1,0,0,1,0,0,0,0,0,702553.9363,5364549.9385,11.736790094,48.401537412,1,#66c2a5,bicycle
134764,9,1,62,0,2016,4,13,2,3,1,5,0,0,1,1,0,0,0,0,692013801.0,5334801.9579,11.581025577,48.137473265,1,#66c2a5,bicycle
134767,9,1,62,0,2016,4,7,4,2,6,7,0,1,0,1,1,0,0,0,691391.5395,5340504.7377,11.575236028,48.1889164,2,#fc8d62,car
134773,9,1,78,124,2016,4,5,4,3,5,3,2,1,0,1,0,0,0,0,702531676.0,5365577195.0,11.736985328,48.410775771,2,#fc8d62,car
134776,9,7,72,148,2016,4,10,5,3,4,6,0,0,0,1,0,0,0,1,626492.0423,5353747894.0,10.70645552,48.324254116,2,#fc8d62,car
134778,9,1,77,139,2016,4,7,4,3,2,6,0,0,1,1,0,0,0,0,731849.2526,5359333.2152,12.129159806,48.344585757,1,#66c2a5,bicycle
134779,9,7,62,0,2016,4,11,2,2,5,3,0,0,0,1,0,1,0,0,622344.2924,5306270.2129,10.6369038,47.898089262,2,#fc8d62,car
134781,9,7,72,147,2016,4,19,5,3,0,7,1,0,0,1,0,0,0,0,638052.57,5366151542.0,10.866405851,48.43336661,2,#fc8d62,car
134782,9,1,62,0,2016,4,12,4,3,1,3,0,1,1,1,0,0,0,0,692187.5943,5331301.0648,11.581780976,48.105955315,1,#66c2a5,bicycle
134786,9,1,62,0,2016,4,20,5,3,6,4,2,1,0,1,1,0,0,0,688867.2926,5336232.5556,11.539408624,48.151273301,2,#fc8d62,car
134787,9,1,77,127,2016,4,5,3,3,5,3,2,0,0,1,0,1,0,0,726436722.0,5349321349.0,12.050849147,48.256602844,2,#fc8d62,car
134788,9,1,62,0,2016,4,18,3,3,5,3,0,0,1,1,0,0,0,0,691359.06,5332957.13,11.57140541,48.121089343,1,#66c2a5,bicycle
134790,9,7,72,184,2016,4,14,5,3,4,2,0,0,0,1,0,0,0,0,634608.3496,5360913.9541,10.81818606,48.387015861,2,#fc8d62,car
134791,9,1,62,0,2016,4,22,4,3,6,2,2,0,0,1,1,0,0,0,691034.6739,5339702.2694,11.570078459,48.181811373,2,#fc8d62,car
134793,9,1,62,0,2016,4,8,4,3,0,1,0,1,1,0,0,0,0,0,688820.2747,5335344.0811,11.538383019,48.143301551,1,#66c2a5,bicycle
134796,9,1,62,0,2016,4,15,3,3,5,7,0,0,1,1,0,0,0,0,696465533.0,5329682827.0,11.63844202,48.090106547,1,#66c2a5,bicycle
134797,9,1,62,0,2016,4,20,5,3,5,2,2,1,0,1,0,0,0,0,686210.5219,5334378.5578,11.502911939,48.135392258,2,#fc8d62,car
134798,9,1,84,131,2016,4,18,2,3,5,3,0,0,0,1,0,0,0,0,704203.0438,5339324.21,11.746852563,48.17431858,2,#fc8d62,car
134799,9,1,62,0,2016,4,23,3,3,5,2,2,0,0,1,0,1,0,0,690148.5942,5334740.6798,11.555952347,48.137482573,2,#fc8d62,car
134802,9,1,62,0,2016,4,9,4,3,3,2,0,0,0,1,0,0,0,1,691963.0218,5332279.1177,11.579207451,48.114813655,2,#fc8d62,car
134806,9,1,62,0,2016,4,18,3,2,3,6,0,0,0,1,0,0,0,1,690507.5569,5333430.4868,11.560186678,48.125599215,2,#fc8d62,car
134807,9,1,62,0,2016,4,10,2,3,1,5,0,0,1,0,0,0,0,1,693751.5741,5336325.4245,11.605052807,48.150638937,1,#66c2a5,bicycle
134809,9,1,62,0,2016,4,15,4,2,5,2,0,0,1,0,0,0,0,0,694285.2712,5333467.9864,11.610917459,48.124794596,1,#66c2a5,bicycle
134811,9,1,62,0,2016,4,15,3,3,6,7,0,0,1,1,1,0,0,0,690033.4657,5336475931.0,11.555180907,48.153113409,1,#66c2a5,bicycle
134812,9,1,62,0,2016,4,8,5,3,2,6,0,0,0,1,0,0,0,1,693073.5508,5334441.0351,11.595091905,48.133908741,2,#fc8d62,car
134813,9,1,62,0,2016,4,7,2,3,5,3,0,0,1,1,0,0,0,0,681154.2726,5337338.9683,11.436273879,48.163462262,1,#66c2a5,bicycle
134814,9,1,62,0,2016,4,11,4,3,5,3,0,1,0,1,0,0,0,0,692779.5953,5333507.4716,11.590722713,48.125607191,2,#fc8d62,car
134817,9,1,62,0,2016,4,1,4,3,0,1,2,1,1,0,0,0,0,0,691604066.0,5333813.9717,11.575079425,48.128716865,1,#66c2a5,bicycle
134820,9,1,88,120,2016,4,18,3,3,3,5,0,0,1,1,0,0,0,0,679264478.0,5329300318.0,11.40750071,48.091738325,1,#66c2a5,bicycle
134823,9,7,61,0,2016,4,19,5,3,0,1,1,0,1,0,0,0,0,0,638959.6915,5358495.8526,10.876129061,48.364329243,1,#66c2a5,bicycle
134824,9,1,62,0,2016,4,20,4,3,5,2,1,0,0,1,0,1,0,0,688955664.0,5334205732.0,11.539696245,48.133029738,2,#fc8d62,car
134833,9,1,62,0,2016,4,10,3,3,3,2,0,0,0,1,0,0,0,1,691384.2521,5338078.4823,11.574045511,48.167111865,2,#fc8d62,car
134836,9,7,61,0,2016,4,10,5,3,6,2,0,0,0,1,1,0,0,0,639203.0862,5361773.5618,10.880498908,48.393747934,2,#fc8d62,car
134841,9,1,62,0,2016,4,16,3,3,5,3,0,0,0,1,0,0,0,0,696602.9188,5336460.0372,11.64341022,48.150973839,2,#fc8d62,car
134842,9,1,84,120,2016,4,12,5,3,0,7,0,0,1,1,0,0,0,0,680634795.0,5332491.86,11.427238039,48.120040022,1,#66c2a5,bicycle
134843,9,1,62,0,2016,4,9,2,3,0,7,0,0,0,1,0,0,0,0,690713.2484,5334470.4672,11.56341351,48.134884941,2,#fc8d62,car
134844,9,1,79,123,2016,4,12,3,3,5,3,0,0,1,0,0,0,0,0,675731.0352,5332949.9578,11.361592613,48.125530343,1,#66c2a5,bicycle
134846,9,1,62,0,2016,4,23,3,2,5,3,2,0,0,1,0,1,0,0,691016.9176,5336915.4998,11.568587919,48.156769602,2,#fc8d62,car
134848,9,2,61,0,2016,4,17,4,3,0,7,0,0,1,0,0,0,0,0,731970.3754,5379134.5859,12.141750063,48.522417281,1,#66c2a5,bicycle
134849,9,7,61,0,2016,4,14,5,3,6,4,0,0,0,1,1,0,0,0,639242.7205,5360172.9243,10.880503541,48.379346689,2,#fc8d62,car
134852,9,1,63,0,2016,4,18,5,2,6,7,0,0,0,1,1,0,0,0,733623.1129,5305788.6513,12.123752703,47.862914099,2,#fc8d62,car
134854,9,1,84,120,2016,4,11,3,2,5,3,0,0,1,1,0,0,0,0,680737414.0,5333331.4154,11.428971659,48.12755758,1,#66c2a5,bicycle
134855,9,1,62,0,2016,4,18,5,2,5,3,1,0,1,1,0,0,0,0,689581.9275,5337010.0128,11.549353735,48.158048506,1,#66c2a5,bicycle
134856,9,1,62,0,2016,4,9,2,3,5,2,0,0,1,1,0,0,0,0,691046.2525,5337142.7243,11.569084,48.158803058,1,#66c2a5,bicycle
134858,9,2,61,0,2016,4,15,4,3,3,2,0,0,1,1,0,0,0,0,731490.3187,5382466.2771,12.137108892,48.55252252,1,#66c2a5,bicycle
134859,9,1,63,0,2016,4,16,5,2,5,3,0,0,0,1,0,0,0,0,731246.2439,5304382.0977,12.091267931,47.851136989,2,#fc8d62,car
134863,9,1,62,0,2016,4,7,3,3,0,7,0,0,1,1,0,0,0,0,694778212.0,5334377.7168,11.617950524,48.132820253,1,#66c2a5,bicycle
134864,9,2,61,0,2016,4,13,4,3,1,7,0,0,0,1,0,0,0,0,731818.9905,5381576.9945,12.141061103,48.544412905,2,#fc8d62,car
134865,9,7,72,163,2016,4,16,4,3,9,1,0,0,1,0,0,0,0,0,639687.2784,5346455.8689,10.881960504,48.25590717,1,#66c2a5,bicycle
134867,9,1,63,0,2016,4,8,5,3,5,2,0,0,1,1,0,0,0,0,732458.0599,5304598383.0,12.107558952,47.852643069,1,#66c2a5,bicycle
134869,9,1,62,0,2016,4,15,3,3,5,3,0,0,1,1,0,0,0,0,688546253.0,5334593352.0,11.534370622,48.136635148,1,#66c2a5,bicycle
134870,9,1,62,0,2016,4,10,5,3,7,7,0,0,0,0,0,1,0,0,689136.5107,5335945.0326,11.542896932,48.148609024,4,#e78ac3,marker
134871,9,1,62,0,2016,4,17,2,3,2,6,0,0,0,1,0,1,0,0,684442307.0,5332601.5445,11.478398921,48.119934406,2,#fc8d62,car
134872,9,7,61,0,2016,4,17,4,3,5,3,0,0,1,1,0,0,0,0,639203.1092,5358955.9913,10.879565955,48.368413071,1,#66c2a5,bicycle
134874,9,1,87,150,2016,4,7,5,3,0,1,0,0,1,0,0,0,0,0,729070.1101,5304003.9684,12.062020656,47.848518816,1,#66c2a5,bicycle
134875,9,1,79,142,2016,4,17,6,3,0,1,0,0,1,0,0,0,0,0,673899.4123,5342721.9094,11.340996209,48.21387745,1,#66c2a5,bicycle
134881,9,1,84,136,2016,4,8,5,3,1,5,0,0,0,1,0,0,0,0,700490.7656,5327036.5974,11.69119636,48.065071222,2,#fc8d62,car
134882,9,1,62,0,2016,4,1,2,3,5,2,2,0,1,1,0,0,0,0,691239.3099,5334140.0447,11.570328716,48.131757271,1,#66c2a5,bicycle
134883,9,1,73,126,2016,4,14,4,3,5,3,0,1,0,1,0,0,0,0,687037.9133,5302763787.0,11.500247977,47.850977904,2,#fc8d62,car
134884,9,7,61,0,2016,4,7,5,2,6,4,0,0,0,1,1,0,0,0,641068.0352,5361181.1857,10.905479219,48.388007098,2,#fc8d62,car
134885,9,7,61,0,2016,4,20,4,3,9,1,2,0,0,1,0,0,0,0,643593.5809,5362330.2128,10.939965763,48.397768563,2,#fc8d62,car
134891,9,7,72,125,2016,4,14,2,3,5,3,0,0,0,1,0,0,0,0,633920.9944,5348401.7789,10.80493034,48.274650352,2,#fc8d62,car
134893,9,7,61,0,2016,4,12,5,3,0,4,0,0,1,0,1,0,0,0,641896338.0,5360657963.0,10.916484341,48.38311672,1,#66c2a5,bicycle
134894,9,7,61,0,2016,4,16,4,3,2,6,0,0,0,1,0,0,0,0,639538.0732,5358792.2695,10.884031889,48.366866962,2,#fc8d62,car
134897,9,7,61,0,2016,4,16,5,3,2,6,0,1,0,1,0,0,0,0,641461.3802,5359106.7748,10.91009111,48.36926676,2,#fc8d62,car
134898,9,7,61,0,2016,4,14,4,3,0,7,0,0,1,0,0,0,0,0,640544.8531,5358845.5005,10.897635413,48.367122228,1,#66c2a5,bicycle
134900,9,1,86,143,2016,4,7,5,3,4,3,0,0,1,1,0,0,0,0,684514.1658,5378129.4584,11.49928888,48.529126491,1,#66c2a5,bicycle
134901,9,2,74,126,2016,4,7,3,3,5,3,0,0,1,1,0,0,0,0,733621.0393,5385113.2475,12.167424048,48.575509147,1,#66c2a5,bicycle
134902,9,1,77,117,2016,4,12,3,3,1,6,0,0,1,1,0,0,0,0,715800.9961,5354414.3436,11.910347916,48.306074987,1,#66c2a5,bicycle
134903,9,7,78,116,2016,4,14,3,2,8,1,0,0,0,0,0,1,0,0,617880058.0,5318624121.0,10.580584183,48.010034094,4,#e78ac3,marker
134904,9,7,61,0,2016,4,17,2,3,2,6,0,0,0,1,0,0,1,0,637486.0677,5359472.4961,10.856563513,48.37343378,2,#fc8d62,car
134907,9,7,71,113,2016,4,7,4,3,0,7,0,1,1,0,0,0,0,0,657804.4597,5369165.5979,11.134397046,48.455824331,1,#66c2a5,bicycle
134910,9,7,78,203,2016,4,18,3,3,5,7,0,0,1,1,0,0,0,0,622250.6577,5324728.9925,10.640905456,48.06411678,1,#66c2a5,bicycle
134911,9,1,62,0,2016,4,18,5,3,5,3,0,1,1,1,0,0,0,0,699523.3482,5332724.2524,11.680882834,48.116490565,1,#66c2a5,bicycle
134912,9,1,86,143,2016,4,14,5,3,1,7,0,0,1,1,0,0,0,0,684939.8209,5377862.1528,11.504930183,48.526598749,1,#66c2a5,bicycle
134915,9,1,62,0,2016,4,22,5,3,5,3,2,1,0,1,0,0,0,0,693444.9668,5332068.1674,11.599001964,48.112469281,2,#fc8d62,car
134916,9,1,62,0,2016,4,8,2,3,6,7,0,0,0,1,1,0,0,0,697353.6038,5329955.1008,11.650481037,48.092279245,2,#fc8d62,car
134920,9,1,79,119,2016,4,15,5,3,5,3,0,0,1,0,0,0,0,0,669129.7165,5338556241.0,11.275181481,48.177718131,1,#66c2a5,bicycle
