OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,Teilnehmer,color,symbol
60596,9,1,87,130,2016,1,11,7,2,5,3,0,1,0,1,0,0,0,0,713408414.0,5308858215.0,11.855343702,47.897530471,2,#fc8d62,car
60600,9,1,62,0,2016,1,16,1,3,5,7,2,1,0,1,0,0,0,0,694645.8088,5332073.4572,11.615120746,48.112150975,2,#fc8d62,car
60611,9,7,72,179,2016,1,11,7,3,5,3,0,1,0,1,0,0,0,0,618732.3998,5339526.9996,10.597825296,48.197867051,2,#fc8d62,car
60621,9,1,88,139,2016,1,18,2,3,2,6,2,1,0,1,0,0,0,0,675400.0424,5319044.9994,11.351445351,48.000623233,2,#fc8d62,car
60656,9,1,87,159,2016,1,14,1,3,4,6,0,2,0,1,0,0,0,0,731504.4107,5329561.8171,12.108268991,48.07725986,2,#fc8d62,car
60663,9,1,75,132,2016,1,6,2,3,3,1,2,2,0,1,0,0,0,0,705277284.0,5333354871.0,11.758407212,48.120329027,2,#fc8d62,car
60668,9,1,75,132,2016,1,7,2,3,9,1,1,1,0,1,0,0,0,0,705296.1227,5334703.2891,11.759309536,48.132440574,2,#fc8d62,car
60681,9,1,79,126,2016,1,10,1,3,1,3,0,2,0,1,0,0,0,0,676795.3318,5340015769.0,11.378818658,48.188751551,2,#fc8d62,car
60682,9,1,86,152,2016,1,12,7,3,2,6,0,1,0,1,0,0,0,0,691321.7837,5378490.7371,11.591568986,48.530335428,2,#fc8d62,car
60686,9,1,62,0,2016,1,14,1,3,3,6,0,0,0,1,0,0,0,0,687820.0791,5333578.1613,11.524171977,48.127725114,2,#fc8d62,car
60696,9,7,61,0,2016,1,23,7,3,9,1,2,2,0,1,0,0,0,0,642834.5391,5360172.7,10.928983531,48.378541758,2,#fc8d62,car
60704,9,1,84,147,2016,1,5,6,1,9,7,2,1,0,1,1,0,0,0,696032.0997,5340701.4047,11.6376992,48.189268807,2,#fc8d62,car
60711,9,1,74,122,2016,1,6,2,3,9,1,2,2,0,1,0,0,0,0,684252495.0,5352665169.0,11.484564494,48.300329595,2,#fc8d62,car
60732,9,1,84,146,2016,1,9,6,3,2,6,0,1,0,1,0,0,0,0,695208.9479,5328340224.0,11.620971503,48.078425799,2,#fc8d62,car
60743,9,1,87,177,2016,1,12,7,3,2,6,0,1,0,1,0,0,0,0,737122.0658,5303246.8061,12.169070472,47.838797463,2,#fc8d62,car
60764,9,1,78,144,2016,1,12,1,3,8,1,0,2,0,1,0,0,0,0,707732.1986,5377073.43,11.812884052,48.512384354,2,#fc8d62,car
60774,9,1,86,152,2016,1,8,2,3,9,1,0,2,0,1,0,0,0,0,691366.6981,5373392.3212,11.589839378,48.484501354,2,#fc8d62,car
60780,9,2,74,113,2016,1,12,1,3,4,6,0,2,0,1,0,0,0,0,730326.1682,5383673423.0,12.122024872,48.563794775,2,#fc8d62,car
60786,9,7,72,211,2016,1,23,7,3,0,7,2,1,0,1,0,0,0,0,621604.2656,5352651.4329,10.640228839,48.315352857,2,#fc8d62,car
60814,9,1,78,113,2016,1,13,6,3,9,1,0,1,0,1,0,0,0,0,692425.8452,5368834.9455,11.602062005,48.443220198,2,#fc8d62,car
60840,9,1,63,0,2016,1,20,2,3,8,6,2,1,0,1,0,0,0,0,734917.0684,5304970.6519,12.140582961,47.855093548,2,#fc8d62,car
60841,9,1,75,118,2016,1,8,2,3,3,1,0,2,0,1,0,0,0,0,715822.8234,5340066.6586,11.903331238,48.177150513,2,#fc8d62,car
60855,9,1,86,162,2016,1,15,7,3,2,6,0,1,0,1,0,0,0,0,693939.8182,5386076.3224,11.630528468,48.597702304,2,#fc8d62,car
60859,9,1,62,0,2016,1,15,1,2,3,6,0,1,1,0,0,0,0,0,688689197.0,5335742448.0,11.53679923,48.146921013,1,#66c2a5,bicycle
60869,9,7,71,130,2016,1,20,7,3,5,2,2,1,1,1,0,0,0,0,647048.1681,5357468834.0,10.984908395,48.353262806,1,#66c2a5,bicycle
60874,9,1,78,123,2016,1,13,7,3,5,6,0,1,0,1,0,0,0,0,691064.8594,5358047.7573,11.578770418,48.346685634,2,#fc8d62,car
60880,9,1,81,145,2016,1,17,2,2,5,3,1,1,0,1,0,0,0,0,642983189.0,5334572.6705,10.922335922,48.148320812,2,#fc8d62,car
60904,9,2,74,126,2016,1,10,7,3,4,6,0,0,0,1,0,0,0,0,733748.2803,5382535.0799,12.167698447,48.552303238,2,#fc8d62,car
60934,9,1,74,115,2016,1,1,1,3,8,1,2,2,0,1,0,0,0,0,682032.3103,5345717.7687,11.451664374,48.238525466,2,#fc8d62,car
60947,9,1,78,120,2016,1,8,2,3,0,6,0,2,0,1,0,0,0,0,691578.6195,5352664.0312,11.58325123,48.29814371,2,#fc8d62,car
60959,9,1,62,0,2016,1,3,6,3,6,4,2,1,0,1,1,0,0,0,700587.1593,5332651.0562,11.695125881,48.115498568,2,#fc8d62,car
60966,9,2,61,0,2016,1,14,6,3,9,1,0,1,0,1,0,0,0,0,731261187.0,5384762.8512,12.135284638,48.573236757,2,#fc8d62,car
60975,9,7,71,156,2016,1,23,7,3,8,1,2,2,0,1,0,0,0,0,655653.8585,5380580.8022,11.109586625,48.558986046,2,#fc8d62,car
60982,9,1,84,121,2016,1,19,6,1,9,7,2,1,0,1,0,0,0,0,704713.2658,5330751.2423,11.749587985,48.097112729,2,#fc8d62,car
61011,9,1,74,136,2016,1,10,2,2,0,1,0,2,0,0,0,0,0,1,683921.5526,5362936.3305,11.484592268,48.392745016,6,#ffd92f,circle
61018,9,1,77,131,2016,1,9,1,3,8,1,0,2,0,1,0,0,0,0,712720698.0,5345506.5412,11.864380856,48.22707717,2,#fc8d62,car
61025,9,7,61,0,2016,1,16,4,3,0,1,0,1,1,0,0,0,0,0,641354.4754,5355556.6349,10.907456185,48.337369143,1,#66c2a5,bicycle
61026,9,7,72,125,2016,1,19,3,3,5,3,2,1,0,1,0,0,0,0,636755.0234,5346479.0242,10.842484128,48.256755025,2,#fc8d62,car
61028,9,1,88,132,2016,1,9,6,3,8,1,0,1,0,1,0,0,0,0,668071.5392,5320288.3137,11.25376567,48.013769411,2,#fc8d62,car
61031,9,1,84,141,2016,1,16,2,3,9,1,2,1,0,1,0,0,0,0,692788.3482,5314494.9815,11.5822804,47.954721318,2,#fc8d62,car
61033,9,1,84,114,2016,1,21,6,3,9,1,2,1,0,1,0,0,0,0,699958.6396,5318813.8225,11.680224573,47.9913379,2,#fc8d62,car
61039,9,1,84,149,2016,1,12,5,2,9,7,0,0,0,1,0,0,0,0,691276.1213,5352276097.0,11.579000909,48.294748622,2,#fc8d62,car
61041,9,1,74,115,2016,1,8,6,3,0,1,0,2,1,0,0,0,0,0,683375.64,5347693952.0,11.470595233,48.255901197,1,#66c2a5,bicycle
61051,9,1,75,122,2016,1,6,6,2,9,1,2,1,0,1,0,0,0,0,718709.1163,5324292.4192,11.934021339,48.034429439,2,#fc8d62,car
61053,9,7,72,223,2016,1,8,2,3,5,1,0,1,0,0,0,0,1,1,618509.7,5362653528.0,10.601323179,48.405890352,5,#a6d854,bus
61055,9,1,78,124,2016,1,9,6,3,0,1,0,2,1,0,0,0,0,0,702032.6486,5364204.2924,11.729588779,48.398598561,1,#66c2a5,bicycle
61057,9,1,84,147,2016,1,17,3,3,2,6,2,1,0,1,0,0,0,0,698590.9046,5341799.7885,11.672604108,48.198345276,2,#fc8d62,car
61059,9,1,81,130,2016,1,8,6,3,9,1,0,2,0,1,0,0,0,0,640276.4865,5324701545.0,10.882720864,48.060160887,2,#fc8d62,car
61063,9,7,61,0,2016,1,11,5,3,1,6,0,1,0,1,0,0,0,1,636895.6471,5359572.7659,10.848627655,48.374463755,2,#fc8d62,car
61065,9,7,71,169,2016,1,10,2,3,8,1,0,2,0,1,0,0,0,0,639318.1538,5374145.2602,10.886169102,48.504964017,2,#fc8d62,car
61072,9,1,73,123,2016,1,17,5,3,4,6,2,1,0,1,0,0,0,0,679975.3707,5305472.8509,11.407054362,47.877347408,2,#fc8d62,car
61073,9,1,79,126,2016,1,18,5,3,4,1,2,1,0,1,0,0,0,0,677358.1999,5339586.8797,11.38620629,48.184739317,2,#fc8d62,car
61077,9,1,62,0,2016,1,14,3,3,2,6,0,1,0,1,0,0,0,0,694222.71,5340373636.0,11.613229592,48.186878795,2,#fc8d62,car
61083,9,7,61,0,2016,1,10,3,3,2,3,0,1,0,1,0,0,0,0,641759.4182,5359757197.0,10.914332341,48.375048209,2,#fc8d62,car
61085,9,1,79,123,2016,1,18,6,2,6,7,2,1,0,1,1,0,0,0,675851.0842,5333523.1089,11.363441004,48.130649432,2,#fc8d62,car
61089,9,1,82,127,2016,1,7,6,3,8,1,0,2,0,1,0,0,0,0,698245.4926,5311515868.0,11.653923652,47.926280248,2,#fc8d62,car
61094,9,1,84,136,2016,1,16,2,3,5,3,0,1,0,1,0,0,0,0,697553598.0,5326688.0268,11.651653697,48.062854744,2,#fc8d62,car
61104,9,1,75,139,2016,1,9,6,3,8,1,0,1,0,1,0,0,0,0,711193598.0,5328177.1275,11.835246633,48.071867163,2,#fc8d62,car
61107,9,1,84,141,2016,1,13,3,3,9,1,0,1,0,1,0,0,0,0,700258089.0,5317490305.0,11.683616702,47.979349331,2,#fc8d62,car
61110,9,1,79,142,2016,1,15,6,3,2,6,0,0,0,1,0,0,0,0,672719.3934,5340915.3313,11.32438933,48.197959558,2,#fc8d62,car
61114,9,7,62,0,2016,1,20,5,3,3,2,1,0,1,1,0,0,0,0,621726.3475,5304421.3736,10.628118093,47.881578855,1,#66c2a5,bicycle
61115,9,1,78,156,2016,1,4,6,3,9,7,2,2,0,1,0,0,0,0,698785.4515,5374841.6938,11.690816653,48.495224307,2,#fc8d62,car
61118,9,1,81,130,2016,1,17,5,3,4,2,2,1,0,1,0,0,0,0,642254104.0,5324565807.0,10.909203145,48.058502433,2,#fc8d62,car
61122,9,7,72,111,2016,1,14,5,3,3,7,0,0,0,1,0,0,1,0,627869.9135,5364057.4211,10.728170185,48.416685468,2,#fc8d62,car
61124,9,7,71,130,2016,1,6,2,2,4,1,2,2,0,1,0,0,0,1,650964959.0,5356352.5141,11.037344064,48.342301874,2,#fc8d62,car
61125,9,7,61,0,2016,1,12,5,3,2,2,0,0,0,1,0,0,0,0,644815.2471,5356417.7016,10.95442445,48.344327657,2,#fc8d62,car
61127,9,1,74,115,2016,1,17,5,2,6,2,2,1,0,1,1,0,0,0,681213.2594,5347194.9162,11.441275735,48.252037593,2,#fc8d62,car
61133,9,1,75,124,2016,1,11,3,3,2,6,0,0,0,1,0,0,0,0,713947.2544,5329245.0732,11.872700857,48.080545801,2,#fc8d62,car
61141,9,1,87,164,2016,1,13,5,3,4,2,0,1,0,1,0,0,0,0,735465.6476,5321083.4605,12.156710106,47.999644962,2,#fc8d62,car
61143,9,1,88,144,2016,1,23,4,3,9,1,2,1,0,1,0,0,0,0,667172116.0,5329077.04,11.245148234,48.093017711,2,#fc8d62,car
61144,9,7,72,184,2016,1,15,3,3,4,2,0,0,0,1,0,0,0,0,633120385.0,5358914577.0,10.797464902,48.369352942,2,#fc8d62,car
61146,9,1,81,130,2016,1,14,6,3,2,6,0,0,0,1,0,0,0,0,639150.9084,5322740.3795,10.866984481,48.042771947,2,#fc8d62,car
61149,9,1,84,135,2016,1,14,2,3,4,1,0,1,0,1,0,0,1,0,686941.3082,5347491.8965,11.518498009,48.253043322,2,#fc8d62,car
61156,9,1,78,113,2016,1,14,6,3,4,2,0,0,0,1,0,0,0,0,692202.6625,5367391.3468,11.598385132,48.430314407,2,#fc8d62,car
61158,9,1,88,120,2016,1,14,3,2,3,6,0,1,0,1,0,0,0,0,678759.5157,5327120.7723,11.399813323,48.072287882,2,#fc8d62,car
61160,9,1,62,0,2016,1,14,5,2,5,2,0,0,1,1,0,0,0,0,684357.2371,5332117.5211,11.477047649,48.115608358,1,#66c2a5,bicycle
61162,9,1,79,111,2016,1,7,6,3,9,1,0,2,0,1,0,0,0,0,655023.0566,5340147.5731,11.086131871,48.195624119,2,#fc8d62,car
61170,9,1,75,131,2016,1,6,6,3,8,1,2,2,0,1,0,0,0,0,708629.6946,5323121.1754,11.798404934,48.027276345,2,#fc8d62,car
61172,9,7,61,0,2016,1,18,2,3,2,6,2,0,0,1,0,0,0,0,641540.4599,5357798.1276,10.910717959,48.35748219,2,#fc8d62,car
61173,9,2,61,0,2016,1,13,5,3,2,3,0,0,0,1,0,0,0,0,732650183.0,5381784399.0,12.152421544,48.545968325,2,#fc8d62,car
61174,9,1,79,126,2016,1,12,5,3,1,3,0,0,1,1,0,0,0,0,677441.9524,5339514.8652,11.387302017,48.184068585,1,#66c2a5,bicycle
61176,9,1,81,132,2016,1,8,6,3,8,1,1,2,0,1,0,0,0,0,645443.8027,5324486.1945,10.951959799,48.057067436,2,#fc8d62,car
61180,9,7,71,146,2016,1,19,5,2,2,6,2,1,0,1,0,0,0,0,646570.3981,5346797.4945,10.974756972,48.257424162,2,#fc8d62,car
61182,9,7,61,0,2016,1,18,2,3,2,6,2,0,0,1,0,0,0,0,643763.8902,5357580.6718,10.940640989,48.355024617,2,#fc8d62,car
61183,9,7,61,0,2016,1,14,5,3,4,2,0,1,0,1,0,0,0,0,641207804.0,5360932.6029,10.907282511,48.385740668,2,#fc8d62,car
61185,9,1,77,123,2016,1,10,5,3,5,3,0,1,0,1,0,1,0,0,727128.88,5344562328.0,12.057610119,48.21360022,2,#fc8d62,car
61191,9,1,62,0,2016,1,17,2,3,5,3,2,1,0,1,0,0,0,0,685232768.0,5328901646.0,11.487404171,48.086448292,2,#fc8d62,car
61192,9,1,62,0,2016,1,12,3,3,2,5,0,0,0,1,0,0,1,1,698846.1875,5333046.4715,11.671944744,48.119598211,2,#fc8d62,car
61194,9,1,84,112,2016,1,10,3,3,2,6,0,0,0,1,0,0,0,0,702348.6002,5340243.9497,11.722374622,48.183177162,2,#fc8d62,car
61200,9,7,61,0,2016,1,22,3,3,4,2,2,1,0,1,0,0,0,0,641409.9795,5352675.7362,10.907238368,48.311452593,2,#fc8d62,car
61202,9,1,79,126,2016,1,9,6,3,1,6,0,0,0,1,0,0,0,0,677555732.0,5339360736.0,11.388767014,48.182651318,2,#fc8d62,car
61204,9,2,61,0,2016,1,9,3,3,6,7,0,0,1,0,1,0,0,0,731803.4419,5381217.2921,12.140650646,48.541187513,1,#66c2a5,bicycle
61211,9,1,73,118,2016,1,7,6,3,9,1,1,2,0,1,0,0,0,0,688884.5609,5306284.7537,11.526447082,47.882086603,2,#fc8d62,car
61217,9,1,84,129,2016,1,8,5,3,2,6,0,1,0,1,0,0,0,1,699911.8957,5324044.2735,11.682037177,48.038360164,2,#fc8d62,car
61219,9,1,74,118,2016,1,5,6,3,8,1,2,2,0,1,0,0,0,0,669542.9179,5357068.9693,11.288154433,48.34403036,2,#fc8d62,car
61224,9,1,88,139,2016,1,7,6,3,8,1,0,2,0,1,0,0,0,0,672279.9653,5318248.9007,11.309332963,47.994314745,2,#fc8d62,car
61229,9,1,62,0,2016,1,10,5,3,2,6,0,0,0,1,0,0,0,0,688278.7938,5328249.7514,11.527979581,48.079696533,2,#fc8d62,car
61232,9,1,78,113,2016,1,7,6,3,5,3,1,1,0,1,0,0,0,0,691812.0355,5367338.4958,11.593085701,48.429958494,2,#fc8d62,car
61238,9,7,61,0,2016,1,17,5,3,4,2,2,1,0,1,0,0,0,0,639594.6558,5360888.0499,10.885491387,48.385699121,2,#fc8d62,car
61243,9,7,72,130,2016,1,13,2,3,4,6,0,1,0,1,0,0,0,0,630579.9584,5356100.3482,10.762306425,48.344577104,2,#fc8d62,car
61245,9,1,79,121,2016,1,18,5,3,6,2,2,1,0,1,1,0,0,0,667654.4659,5338524.5156,11.255339496,48.177823877,2,#fc8d62,car
61250,9,1,77,116,2016,1,11,3,3,0,7,0,0,0,1,0,0,0,0,711506.3205,5361816.2428,11.856220373,48.374034915,2,#fc8d62,car
61259,9,1,79,138,2016,1,6,6,3,9,1,1,2,0,1,0,0,0,0,651893341.0,5336246.1422,11.04264911,48.161302016,2,#fc8d62,car
61267,9,1,62,0,2016,1,14,2,3,4,1,0,1,0,1,0,0,0,0,681581758.0,5335371704.0,11.441178101,48.145657033,2,#fc8d62,car
61274,9,1,78,155,2016,1,5,6,3,8,6,2,2,0,1,0,0,0,0,715915872.0,5375646625.0,11.922813281,48.496805318,2,#fc8d62,car
61277,9,1,79,126,2016,1,14,3,3,5,3,0,1,0,1,0,0,0,1,676348.3524,5340405.4672,11.372971631,48.192378863,2,#fc8d62,car
61278,9,7,73,179,2016,1,7,2,2,4,1,1,2,0,1,0,0,0,0,618842.9718,5373558.2357,10.608920847,48.503892847,2,#fc8d62,car
61279,9,1,79,118,2016,1,8,6,2,1,6,0,2,0,1,0,0,0,0,673080.1142,5338440.0084,11.328231021,48.175609538,2,#fc8d62,car
61286,9,7,77,121,2016,1,14,5,3,8,1,0,1,0,1,0,0,0,0,627728.5352,5318860.6752,10.712648313,48.010269066,2,#fc8d62,car
61287,9,1,75,131,2016,1,6,6,3,8,1,2,2,0,1,0,0,0,0,708645417.0,5323110.1441,11.798610191,48.027172079,2,#fc8d62,car
61289,9,7,71,122,2016,1,9,2,3,8,1,0,1,0,1,0,0,0,0,649129.6598,5362664.0171,11.014830174,48.399484756,2,#fc8d62,car
61291,9,1,88,144,2016,1,17,5,3,0,5,2,1,0,1,0,0,0,0,667765.0479,5327303.3078,11.252408371,48.076915889,2,#fc8d62,car
61293,9,1,81,123,2016,1,20,4,3,8,1,2,1,0,1,0,0,0,0,654668.8107,5326403051.0,11.076377635,48.072132855,2,#fc8d62,car
61296,9,7,72,171,2016,1,19,5,3,8,7,2,1,0,1,0,0,0,0,638727.8899,5370571.0287,10.876995409,48.472956658,2,#fc8d62,car
61298,9,7,61,0,2016,1,20,2,2,6,4,1,0,0,1,1,0,0,0,644683.0966,5357301.6658,10.952945799,48.352306021,2,#fc8d62,car
61299,9,7,61,0,2016,1,9,5,3,1,6,0,0,0,1,0,0,0,0,644441.0424,5357616.5803,10.949788569,48.355192957,2,#fc8d62,car
61300,9,1,83,126,2016,1,23,5,1,4,6,2,1,0,1,0,0,1,0,730652.8786,5338458.5555,12.1016651,48.15749513,2,#fc8d62,car
61301,9,1,74,126,2016,1,16,5,3,0,7,1,1,0,0,0,0,0,1,683681.0756,5343948.4606,11.47308217,48.22214671,6,#ffd92f,circle
61307,9,1,77,115,2016,1,16,3,3,0,7,0,1,1,0,0,0,0,0,734205.1416,5350636.6221,12.156081191,48.265595238,1,#66c2a5,bicycle
61309,9,1,73,118,2016,1,7,6,3,8,1,2,2,0,1,0,0,0,0,695854754.0,5307333.0738,11.62005415,47.889420546,2,#fc8d62,car
61324,9,2,61,0,2016,1,20,4,3,5,3,2,1,1,1,0,0,0,0,732161.8892,5379987.1729,12.144814423,48.53000512,1,#66c2a5,bicycle
61339,9,1,62,0,2016,1,12,7,3,5,2,0,1,0,1,0,0,0,0,691310.9729,5331123.9217,11.569937638,48.104627016,2,#fc8d62,car
61345,9,1,62,0,2016,1,17,3,2,6,4,2,0,0,1,1,0,0,0,688640.9474,5331669.6009,11.534348297,48.110327893,2,#fc8d62,car
61349,9,1,79,142,2016,1,16,4,3,4,6,0,0,0,1,0,0,0,0,671625415.0,5341999.3085,11.310117812,48.208000652,2,#fc8d62,car
61357,9,1,86,162,2016,1,13,3,3,2,6,0,0,0,1,0,0,0,0,694046.9068,5385791.2411,11.631846209,48.595107176,2,#fc8d62,car
61361,9,1,84,127,2016,1,17,4,3,6,4,2,1,0,1,1,0,0,0,702279.2126,5321719.9033,11.71266345,48.016725465,2,#fc8d62,car
61366,9,1,84,135,2016,1,9,2,3,3,3,0,1,0,1,0,0,0,0,692157.9809,5344763.0216,11.587466298,48.226957113,2,#fc8d62,car
61367,9,7,61,0,2016,1,17,2,3,2,6,2,1,0,1,0,0,0,0,637414.4684,5359483.0198,10.855600628,48.373544003,2,#fc8d62,car
61372,9,1,78,150,2016,1,17,3,3,5,3,1,0,0,1,0,0,0,0,688960.2796,5372687.4732,11.556987748,48.478894449,2,#fc8d62,car
61375,9,1,88,113,2016,1,7,2,3,6,2,1,1,0,1,1,0,0,0,676469.94,5314101079.0,11.363745294,47.955885217,2,#fc8d62,car
61376,9,1,75,135,2016,1,15,5,3,5,3,0,0,0,1,0,0,0,0,708638.3622,5339247.8492,11.806403634,48.172191932,2,#fc8d62,car
61382,9,1,87,150,2016,1,15,3,3,2,7,0,1,0,1,0,0,0,0,728828.0921,5303477.7337,12.058512098,47.843877,2,#fc8d62,car
61392,9,1,86,146,2016,1,10,7,3,8,1,0,1,0,1,0,0,0,0,686016.3554,5370320.7716,11.516138784,48.458500881,2,#fc8d62,car
61395,9,1,73,120,2016,1,17,2,3,9,1,2,1,0,1,0,0,0,0,683564704.0,5310332129.0,11.457081362,47.920011792,2,#fc8d62,car
61397,9,2,61,0,2016,1,12,4,3,5,3,0,1,0,1,0,0,0,0,735711.3432,5382448.1915,12.194209315,48.550788232,2,#fc8d62,car
61398,9,2,74,134,2016,1,9,1,2,8,1,0,1,0,1,0,0,0,0,738170.4042,5372537.5079,12.221824937,48.460840437,2,#fc8d62,car
61401,9,1,88,118,2016,1,17,7,3,5,2,2,1,0,1,0,0,0,0,669325.6668,5313695.8816,11.267970319,47.954171417,2,#fc8d62,car
61410,9,1,82,123,2016,1,8,2,3,3,1,0,1,0,1,0,0,0,0,716157.3084,5301448.4692,11.888370632,47.830026939,2,#fc8d62,car
61412,9,1,82,120,2016,1,17,7,3,4,2,2,1,0,1,0,0,0,0,703659202.0,5307868159.0,11.724591103,47.891800855,2,#fc8d62,car
61414,9,7,78,204,2016,1,7,6,3,9,7,1,1,0,1,0,0,0,0,614260.0927,5325325.97,10.533853144,48.070967319,2,#fc8d62,car
61419,9,7,72,185,2016,1,0,3,3,7,7,2,1,0,1,0,0,1,0,635584.1951,5384750.8485,10.83909806,48.601143199,2,#fc8d62,car
61420,9,1,78,136,2016,1,16,4,3,9,1,0,1,0,1,0,0,0,0,698695.1917,5368418469.0,11.686545728,48.437530271,2,#fc8d62,car
61425,9,1,81,114,2016,1,7,3,3,5,3,2,1,1,1,0,0,0,0,657515781.0,5311227.3236,11.108998824,47.934990123,1,#66c2a5,bicycle
61431,9,1,75,124,2016,1,13,5,3,2,6,0,0,0,1,0,0,0,0,713060.5508,5329315.1913,11.860845338,48.081472756,2,#fc8d62,car
61436,9,1,84,129,2016,1,14,2,3,1,6,0,1,0,1,0,0,0,0,699650.0393,5324306.7228,11.678650425,48.040800793,2,#fc8d62,car
61440,9,2,61,0,2016,1,17,2,3,4,2,2,1,0,1,0,0,0,0,733058.2936,5381066.9312,12.157541424,48.5393721,2,#fc8d62,car
61441,9,1,79,123,2016,1,7,2,3,5,3,1,1,0,1,0,0,0,0,676044.0883,5334920.2436,11.366610135,48.143155327,2,#fc8d62,car
61442,9,1,78,157,2016,1,19,5,3,2,6,2,1,0,1,0,0,0,0,704463.3705,5370170.5164,11.765298948,48.451427873,2,#fc8d62,car
61446,9,7,78,203,2016,1,6,6,3,4,6,2,2,0,1,0,0,0,0,622682.0443,5322217.3646,10.645973053,48.04144592,2,#fc8d62,car
61447,9,1,79,123,2016,1,17,7,2,5,3,2,1,1,1,0,0,0,0,677305866.0,5333939.7522,11.383149215,48.133991122,1,#66c2a5,bicycle
61448,9,7,77,158,2016,1,5,4,3,2,6,2,1,0,1,0,0,0,0,620383.7277,5311809.6494,10.612231007,47.948280412,2,#fc8d62,car
61454,9,1,84,130,2016,1,16,2,3,6,6,1,1,1,0,1,0,0,0,697231.4712,5342837.6221,11.654811805,48.208096179,1,#66c2a5,bicycle
61461,9,7,71,130,2016,1,12,1,3,8,1,0,1,0,1,0,0,0,0,644445.5212,5362863207.0,10.951652029,48.402366298,2,#fc8d62,car
61462,9,2,61,0,2016,1,7,4,3,5,3,0,0,0,1,0,0,0,0,726678.7614,5380087.4267,12.07070813,48.532909605,2,#fc8d62,car
61465,9,1,62,0,2016,1,19,7,3,3,6,2,1,0,1,0,0,0,0,696582.7308,5343096.2897,11.646209038,48.21062212,2,#fc8d62,car
61466,9,7,71,156,2016,1,7,4,3,5,2,2,1,0,1,0,1,0,0,654136.1346,5383362568.0,11.09006206,48.584369895,2,#fc8d62,car
61469,9,1,62,0,2016,1,19,4,2,9,1,2,1,0,1,0,0,0,0,681118.5269,5340759.2954,11.4372513,48.19421695,2,#fc8d62,car
61480,9,1,77,133,2016,1,14,1,3,8,1,0,1,0,1,0,0,0,0,708785.6459,5360360.5227,11.818803887,48.361860103,2,#fc8d62,car
61481,9,7,62,0,2016,1,21,6,2,4,2,2,1,0,1,0,0,0,0,622176.6739,5307866.8517,10.635114402,47.912480845,2,#fc8d62,car
61484,9,1,62,0,2016,1,7,3,3,3,7,0,0,0,0,0,0,1,1,688073.7752,5334992.4885,11.528202414,48.140362479,5,#a6d854,bus
61490,9,1,78,133,2016,1,14,3,2,4,6,0,1,0,1,0,0,0,1,685829.8977,5366116.7177,11.51175453,48.420770631,2,#fc8d62,car
61491,9,7,72,216,2016,1,21,7,3,8,1,2,1,0,1,0,0,0,0,623250.5285,5366656.1722,10.666531041,48.440975815,2,#fc8d62,car
61499,9,1,84,132,2016,1,11,4,3,2,6,0,1,0,1,0,0,0,1,683988.6288,5329330.5777,11.470898157,48.090664117,2,#fc8d62,car
61504,9,1,84,113,2016,1,18,2,3,5,3,2,1,0,1,0,0,0,0,685285.0806,5321289.53,11.484809992,48.018010649,2,#fc8d62,car
61513,9,1,78,143,2016,1,18,5,3,2,6,2,1,0,1,0,0,0,0,721187.1192,5374091.0344,11.993245611,48.480996709,2,#fc8d62,car
61519,9,1,84,114,2016,1,17,3,3,2,6,2,1,0,1,0,0,0,1,699391.3795,5320037.6817,11.673198185,48.002514284,2,#fc8d62,car
61529,9,1,62,0,2016,1,20,6,3,0,7,2,0,0,1,0,0,0,0,694995987.0,5333482.1714,11.620464617,48.1247048,2,#fc8d62,car
61535,9,7,77,140,2016,1,7,6,3,4,1,0,1,0,1,0,0,0,1,627709.5926,5316129.5956,10.711581649,47.985711792,2,#fc8d62,car
61536,9,1,84,114,2016,1,6,6,3,8,1,2,2,0,1,0,0,0,0,700895.7308,5319024.0501,11.692869281,47.992933633,2,#fc8d62,car
61555,9,7,72,217,2016,1,20,3,3,8,7,2,1,0,1,0,0,0,0,636153.7838,5381802.3644,10.845853815,48.574508033,2,#fc8d62,car
61556,9,1,74,111,2016,1,12,4,3,5,3,0,0,0,1,0,0,0,0,667141.7236,5362144.1241,11.257790962,48.390293941,2,#fc8d62,car
61562,9,1,79,136,2016,1,11,3,3,6,7,0,0,0,1,1,0,0,0,660711.1239,5341696.1711,11.163206484,48.208132663,2,#fc8d62,car
61566,9,1,62,0,2016,1,5,4,3,5,2,2,1,1,1,0,0,0,0,691762.4774,5331941.5212,11.576363984,48.111839787,1,#66c2a5,bicycle
61573,9,1,62,0,2016,1,7,2,3,2,6,1,0,0,1,0,0,0,0,694289.1607,5336694.2574,11.612441421,48.153789875,2,#fc8d62,car
61576,9,2,61,0,2016,1,6,2,3,2,6,2,1,0,1,0,0,1,0,734535.1172,5381770.1844,12.177913727,48.5451389,2,#fc8d62,car
61577,9,1,81,146,2016,1,19,2,3,5,3,2,1,0,1,0,0,0,0,649373.5298,5325492.6292,11.005018043,48.065209028,2,#fc8d62,car
