OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
87296,"9,21E+18",9,2,74,146,2021,1,17,3,3,3,6,1,0,1,0,0,0,1,736859.121252,5378145.79023,12.207293813,48.511710763,1,2,#fc8d62,car
87300,"9,21E+18",9,1,84,134,2021,1,14,4,3,4,2,0,0,1,0,0,0,1,694273.561001,5323343845,11.606157292,48.033805142,0,2,#fc8d62,car
87302,"9,21E+18",9,1,79,132,2021,1,14,2,3,5,3,0,0,1,0,0,0,0,661449.970484,5337535.18236,11.171562344,48.170536146,0,2,#fc8d62,car
87304,"9,21E+18",9,1,73,147,2021,1,14,6,3,0,7,0,1,0,0,0,0,0,680791.261731,5310048.72849,11.419873465,47.918252246,1,1,#66c2a5,bicycle
87306,"9,21E+18",9,1,79,142,2021,1,8,1,3,8,6,0,0,1,0,0,0,1,676636.207572,5343036.93341,11.377936866,48.215953416,2,2,#fc8d62,car
87308,"9,21E+18",9,1,79,113,2021,1,18,3,3,5,3,2,0,1,0,0,0,0,671858.451836,5335750.98631,11.310724875,48.151767866,1,2,#fc8d62,car
87319,"9,21E+18",9,1,82,120,2021,1,14,5,3,5,3,0,0,1,0,0,0,1,702436.151001,5305677659,11.707221178,47.872501052,1,2,#fc8d62,car
87320,"9,21E+18",9,1,62,0,2021,1,18,6,3,4,2,2,0,1,0,0,0,0,689023.478594,5331960.55909,11.539611226,48.112829668,1,2,#fc8d62,car
87321,"9,21E+18",9,1,63,0,2021,1,17,4,3,5,3,1,1,1,0,0,0,0,733335.446188,5305226.19494,12.119608771,47.857965484,1,1,#66c2a5,bicycle
87328,"9,21E+18",9,1,75,132,2021,1,12,4,3,2,3,0,0,1,0,0,0,0,706098.244806,5332909.54691,11.769210274,48.116061947,0,2,#fc8d62,car
87331,"9,21E+18",9,7,61,0,2021,1,17,6,3,2,6,1,0,1,0,0,0,1,636935.638164,5359572.46806,10.849167301,48.3744524,1,2,#fc8d62,car
87334,"9,21E+18",9,1,75,132,2021,1,11,2,3,3,1,0,0,1,0,0,1,0,706360.068179,5336007.14783,11.774223974,48.143813538,2,2,#fc8d62,car
87336,"9,21E+18",9,1,79,113,2021,1,9,4,3,4,1,0,0,1,0,0,0,0,671216.779127,5334740.50873,11.301698071,48.142857057,2,2,#fc8d62,car
87344,"9,21E+18",9,2,74,134,2021,1,9,3,3,9,1,0,0,1,0,0,0,0,744250.435509,5375635.87453,12.305740514,48.486338026,2,2,#fc8d62,car
87347,"9,21E+18",9,1,77,133,2021,1,2,2,3,9,1,2,0,1,0,0,0,0,709739.335863,5359305.87963,11.831137756,48.352067412,1,2,#fc8d62,car
87349,"9,21E+18",9,1,84,119,2021,1,8,6,3,5,3,0,0,1,0,0,0,0,695577.331069,5347230.88518,11.63459814,48.248091595,0,2,#fc8d62,car
87367,"9,21E+18",9,1,86,162,2021,1,6,6,3,2,6,2,0,0,0,0,1,0,690803.034243,5384189.78214,11.587161648,48.581711449,0,5,#a6d854,bus
87376,"9,21E+18",9,1,87,179,2021,1,10,3,3,1,1,0,0,1,0,0,0,0,723254.739764,5310939.49694,11.987980606,47.912881407,1,2,#fc8d62,car
87377,"9,21E+18",9,7,72,147,2021,1,3,4,3,8,1,2,0,1,0,0,0,0,635581.9344,5364347.81651,10.832438635,48.417684459,2,2,#fc8d62,car
87378,"9,21E+18",9,1,85,113,2021,1,20,1,2,4,1,2,0,1,0,0,0,0,669213.970185,5378006.55077,11.292174726,48.532333111,2,2,#fc8d62,car
87381,"9,21E+18",9,1,84,112,2021,1,14,6,3,5,3,0,0,1,0,0,0,0,702434.665938,5337563.30399,11.722254892,48.159059463,1,2,#fc8d62,car
87383,"9,21E+18",9,1,78,123,2021,1,12,3,3,9,1,0,0,1,0,0,0,0,686101.298436,5362033.2387,11.513609084,48.383988707,2,2,#fc8d62,car
87389,"9,21E+18",9,1,74,135,2021,1,5,4,3,3,6,2,0,1,0,0,1,0,660974.58284,5354933.29475,11.17178874,48.327071753,2,2,#fc8d62,car
87395,"9,21E+18",9,1,81,123,2021,1,18,2,3,2,6,2,0,1,0,0,0,0,656241.515612,5326746.73385,11.097601727,48.074839564,2,2,#fc8d62,car
87397,"9,21E+18",9,1,84,145,2021,1,13,4,3,8,1,0,0,1,0,0,0,0,693745.172001,5324122214,11.599428703,48.040961523,1,2,#fc8d62,car
87401,"9,21E+18",9,1,79,138,2021,1,13,2,3,2,6,0,0,1,0,0,0,0,654602.584838,5333021.77525,11.077887129,48.13165859,1,2,#fc8d62,car
87408,"9,21E+18",9,1,88,132,2021,1,8,5,3,4,6,0,0,1,0,0,0,1,664545981,5321825621,11.207116368,48.028508027,2,2,#fc8d62,car
87414,"9,21E+18",9,1,79,121,2021,1,11,4,3,6,4,0,0,1,1,0,0,0,667397.278089,5338384.4647,11.251827338,48.176632632,1,2,#fc8d62,car
87421,"9,21E+18",9,7,61,0,2021,1,7,2,3,4,1,2,0,1,0,0,0,0,639829.74558,5352478725,10.885872052,48.310032474,1,2,#fc8d62,car
87422,"9,21E+18",9,1,62,0,2021,1,7,3,3,3,2,1,0,1,0,0,0,1,694719.52056,5334149.83903,11.617058385,48.130790141,0,2,#fc8d62,car
87429,"9,21E+18",9,1,88,117,2021,1,21,6,3,8,1,2,0,1,0,0,0,0,665399473,5313876744,11.215493084,47.956823565,0,2,#fc8d62,car
87430,"9,21E+18",9,7,71,169,2021,1,15,5,2,8,6,0,0,1,0,0,0,0,639756.343166,5374541.72289,10.892230948,48.508431465,0,2,#fc8d62,car
87433,"9,21E+18",9,1,73,112,2021,1,14,2,3,2,6,0,0,1,0,0,0,0,692058.809869,5293543.92597,11.563213096,47.766624897,2,2,#fc8d62,car
87437,"9,21E+18",9,1,78,124,2021,1,22,3,3,3,1,2,0,1,0,0,1,0,701938.839825,5358717.88445,11.725688079,48.349325565,2,2,#fc8d62,car
87439,"9,21E+18",9,1,75,121,2021,1,8,2,3,3,2,0,0,1,0,0,0,1,714054.520369,5318809.73106,11.868925035,47.986739674,0,2,#fc8d62,car
87440,"9,21E+18",9,7,77,121,2021,1,13,4,3,4,1,0,0,1,0,0,0,0,628495.952184,5320130.48202,10.72331402,48.021534713,0,2,#fc8d62,car
87446,"9,21E+18",9,1,87,122,2021,1,17,1,3,9,1,0,0,1,0,0,0,0,715596.343425,5308811.1461,11.884555878,47.896376221,2,2,#fc8d62,car
87447,"9,21E+18",9,1,86,162,2021,1,13,3,3,9,1,0,0,1,0,0,0,0,694242.217983,5381109.10713,11.632305574,48.552969359,0,2,#fc8d62,car
87456,"9,21E+18",9,1,62,0,2021,1,9,2,3,8,1,0,0,0,0,0,1,0,680794.632001,5339315541,11.432282326,48.181331658,2,5,#a6d854,bus
87459,"9,21E+18",9,7,61,0,2021,1,20,4,3,5,3,2,0,1,0,0,0,0,642827.771327,5359919.02969,10.928805993,48.376262416,1,2,#fc8d62,car
87464,"9,21E+18",9,1,62,0,2021,1,22,1,3,8,1,2,0,1,0,0,0,0,678115.821557,5335024.25133,11.394479453,48.143513628,2,2,#fc8d62,car
87469,"9,21E+18",9,1,90,152,2021,1,11,7,3,4,1,0,0,1,0,0,0,0,669712.22225,5297760.3774,11.266881427,47.810804094,1,2,#fc8d62,car
87487,"9,21E+18",9,1,78,124,2021,1,12,4,3,2,6,0,0,1,0,0,0,0,703008.576727,5363861.75019,11.742592929,48.395206975,1,2,#fc8d62,car
87488,"9,21E+18",9,1,74,135,2021,1,13,6,3,7,7,0,0,1,0,0,1,0,660910.83058,5354982.10163,11.170947899,48.327526769,0,2,#fc8d62,car
87495,"9,21E+18",9,1,77,116,2021,1,6,2,2,2,6,2,0,1,0,0,0,0,711717.775607,5364445.21778,11.860396688,48.397586313,1,2,#fc8d62,car
87499,"9,21E+18",9,1,73,120,2021,1,10,3,3,2,6,0,0,1,0,0,0,0,683525.132259,5310303.91168,11.456540169,47.919769473,2,2,#fc8d62,car
87504,"9,21E+18",9,1,74,151,2021,1,18,4,3,4,1,2,0,1,0,0,0,0,681314.86485,5363175.83382,11.449515686,48.395652527,2,2,#fc8d62,car
87509,"9,21E+18",9,1,79,142,2021,1,23,1,2,9,7,2,0,0,0,0,1,0,677413.338326,5342392.08572,11.388119744,48.209940076,2,5,#a6d854,bus
87511,"9,21E+18",9,1,79,142,2021,1,18,3,3,2,6,2,0,1,0,0,0,0,675234.380131,5344197.40327,11.359561294,48.226773763,0,2,#fc8d62,car
87523,"9,21E+18",9,1,79,125,2021,1,1,4,3,6,4,2,0,1,1,0,0,0,661215.386149,5332367.54089,11.166452331,48.12413596,2,2,#fc8d62,car
87524,"9,21E+18",9,1,62,0,2021,1,14,2,3,5,2,0,1,1,0,0,0,0,684359.003574,5332117.77311,11.47707147,48.115610112,0,1,#66c2a5,bicycle
87526,"9,21E+18",9,1,78,157,2021,1,4,5,3,9,3,2,0,1,0,0,0,0,700058.340001,5370995082,11.706186363,48.460253281,2,2,#fc8d62,car
87540,"9,21E+18",9,1,83,135,2021,1,12,3,2,4,6,0,0,1,0,0,0,0,744389.992051,5351376.04852,12.293525892,48.268390505,1,2,#fc8d62,car
87553,"9,21E+18",9,7,62,0,2021,1,17,5,3,6,4,2,0,1,1,0,0,0,620541.957532,5305377.78668,10.612550159,47.890404135,1,2,#fc8d62,car
87555,"9,21E+18",9,7,73,125,2021,1,14,5,3,2,2,0,1,0,0,0,0,1,613035.289846,5383452.14645,10.533011101,48.593941778,0,1,#66c2a5,bicycle
87567,"9,21E+18",9,1,87,169,2021,1,6,5,3,5,1,1,0,1,0,0,0,0,736715.307002,5299914.48299,12.161822497,47.809010579,2,2,#fc8d62,car
87571,"9,21E+18",9,1,74,115,2021,1,11,6,3,2,6,0,0,1,0,0,0,0,681827.981537,5346445.22634,11.449227345,48.2451229,0,2,#fc8d62,car
87578,"9,21E+18",9,7,61,0,2021,1,17,2,3,4,1,2,0,1,0,0,0,0,638192.474333,5354154.63033,10.864351708,48.325461951,1,2,#fc8d62,car
87581,"9,21E+18",9,1,84,114,2021,1,10,2,3,2,2,0,0,1,0,0,0,0,700525.247325,5317446.48648,11.687172309,47.978871857,2,2,#fc8d62,car
87582,"9,21E+18",9,1,87,122,2021,1,15,6,3,5,2,0,0,1,0,0,0,0,719796.570002,5313824757,11.943232783,47.940001042,0,2,#fc8d62,car
87587,"9,21E+18",9,7,72,170,2021,1,13,6,3,4,2,0,0,1,0,0,0,0,630728665,5334609815,10.757675711,48.151291811,1,2,#fc8d62,car
87598,"9,21E+18",9,7,71,158,2021,1,18,6,3,8,1,2,0,1,0,0,0,0,638648.621401,5372511.67353,10.876567276,48.490423643,1,2,#fc8d62,car
87602,"9,21E+18",9,1,75,113,2021,1,13,2,3,8,1,0,0,1,0,0,0,0,718046.703479,5318942.33014,11.922427284,47.986583003,2,2,#fc8d62,car
87605,"9,21E+18",9,1,87,159,2021,1,6,4,2,8,1,2,0,0,0,0,1,0,732060.553701,5323427.80877,12.112399106,48.021951007,2,5,#a6d854,bus
87613,"9,21E+18",9,1,79,145,2021,1,6,3,3,8,3,2,0,1,0,0,0,1,674039.287554,5335286.80862,11.339832327,48.147002141,2,2,#fc8d62,car
87617,"9,21E+18",9,1,81,118,2021,1,4,5,3,8,1,2,0,1,0,0,0,0,651260.799919,5329942.88981,11.031910211,48.104778348,2,2,#fc8d62,car
87622,"9,21E+18",9,1,82,134,2021,1,18,1,3,5,3,2,0,1,0,0,0,0,701580.202001,5294579.13,11.690624314,47.773022071,2,2,#fc8d62,car
87623,"9,21E+18",9,7,61,0,2021,1,5,3,3,6,2,2,0,1,1,0,0,0,640367.662164,5360402.02999,10.895764029,48.381157456,1,2,#fc8d62,car
87624,"9,21E+18",9,1,84,119,2021,1,5,5,3,5,3,2,0,1,0,0,0,1,694451.571139,5347418.91158,11.619536034,48.250127785,1,2,#fc8d62,car
87627,"9,21E+18",9,7,77,121,2021,1,13,4,3,8,7,0,0,1,0,0,0,1,630345.214435,5321795.68058,10.748610036,48.036135121,2,2,#fc8d62,car
87635,"9,21E+18",9,1,78,144,2021,1,12,3,3,4,6,0,0,1,0,0,0,0,707854.071587,5381907.39504,11.816942686,48.555779494,2,2,#fc8d62,car
87640,"9,21E+18",9,1,82,119,2021,1,18,2,3,2,6,2,0,1,0,0,0,0,711871.828041,5295058.12907,11.828058377,47.774025883,0,2,#fc8d62,car
87651,"9,21E+18",9,1,78,143,2021,1,9,3,3,4,6,0,0,1,0,0,0,0,718982.512002,5372919.50299,11.962839718,48.471242807,0,2,#fc8d62,car
87652,"9,21E+18",9,7,61,0,2021,1,7,4,3,1,1,0,0,1,0,0,0,0,641387.229538,5357504.00685,10.908551813,48.354871896,1,2,#fc8d62,car
87658,"9,21E+18",9,1,81,145,2021,1,13,3,3,8,1,0,0,1,0,0,0,0,646985.564403,5328712.67207,10.974092456,48.094717465,2,2,#fc8d62,car
87664,"9,21E+18",9,1,75,132,2021,1,7,4,3,2,1,1,0,1,0,0,0,0,706355.028358,5332305.16086,11.772363921,48.110547503,2,2,#fc8d62,car
87670,"9,21E+18",9,1,74,131,2021,1,14,6,3,0,1,0,0,0,0,1,0,0,677335.949179,5360676.43686,11.394756208,48.374317639,1,4,#e78ac3,marker
87671,"9,21E+18",9,1,87,117,2021,1,18,2,3,2,1,2,0,1,0,0,0,0,723467.082166,5306241.20292,11.988386623,47.870592843,2,2,#fc8d62,car
87679,"9,21E+18",9,1,88,120,2021,1,13,1,3,8,1,0,0,1,0,0,0,0,672664.070751,5323370.10362,11.316539906,48.040249765,2,2,#fc8d62,car
87681,"9,21E+18",9,1,84,135,2021,1,9,6,3,8,1,0,0,1,0,0,0,0,690116.72716,5347363.04571,11.561175783,48.250940688,1,2,#fc8d62,car
87683,"9,21E+18",9,1,74,121,2021,1,10,3,3,2,6,0,0,1,0,0,0,0,691045.963441,5352859.78896,11.576165014,48.300064141,1,2,#fc8d62,car
87690,"9,21E+18",9,1,74,113,2021,1,0,5,3,8,7,2,0,1,0,0,1,0,670665.004765,5347643.8675,11.299474931,48.259001775,0,2,#fc8d62,car
87700,"9,21E+18",9,1,88,137,2021,1,10,4,3,2,6,0,0,1,0,0,0,0,672081.453743,5316371.27981,11.305921874,47.977488546,0,2,#fc8d62,car
87704,"9,21E+18",9,2,74,113,2021,1,20,3,3,1,6,2,0,1,0,0,0,0,726684.3719,5381166.3098,12.071370817,48.542599622,2,2,#fc8d62,car
87707,"9,21E+18",9,1,62,0,2021,1,16,1,2,4,2,0,0,1,0,0,0,0,701859.331984,5335316.76313,11.713461772,48.139053036,0,2,#fc8d62,car
87708,"9,21E+18",9,1,87,129,2021,1,7,5,2,8,7,0,0,1,0,0,0,0,726761.409904,5300496.94954,12.029368502,47.817827269,0,2,#fc8d62,car
87709,"9,21E+18",9,7,62,0,2021,1,11,7,3,5,3,0,0,1,0,0,0,0,622148.95029,5308063.87109,10.634799353,47.914258051,0,2,#fc8d62,car
87719,"9,21E+18",9,1,79,138,2021,1,20,1,3,9,1,2,0,1,0,0,0,0,654402.25595,5333420.63546,11.075341073,48.135293403,2,2,#fc8d62,car
87729,"9,21E+18",9,2,74,183,2021,1,5,2,2,5,3,2,0,0,0,1,0,1,740779.66492,5362790.78294,12.251469273,48.37230241,1,4,#e78ac3,marker
87730,"9,21E+18",9,1,90,140,2021,1,16,4,3,4,2,0,0,1,0,0,0,0,644938.89632,5293646.98793,10.934816613,47.779871507,2,2,#fc8d62,car
87734,"9,21E+18",9,1,62,0,2021,1,8,3,3,9,1,0,0,1,0,0,0,0,681089.473773,5339892.6104,11.436491167,48.186434827,2,2,#fc8d62,car
87735,"9,21E+18",9,7,61,0,2021,1,12,5,3,4,3,0,0,1,0,0,0,0,642048.500813,5364881.73491,10.919967556,48.421060527,2,2,#fc8d62,car
87736,"9,21E+18",9,1,75,132,2021,1,20,2,3,4,1,2,0,1,0,0,0,0,707561.815078,5336093.82972,11.790402226,48.144201582,2,2,#fc8d62,car
87742,"9,21E+18",9,1,87,177,2021,1,12,6,3,5,3,0,0,1,0,0,0,0,735994.400727,5305671.32261,12.155345474,47.860993551,0,2,#fc8d62,car
87747,"9,21E+18",9,7,77,145,2021,1,17,3,3,4,1,1,0,1,0,0,0,0,629333.941642,5329573.50543,10.737403599,48.106286266,1,2,#fc8d62,car
87752,"9,21E+18",9,1,62,0,2021,1,11,3,3,3,2,0,1,1,0,0,0,0,688462.832758,5328541.76824,11.530576946,48.082266891,0,1,#66c2a5,bicycle
87758,"9,21E+18",9,1,62,0,2021,1,12,1,3,5,1,0,0,1,0,0,0,0,692689.744951,5339105.69314,11.592050868,48.175949761,1,2,#fc8d62,car
87761,"9,21E+18",9,1,78,113,2021,1,12,1,3,0,1,0,1,0,0,0,0,0,692449.542612,5370169.08604,11.602995241,48.455203127,1,1,#66c2a5,bicycle
87765,"9,21E+18",9,1,83,147,2021,1,11,4,3,5,2,0,0,1,0,0,1,0,747868.070003,5334773.15299,12.330627417,48.117918446,2,2,#fc8d62,car
87771,"9,21E+18",9,1,90,139,2021,1,21,2,3,8,1,2,0,1,0,0,0,0,655440.442906,5293781.93486,11.074960269,47.778636919,2,2,#fc8d62,car
87774,"9,21E+18",9,1,81,146,2021,1,7,5,3,8,1,1,0,1,0,0,0,0,648676.316885,5324363.26455,10.995272761,48.055217084,2,2,#fc8d62,car
87784,"9,21E+18",9,1,79,142,2021,1,4,5,2,8,1,2,0,1,0,0,0,0,674541.70352,5340916.17727,11.348892329,48.197468874,2,2,#fc8d62,car
87786,"9,21E+18",9,1,88,139,2021,1,17,2,3,6,3,2,0,1,1,0,0,0,675232.881893,5319188.75869,11.349265027,48.001961409,2,2,#fc8d62,car
87788,"9,21E+18",9,1,84,141,2021,1,9,6,3,3,6,0,0,1,0,0,1,0,700385.640018,5317125.09307,11.685153722,47.976027121,0,2,#fc8d62,car
87790,"9,21E+18",9,1,87,150,2021,1,9,1,3,4,1,0,0,1,0,0,0,0,726019.015256,5303651.50481,12.021111065,47.846431903,2,2,#fc8d62,car
87791,"9,21E+18",9,7,61,0,2021,1,13,4,3,5,1,0,0,1,0,0,0,0,638711.886724,5356679044,10.872186404,48.348047335,0,2,#fc8d62,car
87792,"9,21E+18",9,1,81,130,2021,1,6,3,3,8,7,2,0,1,0,0,0,0,638931901,5325329.03,10.864888334,48.066097653,0,2,#fc8d62,car
87800,"9,21E+18",9,1,78,155,2021,1,13,3,3,9,1,0,0,1,0,0,0,0,717529.377418,5375851.04999,11.944731542,48.498085587,2,2,#fc8d62,car
87803,"9,21E+18",9,1,88,117,2021,1,11,5,3,9,1,0,0,1,0,0,0,0,664261.725195,5318854.11472,11.202168042,48.001865847,2,2,#fc8d62,car
87807,"9,21E+18",9,7,71,111,2021,1,21,6,3,2,6,2,0,1,0,0,1,0,657945.806718,5357899.10358,11.132067815,48.354499688,0,2,#fc8d62,car
87810,"9,21E+18",9,1,81,130,2021,1,9,3,2,4,2,0,0,1,0,0,0,0,642253.388742,5324564.98945,10.909193279,48.058495241,1,2,#fc8d62,car
87817,"9,21E+18",9,7,61,0,2021,1,16,3,3,2,6,1,0,1,0,0,0,0,642044.573965,5365320.63648,10.920063195,48.42500778,0,2,#fc8d62,car
87822,"9,21E+18",9,1,74,113,2021,1,9,4,3,3,6,0,0,1,0,0,0,0,671587.911592,5346883.91032,11.311591206,48.251920923,1,2,#fc8d62,car
87823,"9,21E+18",9,1,74,150,2021,1,13,7,2,4,6,0,0,1,0,0,0,1,679358.366295,5358672.26025,11.421187341,48.355731433,0,2,#fc8d62,car
87826,"9,21E+18",9,1,62,0,2021,1,8,4,3,5,2,0,0,1,0,0,0,0,694798.32933,5340937.30586,11.621224553,48.191768512,2,2,#fc8d62,car
87829,"9,21E+18",9,7,73,182,2021,1,13,2,3,5,3,0,0,1,0,0,1,0,624459.541022,5378646.88288,10.686444674,48.548564615,1,2,#fc8d62,car
87830,"9,21E+18",9,1,84,130,2021,1,18,3,3,6,2,2,0,1,1,0,0,0,697911.880773,5344064.41395,11.664532491,48.218909732,1,2,#fc8d62,car
87841,"9,21E+18",9,7,77,172,2021,1,15,1,3,4,6,0,0,1,0,0,0,0,629019.818367,5304757.66773,10.725725958,47.88317887,2,2,#fc8d62,car
87845,"9,21E+18",9,1,84,145,2021,1,22,3,3,8,7,2,0,1,0,0,0,0,694611.477194,5323284.41429,11.610658528,48.033168114,1,2,#fc8d62,car
87850,"9,21E+18",9,1,62,0,2021,1,19,1,3,3,6,2,0,1,0,0,0,1,688628.269386,5340175.43338,11.537947222,48.186783175,1,2,#fc8d62,car
87858,"9,21E+18",9,7,77,158,2021,1,16,2,3,8,1,0,0,1,0,0,0,0,618097.680592,5312572.94295,10.581837011,47.955570967,2,2,#fc8d62,car
87863,"9,21E+18",9,1,87,165,2021,1,17,1,3,2,7,2,0,1,0,0,0,0,728644.434043,5300368.06673,12.054419571,47.816003069,1,2,#fc8d62,car
87868,"9,21E+18",9,1,86,143,2021,1,11,3,3,8,1,0,0,1,0,0,0,0,682777.439709,5379773.97271,11.476508765,48.544415389,2,2,#fc8d62,car
87870,"9,21E+18",9,7,71,160,2021,1,13,5,3,6,4,0,0,1,1,0,0,0,650142.211503,5349799.88756,11.023915695,48.283582828,1,2,#fc8d62,car
87880,"9,21E+18",9,1,82,120,2021,1,15,7,3,4,6,1,0,1,0,0,0,0,698903.192924,5301633.94294,11.658167803,47.837261116,2,2,#fc8d62,car
87882,"9,21E+18",9,7,72,111,2021,1,17,4,3,2,6,0,0,1,0,0,0,0,625576.541171,5364241.09509,10.697244382,48.418798421,0,2,#fc8d62,car
87885,"9,21E+18",9,7,72,156,2021,1,17,2,3,4,6,1,0,1,0,0,0,1,630140.122861,5367992.83963,10.760059513,48.451608963,2,2,#fc8d62,car
87891,"9,21E+18",9,1,77,115,2021,1,0,4,2,7,7,2,0,1,0,0,1,0,732387.580596,5349423.78213,12.130960337,48.255369134,1,2,#fc8d62,car
87897,"9,21E+18",9,1,75,111,2021,1,11,2,3,8,1,0,0,1,0,0,0,0,713398.494174,5338429.23594,11.869939183,48.163255941,2,2,#fc8d62,car
87903,"9,21E+18",9,1,90,157,2021,1,18,2,3,6,2,2,0,0,1,0,0,1,660055402,5300037455,11.138830124,47.833751825,1,3,#8da0cb,toilet
87906,"9,21E+18",9,1,84,121,2021,1,17,3,3,5,2,2,0,1,0,0,0,0,705443.605289,5331133.99356,11.759569913,48.100317334,0,2,#fc8d62,car
87907,"9,21E+18",9,1,90,138,2021,1,17,3,2,9,1,0,0,1,0,0,0,0,663272.012045,5306449.60866,11.184203494,47.890594028,2,2,#fc8d62,car
87908,"9,21E+18",9,7,73,125,2021,1,17,4,3,8,6,1,1,0,0,1,0,0,614101.849734,5384486.73549,10.547754833,48.603052357,2,1,#66c2a5,bicycle
87909,"9,21E+18",9,1,62,0,2021,1,16,7,3,2,6,0,0,1,0,0,0,0,681135.608785,5340077.00683,11.437189944,48.188079166,0,2,#fc8d62,car
87915,"9,21E+18",9,1,62,0,2021,1,19,1,3,2,1,2,0,1,0,0,0,0,681044.301816,5339102.88051,11.435547455,48.17934901,2,2,#fc8d62,car
87920,"9,21E+18",9,7,72,159,2021,1,17,2,3,4,1,2,0,1,0,0,0,0,628209.146166,5363208.14861,10.732493214,48.408979518,2,2,#fc8d62,car
87930,"9,21E+18",9,1,75,111,2021,1,16,4,3,9,1,1,0,1,0,0,0,0,712838.278541,5337402.52699,11.86190117,48.154218017,2,2,#fc8d62,car
87937,"9,21E+18",9,1,74,115,2021,1,9,4,3,4,2,0,0,1,0,0,0,0,681846.083031,5346426.5618,11.449462926,48.244949941,2,2,#fc8d62,car
87939,"9,21E+18",9,1,77,116,2021,1,15,4,2,2,6,0,0,1,0,0,1,0,709550.960191,5363806.69178,11.830840894,48.39257251,0,2,#fc8d62,car
87942,"9,21E+18",9,1,77,144,2021,1,17,2,3,5,3,2,0,1,0,0,0,0,718084.036775,5347307.03948,11.937429985,48.241433697,2,2,#fc8d62,car
87944,"9,21E+18",9,1,84,136,2021,1,17,4,3,1,7,2,0,1,0,0,0,0,698631.308001,5327194114,11.666338088,48.067068518,2,2,#fc8d62,car
87955,"9,21E+18",9,1,88,126,2021,1,15,4,3,5,3,0,0,1,0,0,0,0,660211.621035,5328119.16775,11.151378104,48.086193661,0,2,#fc8d62,car
87962,"9,21E+18",9,1,78,150,2021,1,11,2,2,2,6,0,0,1,0,0,1,0,691363.518288,5371136.31659,11.58876402,48.464227057,1,2,#fc8d62,car
87970,"9,21E+18",9,7,73,140,2021,1,14,3,2,9,1,0,0,1,0,0,0,0,615919.501873,5375963.28233,10.57002626,48.526067729,1,2,#fc8d62,car
87973,"9,21E+18",9,1,73,123,2021,1,15,3,3,9,1,0,0,1,0,0,0,0,679538.453777,5296070.95544,11.397317683,47.792950922,2,2,#fc8d62,car
87975,"9,21E+18",9,1,63,0,2021,1,14,7,3,0,7,0,1,0,0,0,0,0,732760.175002,5307587.72099,12.113200921,47.879390281,1,1,#66c2a5,bicycle
87976,"9,21E+18",9,1,81,122,2021,1,6,5,3,9,1,2,0,1,0,0,0,0,647581.857809,5332526.74159,10.983415834,48.128874298,2,2,#fc8d62,car
87978,"9,21E+18",9,1,62,0,2021,1,16,1,3,5,2,0,1,1,0,0,0,0,694648.096001,5334163614,11.616105759,48.130935791,0,1,#66c2a5,bicycle
87991,"9,21E+18",9,1,62,0,2021,1,16,7,3,5,3,1,1,1,0,0,0,0,692348.161001,5331174051,11.583878443,48.104765273,0,1,#66c2a5,bicycle
87999,"9,21E+18",9,7,72,136,2021,1,9,5,3,8,1,0,0,1,0,0,0,0,636932.744098,5384307.26915,10.85723388,48.59686124,2,2,#fc8d62,car
88005,"9,21E+18",9,7,72,130,2021,1,14,3,3,5,3,0,1,1,0,0,0,0,630950.054439,5359308.37628,10.768297176,48.373348154,1,1,#66c2a5,bicycle
88006,"9,21E+18",9,1,75,132,2021,1,13,3,3,4,1,0,0,1,0,0,0,0,708503.391311,5333306.39258,11.801680894,48.118845229,2,2,#fc8d62,car
88007,"9,21E+18",9,1,62,0,2021,1,15,5,3,3,6,2,0,1,0,0,1,0,687333.042194,5332448.29506,11.517136571,48.117713052,1,2,#fc8d62,car
88010,"9,21E+18",9,1,75,112,2021,1,7,5,3,5,1,0,0,1,0,0,0,0,724463.816002,5320027.93699,12.008880722,47.994117806,2,2,#fc8d62,car
88016,"9,21E+18",9,7,77,130,2021,1,14,7,3,4,6,0,0,1,0,0,0,1,625032.597492,5308861.76321,10.673607721,47.920878076,2,2,#fc8d62,car
88017,"9,21E+18",9,1,78,137,2021,1,18,3,3,8,1,2,0,1,0,0,0,0,690422.146952,5361749.87025,11.571780526,48.380152612,2,2,#fc8d62,car
88029,"9,21E+18",9,1,78,124,2021,1,10,7,3,2,2,0,0,1,0,0,0,0,703957.941373,5362529.41332,11.754756448,48.382928078,1,2,#fc8d62,car
88031,"9,21E+18",9,1,90,111,2021,1,10,3,3,8,1,0,0,1,0,0,0,0,638167452,5295976153,10.845214483,47.802305161,2,2,#fc8d62,car
88037,"9,21E+18",9,1,87,174,2021,1,7,4,3,0,1,1,1,0,0,0,0,0,740226.78577,5311479.24995,12.215073588,47.911599164,2,1,#66c2a5,bicycle
88038,"9,21E+18",9,7,77,112,2021,1,16,6,1,4,1,1,0,1,0,0,0,0,622717.942441,5300265.53479,10.640195519,47.844013657,1,2,#fc8d62,car
