OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
90509,"9,21E+18",9,2,74,184,2021,3,6,2,3,8,7,1,0,1,0,0,0,0,747134.061297,5368447.58518,12.340457051,48.42065218,0,2,#fc8d62,car
90513,"9,21E+18",9,1,78,145,2021,3,17,2,3,8,1,0,0,1,0,0,0,0,698551.915835,5356748.89932,11.679097113,48.332704362,0,2,#fc8d62,car
90518,"9,21E+18",9,1,77,137,2021,3,15,7,3,5,3,0,0,1,0,0,0,0,734637.107002,5349847.48499,12.161455437,48.258346554,0,2,#fc8d62,car
90524,"9,21E+18",9,7,77,114,2021,4,8,4,3,4,1,0,0,1,0,0,0,1,615216.18608,5311991.13871,10.543100216,47.95086322,2,2,#fc8d62,car
90528,"9,21E+18",9,7,72,156,2021,3,13,2,3,1,7,0,0,1,0,0,0,0,629458.754135,5368713.09521,10.751071713,48.458226228,1,2,#fc8d62,car
90538,"9,21E+18",9,1,62,0,2021,3,12,1,2,9,7,0,0,0,0,1,0,0,680692.161593,5339166.10607,11.430841506,48.180017568,0,4,#e78ac3,marker
90544,"9,21E+18",9,1,62,0,2021,3,14,5,3,2,6,0,0,1,0,0,0,0,688383.534478,5334105.15971,11.531969754,48.132295378,0,2,#fc8d62,car
90549,"9,21E+18",9,1,88,120,2021,4,12,5,3,5,3,0,1,1,0,0,0,0,677519.910163,5326374.65032,11.382877004,48.065927015,0,1,#66c2a5,bicycle
90550,"9,21E+18",9,7,62,0,2021,4,16,5,3,1,6,0,0,1,0,0,0,0,622848.444343,5306354.66459,10.643670275,47.898752455,0,2,#fc8d62,car
90562,"9,21E+18",9,1,87,182,2021,3,11,6,2,8,1,0,0,0,0,1,0,0,739996.638983,5327146.06671,12.220749989,48.052420695,0,4,#e78ac3,marker
90567,"9,21E+18",9,1,81,130,2021,3,6,4,3,4,2,0,0,1,0,0,0,0,642253.285675,5324564.87164,10.909191857,48.058494205,1,2,#fc8d62,car
90569,"9,21E+18",9,2,74,183,2021,4,11,5,2,3,6,0,1,1,0,0,0,0,744090.058477,5364918.31152,12.297331406,48.390139905,0,1,#66c2a5,bicycle
90574,"9,21E+18",9,7,72,214,2021,3,15,3,3,5,3,0,1,1,0,0,0,0,618137356,5342675159,10.590697655,48.226290656,0,1,#66c2a5,bicycle
90575,"9,21E+18",9,1,62,0,2021,3,18,6,3,2,6,2,0,1,0,0,0,0,693163.735211,5338256.57449,11.598034368,48.168174283,0,2,#fc8d62,car
90576,"9,21E+18",9,1,82,125,2021,3,16,4,3,4,1,0,0,1,0,0,0,0,714606.794912,5296397.38043,11.865179497,47.785155914,0,2,#fc8d62,car
90580,"9,21E+18",9,1,62,0,2021,3,14,6,3,1,6,0,0,1,0,0,0,0,682706.984246,5336099.28345,11.456603512,48.151874837,0,2,#fc8d62,car
90582,"9,21E+18",9,1,84,136,2021,3,13,4,3,1,6,0,0,1,0,0,0,1,698820.645582,5325846.76195,11.668250535,48.054900451,0,2,#fc8d62,car
90583,"9,21E+18",9,1,90,157,2021,3,9,3,3,4,2,0,0,1,0,0,0,1,664091.040636,5298812.28591,11.192254159,47.821719425,0,2,#fc8d62,car
90587,"9,21E+18",9,1,84,130,2021,3,16,4,3,4,2,0,0,1,0,1,0,0,698213908,5344563.24152,11.668827361,48.223298461,0,2,#fc8d62,car
90588,"9,21E+18",9,1,87,150,2021,4,15,1,3,0,7,0,1,0,0,0,0,0,728669.073737,5304364.1406,12.056858164,47.851897591,0,1,#66c2a5,bicycle
90591,"9,21E+18",9,1,88,120,2021,3,19,1,3,8,1,2,0,1,0,0,0,0,675264.695567,5324801.69156,11.351987015,48.052410498,2,2,#fc8d62,car
90593,"9,21E+18",9,2,61,0,2021,3,9,3,3,0,1,0,1,0,0,0,0,0,732368.585629,5379125.75242,12.147129937,48.522190704,0,1,#66c2a5,bicycle
90599,"9,21E+18",9,1,78,122,2021,3,15,3,2,0,1,0,0,0,0,1,0,0,702776.149001,5384623648,11.749531613,48.581849962,0,4,#e78ac3,marker
90601,"9,21E+18",9,7,62,0,2021,3,8,2,3,4,2,0,0,1,0,0,0,0,620811.167936,5304915.42177,10.616020642,47.886195104,1,2,#fc8d62,car
90610,"9,21E+18",9,1,73,145,2021,3,1,7,3,0,7,2,0,0,0,0,0,1,690239.357487,5295858.06003,11.53996901,47.78796544,0,6,#ffd92f,circle
90612,"9,21E+18",9,7,72,157,2021,3,9,7,3,5,3,0,0,1,0,0,0,0,625590.693176,5332311.93584,10.687948495,48.131662312,1,2,#fc8d62,car
90613,"9,21E+18",9,1,84,121,2021,3,10,6,3,2,6,0,0,1,0,0,0,0,704995.816516,5331327.53275,11.753655269,48.102200812,1,2,#fc8d62,car
90616,"9,21E+18",9,7,71,160,2021,4,7,4,3,2,6,0,0,1,0,0,0,0,649934.014264,5349704.50033,11.021077165,48.282774533,1,2,#fc8d62,car
90618,"9,21E+18",9,7,72,167,2021,3,19,2,3,8,1,0,0,1,0,0,0,0,627939.155583,5358942.34559,10.727547271,48.370674249,0,2,#fc8d62,car
90620,"9,21E+18",9,1,74,126,2021,3,17,2,3,0,3,0,1,1,0,0,0,0,683528.888368,5344081.1047,11.471092521,48.223383016,1,1,#66c2a5,bicycle
90623,"9,21E+18",9,7,72,159,2021,3,17,3,2,5,2,0,0,1,0,1,0,0,626335.726307,5361608.18045,10.706707887,48.394970031,0,2,#fc8d62,car
90626,"9,21E+18",9,1,82,120,2021,3,9,5,2,5,3,0,0,1,0,0,0,0,701244.40382,5307536.85597,11.692168152,47.889584973,0,2,#fc8d62,car
90627,"9,21E+18",9,1,78,145,2021,3,15,6,2,4,1,0,0,1,0,0,1,0,699631.724012,5356068.89644,11.693328422,48.32625324,2,2,#fc8d62,car
90628,"9,21E+18",9,7,72,131,2021,3,6,6,3,8,1,0,0,1,0,0,0,0,616053.163749,5352894.06562,10.565450696,48.318578166,0,2,#fc8d62,car
90631,"9,21E+18",9,7,72,200,2021,3,13,6,3,2,1,0,0,1,0,0,0,0,630764.138073,5339864.2874,10.759769079,48.198536239,2,2,#fc8d62,car
90635,"9,21E+18",9,7,62,0,2021,3,8,3,3,4,1,0,0,1,0,0,0,0,619406.501595,5303751.78839,10.596917086,47.875992389,1,2,#fc8d62,car
90638,"9,21E+18",9,2,74,114,2021,3,17,2,2,4,6,0,0,1,0,1,0,0,734981.783829,5369766.83358,12.17720624,48.437151213,0,2,#fc8d62,car
90649,"9,21E+18",9,2,74,182,2021,3,23,3,3,1,1,2,0,1,0,0,1,0,728951.725998,5378088.14982,12.10035475,48.514124836,2,2,#fc8d62,car
90653,"9,21E+18",9,1,87,182,2021,3,13,5,3,2,6,0,0,1,0,0,0,0,738457.487671,5328294.4564,12.200768128,48.06331354,0,2,#fc8d62,car
90656,"9,21E+18",9,1,74,115,2021,3,11,2,3,0,7,0,0,1,0,0,0,0,681364.168631,5346985.42251,11.443217083,48.250111372,0,2,#fc8d62,car
90662,"9,21E+18",9,1,82,120,2021,3,13,2,3,6,7,0,0,1,1,0,0,0,701848.522421,5306402.59795,11.699710404,47.879201297,1,2,#fc8d62,car
90664,"9,21E+18",9,1,78,138,2021,3,15,4,3,2,6,0,0,1,0,0,0,0,710288.906125,5368433.2241,11.843115741,48.433898431,0,2,#fc8d62,car
90666,"9,21E+18",9,1,90,140,2021,3,5,3,3,8,7,2,0,1,0,0,0,0,646374.339877,5295398.7296,10.954557872,47.795299133,0,2,#fc8d62,car
90667,"9,21E+18",9,7,72,223,2021,3,6,5,2,5,3,1,0,1,0,0,0,0,624288.772742,5364580.57083,10.679947839,48.422106569,1,2,#fc8d62,car
90672,"9,21E+18",9,1,77,139,2021,3,6,3,3,8,6,1,0,1,0,0,1,0,737321.875676,5360176.35385,12.2033777,48.350127639,1,2,#fc8d62,car
90680,"9,21E+18",9,1,82,127,2021,3,9,1,3,3,1,0,0,1,0,0,0,0,702279.074416,5312192.38853,11.708177285,47.931100309,1,2,#fc8d62,car
90683,"9,21E+18",9,1,84,148,2021,2,10,6,3,6,3,0,0,0,1,0,1,0,695046.833947,5326371.25961,11.617898957,48.060778999,0,3,#8da0cb,toilet
90684,"9,21E+18",9,7,78,116,2021,3,16,2,3,9,1,0,0,1,0,0,0,0,618613.742677,5322445.57785,10.5914758,48.044267271,0,2,#fc8d62,car
90685,"9,21E+18",9,1,82,134,2021,3,22,5,2,8,1,2,0,1,0,0,0,0,703773.169715,5296731.53428,11.720871394,47.791676943,2,2,#fc8d62,car
90687,"9,21E+18",9,7,71,111,2021,4,20,5,3,2,6,2,0,1,0,0,0,0,657895.212083,5357985.8489,11.131417886,48.355292215,0,2,#fc8d62,car
90688,"9,21E+18",9,1,77,115,2021,3,18,3,3,6,4,0,0,0,1,1,0,0,733897.906466,5351664.29085,12.152515829,48.274940412,0,3,#8da0cb,toilet
90689,"9,21E+18",9,1,62,0,2021,3,19,4,3,5,3,2,1,1,0,0,0,0,686170.963803,5335222.97233,11.502749867,48.142993747,0,1,#66c2a5,bicycle
90693,"9,21E+18",9,1,79,138,2021,3,17,4,2,5,3,0,0,1,0,1,0,0,655087.978931,5338353.10739,11.086349702,48.179474371,0,2,#fc8d62,car
90696,"9,21E+18",9,1,87,129,2021,3,21,6,3,4,1,2,0,1,0,0,0,0,721823.623711,5299229.42963,11.962846934,47.808159007,2,2,#fc8d62,car
90698,"9,21E+18",9,1,84,136,2021,3,18,6,3,2,2,2,0,1,0,0,0,0,697900.302436,5327550.25677,11.656701196,48.070496506,0,2,#fc8d62,car
90699,"9,21E+18",9,1,62,0,2021,3,7,5,3,2,6,0,0,1,0,0,0,0,687539.769751,5333115.8459,11.520205171,48.12365234,0,2,#fc8d62,car
90701,"9,21E+18",9,1,62,0,2021,3,9,6,3,0,1,0,0,0,0,0,0,1,688229.722535,5334982.62955,11.530292276,48.140227751,1,6,#ffd92f,circle
90703,"9,21E+18",9,1,73,147,2021,3,12,4,3,2,6,0,0,1,0,0,0,0,681978.809028,5308419.0376,11.435066116,47.903266721,1,2,#fc8d62,car
90711,"9,21E+18",9,1,84,144,2021,3,18,3,2,4,6,0,1,0,0,1,0,0,685377.189125,5316326.35448,11.483900559,47.973371329,0,1,#66c2a5,bicycle
90714,"9,21E+18",9,1,88,126,2021,3,15,6,2,2,6,0,0,1,0,0,0,0,660283.313128,5328024.63805,11.152304632,48.08532575,0,2,#fc8d62,car
90715,"9,21E+18",9,1,79,121,2021,3,19,6,2,0,7,2,1,0,0,0,0,0,667479.92992,5339066.57111,11.253207115,48.18274295,1,1,#66c2a5,bicycle
90716,"9,21E+18",9,7,72,184,2021,4,15,2,3,8,1,0,0,0,0,1,0,0,634665.750567,5362544.34503,10.819483797,48.401664127,0,4,#e78ac3,marker
90718,"9,21E+18",9,7,71,122,2021,3,12,6,2,2,6,0,0,1,0,0,0,0,655529.631861,5359757.00531,11.100162346,48.371802979,2,2,#fc8d62,car
90719,"9,21E+18",9,1,73,120,2021,3,16,5,2,8,1,0,0,0,0,1,0,0,685079.319279,5316145.08326,11.479835161,47.971828129,0,4,#e78ac3,marker
90720,"9,21E+18",9,1,79,121,2021,3,11,2,2,6,4,0,0,1,1,0,0,0,667644.337129,5338556.74025,11.255216062,48.178116246,0,2,#fc8d62,car
90726,"9,21E+18",9,1,62,0,2021,3,11,3,2,4,2,0,1,0,0,0,1,0,687775.462001,5335018899,11.524207991,48.140687968,0,1,#66c2a5,bicycle
90742,"9,21E+18",9,7,61,0,2021,3,16,1,3,8,1,0,0,1,0,0,0,0,640764403,5354430267,10.899121959,48.327372897,0,2,#fc8d62,car
90743,"9,21E+18",9,7,72,223,2021,3,15,6,3,8,2,0,0,0,0,1,0,0,618168.72147,5361978.64143,10.596527684,48.399885077,0,4,#e78ac3,marker
90748,"9,21E+18",9,1,87,145,2021,3,6,4,3,8,1,0,0,1,0,0,0,0,748010.176978,5315484.90403,12.321369822,47.944616957,1,2,#fc8d62,car
90750,"9,21E+18",9,1,62,0,2021,4,9,5,3,0,1,0,1,0,0,0,0,0,688059.226267,5334993.33804,11.528007411,48.140374415,0,1,#66c2a5,bicycle
90756,"9,21E+18",9,1,88,113,2021,3,19,4,3,5,3,2,0,1,0,0,0,0,678800.583388,5311312.85263,11.393777167,47.930174206,0,2,#fc8d62,car
90766,"9,21E+18",9,1,62,0,2021,4,17,5,3,2,6,0,0,1,0,0,0,0,684653.625484,5342416.55249,11.485496889,48.208095049,0,2,#fc8d62,car
90769,"9,21E+18",9,7,77,158,2021,3,16,5,2,3,6,0,0,1,0,1,0,0,617685.445032,5312963.52293,10.576424449,47.959159684,0,2,#fc8d62,car
90770,"9,21E+18",9,1,88,120,2021,3,6,2,3,5,3,0,0,1,0,0,0,0,673319.633001,5326532802,11.326608909,48.068503791,1,2,#fc8d62,car
90771,"9,21E+18",9,7,61,0,2021,2,12,6,3,2,6,0,0,1,0,0,0,1,639422.192188,5351493.9398,10.880053134,48.301267402,0,2,#fc8d62,car
90773,"9,21E+18",9,1,84,140,2021,3,9,4,3,8,7,0,0,1,0,0,1,0,702248.211711,5328397.52374,11.715403139,48.076747116,0,2,#fc8d62,car
90774,"9,21E+18",9,2,61,0,2021,4,7,5,3,5,3,1,0,1,0,0,1,0,731821.292844,5381190.6728,12.140877317,48.540941803,1,2,#fc8d62,car
90776,"9,21E+18",9,1,88,145,2021,3,11,3,3,2,6,0,0,1,0,1,0,0,664033.217619,5327067.5757,11.202253247,48.075767485,0,2,#fc8d62,car
90777,"9,21E+18",9,1,62,0,2021,3,17,4,3,2,6,1,0,1,0,0,0,0,692803.248191,5339029.11843,11.593541351,48.175227107,0,2,#fc8d62,car
90778,"9,21E+18",9,7,61,0,2021,3,8,2,3,2,6,0,0,1,0,0,0,0,644545.476201,5357633.39034,10.951203229,48.355320206,0,2,#fc8d62,car
90779,"9,21E+18",9,1,90,132,2021,3,14,4,3,8,1,0,0,1,0,0,0,0,676005.485526,5294482.37107,11.349540483,47.779644869,1,2,#fc8d62,car
90780,"9,21E+18",9,1,62,0,2021,4,6,3,3,7,7,0,0,1,0,0,0,0,685275.344945,5328610.18705,11.48784894,48.083816122,0,2,#fc8d62,car
90786,"9,21E+18",9,2,61,0,2021,3,11,5,2,0,1,0,1,0,0,0,0,0,735716.13347,5382463.95941,12.194283048,48.550928064,0,1,#66c2a5,bicycle
90794,"9,21E+18",9,1,77,138,2021,3,18,4,3,5,3,1,1,1,0,0,0,0,729960.00818,5365433.99926,12.107036422,48.400081781,0,1,#66c2a5,bicycle
90796,"9,21E+18",9,1,79,142,2021,3,15,4,3,0,7,0,0,0,0,0,1,0,673378.422048,5343919.87514,11.334478633,48.22478895,0,5,#a6d854,bus
90798,"9,21E+18",9,7,72,197,2021,3,15,6,2,3,2,0,0,0,0,1,0,1,622677.205267,5336199.66797,10.649928666,48.167193859,0,4,#e78ac3,marker
90801,"9,21E+18",9,1,78,124,2021,3,18,6,3,2,6,1,0,1,0,0,0,0,705162.985834,5362839.31341,11.771163916,48.385322176,0,2,#fc8d62,car
90812,"9,21E+18",9,1,62,0,2021,3,8,3,3,3,6,0,0,1,0,1,0,0,682677.336966,5336046.61561,11.456182661,48.151409939,0,2,#fc8d62,car
90814,"9,21E+18",9,2,74,111,2021,3,17,3,3,0,3,0,1,1,0,0,0,0,740470.3131,5382004.42368,12.258336077,48.54499634,0,1,#66c2a5,bicycle
90819,"9,21E+18",9,1,62,0,2021,4,15,5,3,1,6,2,0,1,0,0,0,0,691814.925189,5339251.28143,11.580360959,48.177522926,0,2,#fc8d62,car
90827,"9,21E+18",9,7,61,0,2021,3,15,1,3,0,1,0,1,0,0,0,0,0,642770.736353,5359778.24585,10.92798841,48.375009466,0,1,#66c2a5,bicycle
90828,"9,21E+18",9,1,81,139,2021,3,16,5,3,2,6,0,0,1,0,0,0,0,655831.469847,5323866.79051,11.091051111,48.049046076,0,2,#fc8d62,car
90830,"9,21E+18",9,7,61,0,2021,3,15,6,3,5,2,0,0,1,0,0,0,0,641478.645624,5354094.86551,10.908640045,48.324197607,1,2,#fc8d62,car
90833,"9,21E+18",9,1,62,0,2021,3,7,5,3,5,3,0,1,1,0,0,0,0,690876.848331,5330215.96147,11.56370591,48.096596476,0,1,#66c2a5,bicycle
90834,"9,21E+18",9,1,78,124,2021,3,15,2,3,5,3,0,0,1,0,0,0,0,703348.176001,5364805423,11.747632327,48.403577608,0,2,#fc8d62,car
90835,"9,21E+18",9,1,85,158,2021,3,12,7,2,5,2,0,1,1,0,0,0,0,660525234,5382919.57,11.176462325,48.578782879,0,1,#66c2a5,bicycle
90840,"9,21E+18",9,1,79,145,2021,3,16,3,3,0,1,0,1,0,0,0,0,0,675352.142538,5337808.53768,11.358506619,48.169310202,0,1,#66c2a5,bicycle
90841,"9,21E+18",9,1,77,117,2021,3,12,5,3,2,6,0,0,1,0,0,0,0,714510.72031,5356330.55383,11.893944387,48.323731323,0,2,#fc8d62,car
90846,"9,21E+18",9,1,74,131,2021,3,17,4,3,5,2,0,0,1,0,1,0,0,677007.814001,5355303605,11.388070136,48.326114419,0,2,#fc8d62,car
90850,"9,21E+18",9,1,87,128,2021,3,13,6,2,8,7,0,0,1,0,0,0,0,746828.782003,5311705.54099,12.303410963,47.911125673,0,2,#fc8d62,car
90854,"9,21E+18",9,7,72,163,2021,2,15,1,3,9,6,0,0,1,0,0,0,0,638812.563383,5345261.02356,10.86979044,48.245355354,0,2,#fc8d62,car
90861,"9,21E+18",9,1,84,141,2021,3,7,3,2,4,6,0,0,0,0,0,1,0,692786.025001,5314489168,11.58224671,47.954669765,1,5,#a6d854,bus
90866,"9,21E+18",9,1,62,0,2021,3,9,5,2,4,6,0,0,1,0,0,0,0,692893.338763,5338972.52045,11.594726254,48.174691085,0,2,#fc8d62,car
90868,"9,21E+18",9,1,87,130,2021,3,0,7,3,8,1,2,0,0,0,0,0,1,715793.72854,5311542.54596,11.888559869,47.92085394,2,6,#ffd92f,circle
90870,"9,21E+18",9,1,84,142,2021,3,16,4,3,2,6,0,0,1,0,0,0,0,683233.779041,5318182.93944,11.456000074,47.990677326,0,2,#fc8d62,car
90873,"9,21E+18",9,7,72,147,2021,3,16,4,3,2,6,0,0,1,0,0,0,0,632612.877212,5364531.64628,10.792389545,48.419969387,0,2,#fc8d62,car
90874,"9,21E+18",9,1,87,116,2021,3,17,2,3,0,1,0,0,0,0,1,0,0,744219.704362,5331962.70378,12.280079583,48.094083693,0,4,#e78ac3,marker
90875,"9,21E+18",9,7,77,114,2021,3,7,4,3,4,6,1,0,1,0,0,0,0,614366245,5313559174,10.532138116,47.965118535,0,2,#fc8d62,car
90879,"9,21E+18",9,7,78,127,2021,3,21,7,2,9,1,2,0,1,0,0,0,0,613868.025412,5317976.53882,10.526637403,48.004937209,1,2,#fc8d62,car
90882,"9,21E+18",9,1,81,141,2021,3,15,3,3,2,6,0,0,1,0,0,0,0,643955322,5319887543,10.930449266,48.016053863,0,2,#fc8d62,car
90886,"9,21E+18",9,1,62,0,2021,3,11,1,3,5,2,0,0,1,0,0,0,0,692193.115904,5342945.01622,11.587114948,48.210606859,1,2,#fc8d62,car
90887,"9,21E+18",9,7,77,177,2021,3,17,3,2,9,1,0,0,1,0,0,0,0,635484.539951,5315621.76009,10.815569748,47.979545429,2,2,#fc8d62,car
90888,"9,21E+18",9,1,62,0,2021,3,0,3,3,2,6,2,0,1,0,1,0,0,690112.357901,5339172.16853,11.557445828,48.177323503,0,2,#fc8d62,car
90889,"9,21E+18",9,7,72,147,2021,3,11,6,3,6,4,0,0,1,1,0,0,0,638796.202457,5365792.22478,10.87633482,48.429972285,0,2,#fc8d62,car
90890,"9,21E+18",9,1,84,130,2021,3,5,3,2,5,3,1,0,1,0,0,0,0,698355.655854,5344763.58164,11.670827491,48.225054628,0,2,#fc8d62,car
90891,"9,21E+18",9,1,78,145,2021,3,14,6,3,5,3,0,0,1,1,0,0,0,697031.594001,5354283228,11.657454097,48.31102117,0,2,#fc8d62,car
90896,"9,21E+18",9,1,78,124,2021,3,15,5,3,5,2,0,0,1,0,1,0,0,704410.878421,5365164.22049,11.762148919,48.406458159,0,2,#fc8d62,car
90898,"9,21E+18",9,1,63,0,2021,3,5,3,3,5,3,2,1,1,0,0,0,0,734276.322482,5304541.31034,12.131797653,47.851470225,0,1,#66c2a5,bicycle
90900,"9,21E+18",9,1,62,0,2021,3,16,4,3,5,2,0,1,0,0,0,0,0,684642.84524,5329113871,11.479581826,48.088527042,0,1,#66c2a5,bicycle
90904,"9,21E+18",9,7,72,137,2021,3,13,7,3,0,7,0,0,1,0,0,0,0,624588.41565,5368819.53617,10.685256975,48.460166699,0,2,#fc8d62,car
90910,"9,21E+18",9,1,82,134,2021,3,8,5,3,5,3,0,0,1,0,0,0,0,703870.457001,5296500546,11.722060414,47.789570185,1,2,#fc8d62,car
90911,"9,21E+18",9,7,72,147,2021,4,10,5,3,2,6,0,0,1,0,0,0,1,636001682,5364420.49,10.838132207,48.418247468,0,2,#fc8d62,car
90912,"9,21E+18",9,1,83,118,2021,4,16,6,3,8,1,0,0,0,0,1,0,0,746294.456067,5336654.88559,12.310606545,48.135430549,0,4,#e78ac3,marker
90917,"9,21E+18",9,1,84,113,2021,4,12,3,3,8,6,0,0,1,0,0,0,0,686160.780612,5322839.77352,11.497215659,48.031690644,1,2,#fc8d62,car
90919,"9,21E+18",9,1,79,134,2021,3,17,2,3,0,3,0,0,1,0,1,0,0,668213.145067,5343308.65805,11.264744778,48.220684915,0,2,#fc8d62,car
90920,"9,21E+18",9,7,61,0,2021,3,16,4,3,5,3,0,1,0,0,0,0,0,641378.033828,5355373.01806,10.907712283,48.335712851,0,1,#66c2a5,bicycle
90921,"9,21E+18",9,1,83,138,2021,4,13,7,2,5,3,0,0,1,0,1,0,0,746295.238003,5346854.34899,12.316527614,48.227040202,0,2,#fc8d62,car
90923,"9,21E+18",9,1,75,111,2021,3,6,1,3,2,6,1,0,1,0,0,1,0,713958.889527,5338642.87463,11.877573403,48.164987281,0,2,#fc8d62,car
90926,"9,21E+18",9,2,74,124,2021,3,19,2,3,8,7,2,0,0,0,0,1,0,723462.622755,5377112.14107,12.025610682,48.507333422,0,5,#a6d854,bus
90946,"9,21E+18",9,1,79,121,2021,3,6,2,3,2,6,2,0,1,0,0,0,0,666320.173345,5339286.3704,11.237702661,48.185023629,0,2,#fc8d62,car
90948,"9,21E+18",9,1,87,130,2021,4,13,4,2,9,1,0,0,1,0,0,0,0,713174.401963,5313011.90621,11.854270504,47.93493394,1,2,#fc8d62,car
90949,"9,21E+18",9,1,87,165,2021,4,14,5,3,3,7,0,0,1,0,0,0,0,729349.65174,5300267.32861,12.063773254,47.814847063,0,2,#fc8d62,car
90961,"9,21E+18",9,7,77,121,2021,3,7,4,3,2,1,0,0,1,0,0,0,0,628232.115547,5320630.55462,10.719926892,48.026084926,1,2,#fc8d62,car
90964,"9,21E+18",9,1,77,115,2021,4,7,4,3,0,6,0,0,1,0,0,0,1,730220.048002,5348741.05899,12.10143051,48.250026832,2,2,#fc8d62,car
90966,"9,21E+18",9,7,71,122,2021,3,3,1,1,2,1,2,0,1,0,0,1,0,654812.533902,5360382.14006,11.090716074,48.37759963,0,2,#fc8d62,car
90970,"9,21E+18",9,1,77,123,2021,3,15,2,3,6,4,0,0,1,1,0,0,0,726486.392213,5341398.2091,12.047285727,48.185402946,0,2,#fc8d62,car
90972,"9,21E+18",9,2,61,0,2021,3,8,6,3,3,6,0,0,1,0,0,0,0,733250.32901,5380902.52667,12.160047044,48.53782397,0,2,#fc8d62,car
90979,"9,21E+18",9,1,77,115,2021,3,20,3,3,2,6,2,0,1,0,0,0,0,729656.253646,5353308.19262,12.096326901,48.29126072,0,2,#fc8d62,car
90983,"9,21E+18",9,7,72,147,2021,3,13,2,3,5,3,0,1,1,0,0,0,0,638983181,5365587979,10.878793378,48.42809454,1,1,#66c2a5,bicycle
90990,"9,21E+18",9,1,81,130,2021,3,18,6,3,0,1,1,0,0,0,1,0,0,639961.058349,5323207.74732,10.878001031,48.046797542,0,4,#e78ac3,marker
90997,"9,21E+18",9,7,72,209,2021,3,17,2,3,5,3,0,0,1,0,0,0,0,636063.006021,5337123.86264,10.830164169,48.172780089,0,2,#fc8d62,car
91007,"9,21E+18",9,1,90,132,2021,3,17,3,3,8,1,0,0,0,0,0,0,1,676616.137786,5295790.40093,11.358217224,47.791236824,2,6,#ffd92f,circle
91010,"9,21E+18",9,1,84,134,2021,3,13,1,3,5,3,0,0,1,0,0,0,0,694273.561001,5323343845,11.606157292,48.033805142,0,2,#fc8d62,car
91012,"9,21E+18",9,7,72,160,2021,4,14,7,3,2,3,0,0,1,0,0,0,0,637824.281259,5340409.90112,10.854908353,48.201949178,0,2,#fc8d62,car
91022,"9,21E+18",9,1,73,112,2021,4,16,5,3,5,3,0,0,1,0,0,0,0,692845.820508,5292757.0945,11.573356543,47.759317528,0,2,#fc8d62,car
91026,"9,21E+18",9,1,73,145,2021,3,6,4,3,9,1,1,0,1,0,0,0,0,690396.951775,5297064.29779,11.54260018,47.798761321,1,2,#fc8d62,car
91027,"9,21E+18",9,7,77,111,2021,4,14,1,2,7,7,0,0,0,0,0,0,1,613749.501202,5297612.37287,10.51967546,47.821800079,0,6,#ffd92f,circle
91033,"9,21E+18",9,7,62,0,2021,4,11,1,2,9,1,0,0,1,0,0,0,0,621629.982815,5308833.05146,10.62807365,47.921274464,0,2,#fc8d62,car
91036,"9,21E+18",9,1,84,122,2021,3,16,5,3,5,2,0,1,1,0,0,0,0,688147.60418,5323874.75916,11.524295501,48.040411321,0,1,#66c2a5,bicycle
91040,"9,21E+18",9,1,81,111,2021,4,14,5,2,4,6,0,0,1,0,1,0,0,645458.485841,5304340.12797,10.945339772,47.875910065,0,2,#fc8d62,car
91046,"9,21E+18",9,1,86,151,2021,3,21,7,2,9,7,2,0,1,0,0,0,0,681276.180001,5371923187,11.452777385,48.474287158,0,2,#fc8d62,car
91047,"9,21E+18",9,1,62,0,2021,3,16,2,3,3,6,0,0,1,0,0,0,0,685250.018013,5341503.03096,11.493117895,48.199710242,0,2,#fc8d62,car
91050,"9,21E+18",9,7,72,147,2021,3,16,6,3,1,6,0,0,1,0,0,0,0,636580.633567,5364246.5069,10.845896162,48.416557802,1,2,#fc8d62,car
91054,"9,21E+18",9,1,77,127,2021,4,6,4,3,4,6,1,0,1,0,0,0,0,726732.891373,5350791.75295,12.055621626,48.269707026,2,2,#fc8d62,car
91057,"9,21E+18",9,7,72,200,2021,3,21,4,3,4,2,2,0,1,0,0,0,0,629159.843688,5336770.4904,10.737248816,48.17104288,0,2,#fc8d62,car
91061,"9,21E+18",9,1,62,0,2021,3,12,7,3,2,6,0,0,1,0,0,0,0,687624.190338,5335044.97966,11.522188027,48.140967012,0,2,#fc8d62,car
91064,"9,21E+18",9,7,72,200,2021,2,16,6,3,4,2,0,0,1,0,0,0,0,629487.910951,5337068.10692,10.741749995,48.173652512,0,2,#fc8d62,car
91066,"9,21E+18",9,1,87,122,2021,3,17,5,3,4,1,0,0,1,0,0,0,0,720944.446162,5307413.23819,11.955297835,47.881996675,2,2,#fc8d62,car
91069,"9,21E+18",9,1,87,172,2021,3,16,3,3,0,7,0,0,0,0,1,0,0,740337.76762,5296082.33285,12.208008548,47.77324279,0,4,#e78ac3,marker
91070,"9,21E+18",9,1,74,151,2021,3,15,5,3,2,3,0,1,1,0,0,0,0,678963.326221,5360672.13085,11.416710343,48.373819552,0,1,#66c2a5,bicycle
