OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
50237,9,1,79,128,2019,1,8,4,3,2,6,0,0,1,0,0,0,0,657860.724492,5343184.84171,11.125421253,48.222232096,2,2,#fc8d62,car
50383,9,1,73,126,2019,1,16,4,3,4,1,0,0,1,0,0,0,1,684715.43456,5304734.44143,11.470073845,47.869363852,2,2,#fc8d62,car
50518,9,1,82,120,2019,1,12,4,3,4,1,0,0,1,0,0,0,0,699079.13397,5301710.26771,11.660551577,47.83789266,2,2,#fc8d62,car
50679,9,1,78,124,2019,1,14,4,2,2,6,1,0,1,0,0,0,1,703252.525371,5365236.10971,11.74654998,48.407478688,2,2,#fc8d62,car
50855,9,1,87,150,2019,1,17,4,3,2,6,0,0,1,0,0,0,0,728972.247495,5304305.11989,12.060873795,47.851259396,2,2,#fc8d62,car
50935,9,1,79,142,2019,1,16,4,3,4,1,2,0,1,0,0,0,0,671477.403995,5340712.72456,11.307607413,48.196474828,2,2,#fc8d62,car
50952,9,1,83,114,2019,1,1,3,3,8,1,2,0,1,0,0,0,0,742812.474478,5353343.47265,12.273432531,48.28666856,1,2,#fc8d62,car
50976,9,2,74,183,2019,1,12,3,2,5,3,0,0,1,0,0,0,0,741892.346551,5363293.79118,12.266758821,48.376395037,0,2,#fc8d62,car
51018,9,1,84,127,2019,1,5,3,2,8,1,2,0,1,0,0,0,0,704405.205228,5321749.22374,11.74115441,48.016312513,1,2,#fc8d62,car
51035,9,1,74,147,2019,1,7,3,3,7,7,1,0,1,0,0,0,0,670374.963124,5365178.82526,11.302661704,48.416708652,1,2,#fc8d62,car
51095,9,7,61,0,2019,1,0,3,3,2,6,2,0,1,0,0,0,0,642049.30882,5364844.35161,10.919965808,48.420724214,1,2,#fc8d62,car
51136,9,1,84,114,2019,1,11,4,3,2,6,0,0,1,0,0,0,0,699152.196642,5320514.87179,11.670216619,48.006877527,1,2,#fc8d62,car
51215,9,1,82,125,2019,1,17,4,2,4,1,2,0,1,0,0,0,0,711600.993883,5295822.66484,11.824820257,47.780985428,2,2,#fc8d62,car
51272,9,1,78,120,2019,1,15,4,3,9,1,0,0,1,0,0,0,0,694265.034754,5354668.50419,11.62035851,48.315339499,1,2,#fc8d62,car
51295,9,1,86,128,2019,1,19,4,2,5,1,2,0,1,0,0,0,0,676877.624722,5384044.57315,11.39845984,48.584492492,2,2,#fc8d62,car
51338,9,2,61,0,2019,1,11,4,3,2,6,0,0,1,0,0,0,0,733701.021697,5381366.57732,12.166403499,48.541824687,0,2,#fc8d62,car
51418,9,1,73,134,2019,1,16,4,3,4,1,2,0,1,0,0,0,0,685891.499667,5298793.68702,11.483233861,47.815623331,2,2,#fc8d62,car
51557,9,1,87,122,2019,1,17,4,3,1,1,2,0,1,0,0,0,0,722531.926567,5306615.93769,11.976091387,47.874284562,2,2,#fc8d62,car
51656,9,1,83,119,2019,1,19,3,1,4,6,2,0,1,0,0,0,0,737222.696477,5339793.60108,12.190615893,48.167071388,1,2,#fc8d62,car
51728,9,1,75,122,2019,1,15,4,2,5,3,0,1,1,0,0,0,0,721379523,5325756099,11.970552389,48.046660659,2,1,#66c2a5,bicycle
51746,9,1,74,121,2019,1,5,3,3,8,1,2,0,1,0,0,0,0,690646.420003,5353900.32652,11.571253,48.309536624,1,2,#fc8d62,car
51901,9,7,77,130,2019,1,18,2,2,8,7,2,0,1,0,0,0,0,625419.889738,5312138.72054,10.679743994,47.950273475,1,2,#fc8d62,car
51902,9,7,77,140,2019,1,7,2,3,5,3,2,0,1,0,0,0,0,628396.721372,5318067.24022,10.721365997,48.002999724,1,2,#fc8d62,car
51905,9,7,61,0,2019,1,13,2,3,5,3,0,0,1,0,0,0,1,641210.164889,5360940.4974,10.907317034,48.385811123,1,2,#fc8d62,car
51906,9,7,72,207,2019,1,8,2,2,5,3,0,0,1,0,0,0,0,640692.001776,5382097.66726,10.907443956,48.576160716,1,2,#fc8d62,car
51931,9,2,61,0,2019,1,7,2,2,6,2,2,0,1,1,0,0,0,732360666,5382045873,12.148650597,48.548424359,1,2,#fc8d62,car
51932,9,1,73,147,2019,1,17,2,3,6,4,2,0,0,1,0,0,1,681309.784445,5309513.6896,11.426582386,47.913296247,1,3,#8da0cb,toilet
51933,9,1,90,139,2019,1,11,2,3,8,1,0,0,1,0,0,0,0,656835.827482,5296523.80725,11.094565161,47.802952315,1,2,#fc8d62,car
51935,9,1,82,123,2019,1,15,2,3,5,3,0,0,1,0,0,0,0,716120548,5299336992,11.886827112,47.811065489,1,2,#fc8d62,car
51936,9,1,87,129,2019,1,16,2,3,8,6,1,0,1,0,0,0,0,722901.202475,5301599.04215,11.978438465,47.829078506,1,2,#fc8d62,car
51937,9,1,87,122,2019,1,7,2,3,8,1,1,0,1,0,0,0,0,719554.580544,5312942.98047,11.939547269,47.932160855,1,2,#fc8d62,car
51942,9,1,74,135,2019,1,15,2,3,2,1,0,0,1,0,0,0,0,663258.041564,5353274.15419,11.201930227,48.311570397,1,2,#fc8d62,car
51943,9,1,88,126,2019,1,4,2,2,3,1,2,0,1,0,0,0,0,660912.787701,5327896.14539,11.160702671,48.084011932,1,2,#fc8d62,car
51944,9,1,74,113,2019,1,7,2,3,4,2,0,0,1,0,0,0,0,677716813,5351087087,11.395851121,48.288013961,1,2,#fc8d62,car
51945,9,1,77,126,2019,1,6,2,3,4,2,1,0,1,0,0,0,0,720905788,5369487115,11.987013911,48.439733002,1,2,#fc8d62,car
51946,9,1,84,127,2019,1,14,1,2,5,3,0,0,1,0,0,0,0,702135.139638,5320871.09905,11.710333532,48.009142773,1,2,#fc8d62,car
51969,9,1,84,114,2019,1,11,1,3,3,1,0,0,1,0,0,0,0,700112.652284,5318339.20799,11.682065422,47.987024215,1,2,#fc8d62,car
51972,9,1,81,130,2019,1,22,1,3,4,1,2,0,1,0,0,0,0,639794.253976,5325095.08845,10.876380831,48.063805579,1,2,#fc8d62,car
51973,9,1,81,130,2019,1,14,1,2,4,6,0,0,1,0,0,0,0,638314.159491,5321283.09144,10.855293277,48.029849266,2,2,#fc8d62,car
51974,9,1,74,126,2019,1,13,1,3,0,7,0,0,0,0,0,0,1,682899.336811,5344613.35895,11.462853836,48.228348993,2,6,#ffd92f,circle
51975,9,1,62,0,2019,1,11,7,3,2,6,0,0,1,0,0,0,0,691911.390426,5331766.57635,11.57828385,48.11022255,2,2,#fc8d62,car
51986,9,7,77,145,2019,1,21,7,3,9,1,2,0,1,0,0,0,0,629580.250153,5327763.46413,10.74016124,48.089958726,2,2,#fc8d62,car
51988,9,7,72,147,2019,1,8,7,3,8,1,0,0,0,0,0,1,0,638633.038052,5363652.07952,10.873422791,48.410764657,2,5,#a6d854,bus
51989,9,7,71,122,2019,1,18,7,3,9,1,2,0,1,0,0,0,0,651581.989756,5362391.87024,11.047842522,48.396453127,2,2,#fc8d62,car
51990,9,7,72,223,2019,1,9,7,3,3,1,0,0,1,0,0,1,0,618298.878708,5363109.02244,10.598604091,48.410026234,1,2,#fc8d62,car
51991,9,7,72,209,2019,1,8,7,3,8,1,0,0,1,0,0,0,0,634099.755278,5336081.64417,10.803441716,48.163825305,2,2,#fc8d62,car
51992,9,7,72,117,2019,1,12,7,3,4,1,0,0,1,0,0,0,0,629108.886648,5362887.07996,10.744546805,48.405908679,2,2,#fc8d62,car
51993,9,7,71,160,2019,1,8,7,3,4,1,0,0,1,0,0,0,0,654951.19,5349525392,11.088595973,48.279956112,2,2,#fc8d62,car
52027,9,2,74,113,2019,1,8,7,3,8,1,0,0,1,0,0,0,0,727710.160076,5384550.90634,12.087099564,48.572632885,2,2,#fc8d62,car
52028,9,1,73,137,2019,1,16,7,2,8,1,1,0,1,0,0,0,0,675875.706807,5310840.09373,11.354460495,47.926733517,2,2,#fc8d62,car
52029,9,1,90,142,2019,1,7,7,3,5,2,2,0,1,0,0,0,0,658626157,5296203.58,11.118341371,47.799634389,1,2,#fc8d62,car
52040,9,1,82,133,2019,1,9,7,3,9,1,0,0,1,0,0,0,0,703543.090464,5308405.90902,11.72329314,47.896670542,2,2,#fc8d62,car
52042,9,1,87,179,2019,1,11,7,3,2,6,0,0,1,0,0,1,0,723344.23185,5310655.8377,11.989029753,47.910301555,1,2,#fc8d62,car
52043,9,1,87,130,2019,1,8,7,3,4,6,0,0,1,0,0,0,0,714905.009592,5306966.16824,11.874400035,47.880029077,2,2,#fc8d62,car
52045,9,1,86,162,2019,1,23,7,3,8,1,2,0,1,0,0,0,0,690783.711873,5384199.40688,11.586904345,48.581803832,1,2,#fc8d62,car
52046,9,1,86,143,2019,1,8,7,3,4,1,0,0,1,0,0,0,0,680999.574834,5380750.18858,11.452867306,48.553705139,1,2,#fc8d62,car
52047,9,1,86,143,2019,1,2,7,3,8,1,2,0,1,0,0,0,0,680842326,5380990345,11.450842653,48.555909046,2,2,#fc8d62,car
52050,9,1,88,121,2019,1,9,7,3,3,6,0,0,1,0,0,0,0,670850.650986,5329242.36263,11.294577073,48.093528412,2,2,#fc8d62,car
52051,9,1,74,135,2019,1,0,7,3,9,1,2,0,1,0,0,0,0,663258.041564,5353274.15419,11.201930227,48.311570397,2,2,#fc8d62,car
52052,9,1,81,130,2019,1,10,7,3,2,6,0,0,1,0,0,0,0,636804.276221,5323154.00326,10.835648856,48.04699866,2,2,#fc8d62,car
52053,9,1,79,121,2019,1,12,7,3,9,1,0,0,1,0,0,0,0,666860.76375,5339381.02271,11.24500726,48.185732787,2,2,#fc8d62,car
52054,9,1,84,135,2019,1,8,7,3,2,1,0,0,1,0,0,0,0,687992.127012,5347482.45273,11.532636261,48.252647625,1,2,#fc8d62,car
52055,9,1,62,0,2019,1,5,7,3,3,6,2,0,1,0,0,1,0,687256.286065,5344125066,11.521248885,48.222688972,2,2,#fc8d62,car
52056,9,1,78,132,2019,1,13,7,3,9,1,0,0,1,0,0,0,0,712251.703294,5382838.44692,11.876938861,48.562672135,2,2,#fc8d62,car
52057,9,1,78,124,2019,1,22,7,3,5,3,2,0,1,0,0,0,0,702640743,5362950149,11.737189777,48.387133353,1,2,#fc8d62,car
52058,9,1,77,117,2019,1,12,7,3,5,3,0,0,1,0,0,0,0,717893.349312,5351423.09368,11.936984566,48.278481806,2,2,#fc8d62,car
52059,9,1,62,0,2019,1,17,6,3,5,3,2,0,1,0,0,0,0,686187.841982,5335258.70672,11.502992166,48.143310002,1,2,#fc8d62,car
52060,9,1,84,114,2019,1,7,6,3,0,7,1,0,1,0,0,0,0,700537.824921,5317455.41599,11.687344833,47.978948167,1,2,#fc8d62,car
52061,9,1,84,123,2019,1,12,6,3,5,3,0,0,1,0,0,0,0,703763.785374,5334540.48298,11.738660592,48.131469886,1,2,#fc8d62,car
52066,9,7,61,0,2019,1,23,6,3,9,1,2,0,1,0,0,0,0,638775688,5356624538,10.873029082,48.347543211,2,2,#fc8d62,car
52067,9,7,71,122,2019,1,11,6,3,3,1,0,0,1,0,0,0,0,649472.576185,5362574.48473,11.019428313,48.39859857,1,2,#fc8d62,car
52099,9,2,74,183,2019,1,12,6,3,1,6,0,0,1,0,0,0,1,740914.630668,5362156.9042,12.252925761,48.366557361,1,2,#fc8d62,car
52102,9,2,61,0,2019,1,18,6,3,5,3,2,0,1,0,0,0,0,731660.553097,5379737.02735,12.137895084,48.527943301,1,2,#fc8d62,car
52103,9,1,90,140,2019,1,0,6,2,4,1,2,0,1,0,0,0,0,647096.503647,5295972.19442,10.964389631,47.800291284,2,2,#fc8d62,car
52108,9,1,63,0,2019,1,6,6,3,5,3,2,0,1,0,1,0,0,732597.771413,5306896.36629,12.110659908,47.873237918,1,2,#fc8d62,car
52109,9,1,82,120,2019,1,17,6,3,8,1,2,0,1,0,0,0,0,700830.806477,5303530.81261,11.684779838,47.853710221,2,2,#fc8d62,car
52113,9,1,74,135,2019,1,23,6,3,3,1,2,0,1,0,0,0,1,662542.134583,5353898.74752,11.192522529,48.317369948,2,2,#fc8d62,car
52114,9,1,74,135,2019,1,23,6,2,3,1,2,0,1,0,0,0,0,662589.583654,5353846.04322,11.193141762,48.316883933,2,2,#fc8d62,car
52115,9,1,81,141,2019,1,15,6,3,8,1,0,0,1,0,0,0,0,643800.128955,5317890.13818,10.927699694,47.998127992,2,2,#fc8d62,car
52116,9,1,81,139,2019,1,14,6,3,4,6,0,0,1,0,0,1,0,655961.984944,5325682.89247,11.093463379,48.065342927,2,2,#fc8d62,car
52117,9,1,78,137,2019,1,11,6,2,9,1,0,0,1,0,0,0,0,694197.925758,5366151.46642,11.624755555,48.418559538,2,2,#fc8d62,car
52118,9,1,77,113,2019,1,17,6,3,8,1,2,0,0,0,0,0,1,724929.930359,5356741.15075,12.034527858,48.323799746,2,6,#ffd92f,circle
52119,9,1,77,130,2019,1,5,6,3,5,3,2,0,1,0,0,0,0,704073.91459,5350345.2106,11.750422604,48.273400027,2,2,#fc8d62,car
52120,9,1,75,116,2019,1,14,6,3,8,1,0,0,1,0,0,0,0,710339.525676,5320304.34173,11.819929058,48.001402907,2,2,#fc8d62,car
52121,9,1,75,115,2019,1,0,6,3,8,1,2,0,1,0,0,0,0,719803.625658,5333307.79175,11.95332019,48.115057951,2,2,#fc8d62,car
52122,9,1,77,115,2019,1,12,6,3,9,6,0,0,1,0,0,0,0,739505.013808,5354824.26405,12.22975732,48.301229414,2,2,#fc8d62,car
52123,9,1,62,0,2019,1,20,5,3,5,3,2,0,1,0,0,0,0,689196.555443,5329866.2831,11.541005701,48.093954583,0,2,#fc8d62,car
52124,9,1,62,0,2019,1,14,5,2,6,2,0,0,1,1,0,0,0,688142.098667,5328008.21006,11.526039705,48.077565833,1,2,#fc8d62,car
52125,9,1,62,0,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,688423.128812,5334970.17141,11.532884009,48.140058532,1,2,#fc8d62,car
52126,9,1,62,0,2019,1,15,5,3,3,6,0,0,1,0,0,0,0,686215.157115,5335256.51384,11.503358051,48.143282297,0,2,#fc8d62,car
52131,9,7,71,156,2019,1,19,5,3,8,1,2,0,1,0,0,0,0,651964.600463,5379671.55415,11.05928802,48.551716486,2,2,#fc8d62,car
52132,9,7,71,162,2019,1,18,5,3,5,3,2,0,1,0,0,0,0,666192066,5369050328,11.247709957,48.45262891,0,2,#fc8d62,car
52158,9,1,73,123,2019,1,15,5,2,8,1,0,0,1,0,0,0,0,679667545,5302257047,11.401604733,47.84852519,1,2,#fc8d62,car
52160,9,1,83,144,2019,1,12,5,3,6,7,0,0,1,1,0,0,0,742925.498469,5351833.74391,12.274086077,48.273064765,1,2,#fc8d62,car
52163,9,1,87,129,2019,1,20,5,3,8,7,2,0,0,0,1,0,0,723928.887845,5297027.1644,11.989790593,47.787642294,1,4,#e78ac3,marker
52164,9,1,87,169,2019,1,17,5,3,5,3,2,0,1,0,0,0,0,739940.49076,5298658.23699,12.20413756,47.79653129,1,2,#fc8d62,car
52167,9,1,79,113,2019,1,10,5,2,4,6,0,0,1,0,0,0,1,670045.136416,5336686.72183,11.286738138,48.160667317,2,2,#fc8d62,car
52168,9,1,75,111,2019,1,10,5,3,8,1,0,0,1,0,0,0,0,710789.25529,5337906.89786,11.83463425,48.159432635,1,2,#fc8d62,car
52169,9,1,77,112,2019,1,9,5,3,8,1,0,0,1,0,0,0,0,716114.876513,5365901.57905,11.920473598,48.409180066,2,2,#fc8d62,car
52170,9,1,75,122,2019,1,14,5,2,0,1,0,1,0,0,0,0,0,720900.343215,5326155.87784,11.964337811,48.050418671,1,1,#66c2a5,bicycle
52171,9,1,62,0,2019,1,17,4,3,3,2,2,1,0,0,0,1,0,688689.375932,5336288.6837,11.537043769,48.151830593,1,1,#66c2a5,bicycle
52182,9,7,72,223,2019,1,5,4,2,8,1,2,0,1,0,0,0,0,624778.625887,5364318.3061,10.686487914,48.419651284,1,2,#fc8d62,car
52183,9,7,72,163,2019,1,6,4,3,8,1,2,0,1,0,0,0,0,638532.233926,5347672.72948,10.866806092,48.267102753,1,2,#fc8d62,car
52197,9,1,84,132,2019,1,13,5,3,8,1,0,0,1,0,0,0,0,684048.074219,5325882.11538,11.470210677,48.059649787,2,2,#fc8d62,car
52199,9,1,90,157,2019,1,18,5,3,4,1,2,0,1,0,0,0,0,662279.27966,5299753.67493,11.16841974,47.830643018,2,2,#fc8d62,car
52202,9,1,87,165,2019,1,21,5,3,8,1,2,0,1,0,0,0,0,733622.97605,5299638.47341,12.120433064,47.807660496,2,2,#fc8d62,car
52204,9,1,87,182,2019,1,17,5,2,2,6,2,0,1,0,0,0,1,740451.691013,5327575.52022,12.227088045,48.056107155,1,2,#fc8d62,car
52205,9,1,87,129,2019,1,6,5,3,4,6,2,0,1,0,0,0,1,726137.668558,5298995.40349,12.020264674,47.804555402,2,2,#fc8d62,car
52206,9,1,86,132,2019,1,8,5,3,1,6,2,0,1,0,0,0,0,676286.84248,5368291.38677,11.383800548,48.443060517,1,2,#fc8d62,car
52207,9,1,86,152,2019,1,17,5,3,4,1,2,0,1,0,0,0,0,692886.534344,5375711.95053,11.611456876,48.504883549,2,2,#fc8d62,car
52209,9,1,81,143,2019,1,1,5,3,9,1,2,0,1,0,0,0,0,638172.299853,5315925.39587,10.851665644,47.981701059,2,2,#fc8d62,car
52210,9,1,74,131,2019,1,7,5,3,4,1,0,0,1,0,0,0,0,675885.472642,5363947.80149,11.376556063,48.4041293,1,2,#fc8d62,car
52211,9,1,78,145,2019,1,1,5,3,2,6,2,0,1,0,0,1,0,693272.292395,5357295.00434,11.608186451,48.339248927,1,2,#fc8d62,car
52212,9,1,78,123,2019,1,10,5,3,2,6,0,0,1,0,0,0,0,692231.983866,5361052.94579,11.595878975,48.373340342,1,2,#fc8d62,car
52213,9,1,75,127,2019,1,5,5,3,5,3,2,0,1,0,0,0,0,713213.867241,5341510.9452,11.869005237,48.191008956,2,2,#fc8d62,car
52214,9,1,75,111,2019,1,10,5,3,4,6,1,0,0,0,0,1,0,710701738,5338453433,11.833729532,48.164372759,2,5,#a6d854,bus
52215,9,1,78,136,2019,1,9,5,3,4,6,0,0,1,0,0,0,0,698694.167129,5368421.45933,11.686533309,48.437557467,2,2,#fc8d62,car
52216,9,1,77,119,2019,1,10,5,2,4,6,0,0,1,0,0,0,0,721334.615165,5340189.76636,11.97743948,48.17636101,2,2,#fc8d62,car
52217,9,1,77,131,2019,1,5,5,3,4,1,2,0,1,0,0,0,0,711138.602457,5348165.35998,11.844429781,48.251497073,2,2,#fc8d62,car
52218,9,1,77,119,2019,1,7,5,3,8,1,2,0,1,0,0,0,0,721334.99351,5340184.89938,11.977442029,48.17631715,2,2,#fc8d62,car
52219,9,1,77,135,2019,1,7,5,3,4,2,2,0,1,0,0,0,0,719012.099919,5344512.09535,11.94846902,48.216001557,2,2,#fc8d62,car
52220,9,1,84,141,2019,1,4,4,3,4,1,2,0,1,0,0,1,0,697740.237782,5317529.44208,11.649931121,47.980484111,2,2,#fc8d62,car
52221,9,1,62,0,2019,1,17,4,3,5,2,2,0,1,0,0,0,0,685687639,5331789682,11.494762854,48.11227506,2,2,#fc8d62,car
52222,9,1,84,138,2019,1,19,4,3,1,5,2,0,1,0,0,0,0,682596.679578,5330087.67056,11.452546422,48.09786975,2,2,#fc8d62,car
52223,9,1,84,148,2019,1,5,4,3,4,6,2,0,1,0,0,0,1,695347.097404,5326316.15679,11.621899528,48.060191898,1,2,#fc8d62,car
52229,9,7,62,0,2019,1,15,4,3,4,6,0,0,1,0,0,0,0,620948.294077,5304699.4419,10.617793639,47.884226804,2,2,#fc8d62,car
52233,9,7,71,122,2019,1,19,4,3,3,1,2,0,1,0,0,0,0,655340.562146,5359925.34316,11.097673253,48.373362997,2,2,#fc8d62,car
52234,9,7,71,130,2019,1,5,4,3,9,1,2,0,1,0,0,0,0,646139.493418,5362806.29196,10.974505988,48.401464159,2,2,#fc8d62,car
52235,9,7,72,162,2019,1,7,4,3,8,1,2,0,1,0,0,0,0,636428.487809,5334343.3789,10.83418579,48.147698739,2,2,#fc8d62,car
52236,9,7,72,148,2019,1,6,4,2,4,1,2,0,1,0,0,0,1,626696.532306,5352291.95309,10.708775524,48.311120351,2,2,#fc8d62,car
52237,9,7,72,223,2019,1,16,4,3,5,3,2,0,1,0,0,0,0,618331.778613,5363257.97852,10.599090507,48.411359625,1,2,#fc8d62,car
52238,9,7,72,151,2019,1,7,4,3,2,6,1,0,1,0,0,1,0,631929.816218,5341854.19901,10.776067293,48.216189438,2,2,#fc8d62,car
52240,9,7,72,160,2019,1,12,4,3,9,1,0,0,1,0,0,0,0,637044.763148,5342981.16313,10.845253713,48.22523919,2,2,#fc8d62,car
52241,9,7,72,185,2019,1,5,4,3,3,3,2,0,1,0,0,0,0,635664.468664,5383593.08723,10.839808162,48.590715675,1,2,#fc8d62,car
52242,9,7,71,163,2019,1,7,4,3,4,1,0,0,1,0,0,0,0,644860178,5344487689,10.950938614,48.237048681,2,2,#fc8d62,car
52243,9,7,72,125,2019,1,12,4,3,4,2,0,0,1,0,0,0,0,625610.724611,5345208.07162,10.692032128,48.247632916,1,2,#fc8d62,car
52244,9,7,72,202,2019,1,7,4,3,1,6,0,0,1,0,0,0,0,636797.899372,5356563.02021,10.846329771,48.3474215,2,2,#fc8d62,car
52245,9,7,61,0,2019,1,8,4,3,2,6,0,0,1,0,0,0,0,641774.043521,5361845.09122,10.915234198,48.393818333,1,2,#fc8d62,car
52246,9,7,61,0,2019,1,18,4,3,5,2,2,0,1,0,0,0,0,639826639,5352479007,10.885830271,48.310035696,2,2,#fc8d62,car
52247,9,7,71,156,2019,1,6,4,2,4,1,2,0,1,0,0,0,0,655950.7568,5378623.68604,11.112874685,48.541317413,2,2,#fc8d62,car
52304,9,2,74,134,2019,1,16,4,3,8,1,0,0,1,0,0,0,0,740632.475895,5371802.4281,12.254652192,48.453301412,2,2,#fc8d62,car
52310,9,1,73,137,2019,1,8,4,3,5,3,0,0,1,0,0,0,0,674952.724066,5299493.97509,11.337520434,47.824985949,2,2,#fc8d62,car
52314,9,1,83,114,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,742755.753822,5353728.13916,12.272890159,48.2901454,2,2,#fc8d62,car
52317,9,1,87,169,2019,1,17,4,2,0,3,2,0,1,1,0,0,0,736187.430803,5301360.67917,12.155570568,47.822196825,2,2,#fc8d62,car
52319,9,1,85,158,2019,1,20,4,3,9,1,2,0,1,0,0,0,0,666539181,5382220924,11.257657129,48.570932996,2,2,#fc8d62,car
52320,9,1,86,130,2019,1,17,4,3,8,6,2,0,1,0,0,0,0,687434.435273,5373037.65368,11.536518369,48.482498405,2,2,#fc8d62,car
52324,9,1,74,146,2019,1,19,4,3,9,1,2,0,1,0,0,0,0,666404.076782,5351123.15965,11.243480702,48.291413464,2,2,#fc8d62,car
52325,9,1,79,142,2019,1,10,4,3,2,6,0,0,0,0,0,1,0,676518.866303,5343134.05154,11.376399012,48.216859071,1,5,#a6d854,bus
52326,9,1,79,123,2019,1,8,4,3,2,6,1,0,1,0,0,0,0,674023207,5331929674,11.338245086,48.116827665,2,2,#fc8d62,car
52327,9,1,81,123,2019,1,19,4,3,4,6,2,0,1,0,0,0,0,655930108,5326733306,11.093418958,48.074795056,2,2,#fc8d62,car
52328,9,1,74,131,2019,1,16,4,3,8,6,2,0,1,0,0,0,1,678172.820497,5358647.21127,11.405187575,48.355841879,2,2,#fc8d62,car
52329,9,1,74,131,2019,1,16,4,3,8,1,2,0,0,0,0,0,1,678172.820497,5358647.21127,11.405187575,48.355841879,2,6,#ffd92f,circle
52330,9,1,84,112,2019,1,8,4,3,2,6,0,0,1,0,0,0,1,701051.783411,5340988.34036,11.705299941,48.190278576,0,2,#fc8d62,car
52331,9,1,84,119,2019,1,10,4,3,2,6,0,0,1,0,0,0,1,696430.283493,5348065.23866,11.646462627,48.255326357,2,2,#fc8d62,car
52332,9,1,77,116,2019,1,17,4,3,5,1,2,0,1,0,0,0,0,714469.355073,5357010.7138,11.893733071,48.329856721,2,2,#fc8d62,car
52333,9,1,78,157,2019,1,6,4,3,4,3,2,0,1,0,0,0,0,706256.35246,5373720.62182,11.791268833,48.482743355,2,2,#fc8d62,car
52334,9,1,77,135,2019,1,17,4,3,4,1,2,0,1,0,0,0,0,718701.423422,5345430.80492,11.944766048,48.224363245,2,2,#fc8d62,car
52335,9,1,77,114,2019,1,6,4,3,2,7,2,0,1,0,0,0,0,721195843,5344197788,11.977662946,48.212420302,2,2,#fc8d62,car
52336,9,1,75,136,2019,1,6,4,2,4,1,1,0,1,0,0,0,0,730672.248805,5320632.39578,12.092304161,47.997339548,2,2,#fc8d62,car
52337,9,1,75,137,2019,1,17,4,2,5,3,2,0,1,0,0,1,0,725129957,5330157648,12.023122218,48.084895188,2,2,#fc8d62,car
52338,9,1,75,137,2019,1,14,4,2,2,6,0,0,1,0,0,0,0,726991.724457,5330137.28523,12.048075329,48.084052164,1,2,#fc8d62,car
52339,9,1,84,149,2019,1,13,3,3,5,3,0,0,1,0,0,0,1,690062.341846,5351171.55311,11.562155441,48.285186971,1,2,#fc8d62,car
52341,9,1,62,0,2019,1,14,3,3,2,6,0,0,1,0,0,0,0,696949.144955,5329966.03601,11.64506016,48.092502631,1,2,#fc8d62,car
52342,9,1,62,0,2019,1,6,3,3,2,6,2,0,1,0,0,0,0,692090.484424,5341864.43141,11.585245753,48.200925962,1,2,#fc8d62,car
52343,9,1,84,123,2019,1,17,3,3,2,6,2,0,1,0,0,0,0,703583.115697,5331744.59649,11.734900289,48.106401809,1,2,#fc8d62,car
52348,9,7,62,0,2019,1,8,3,3,5,3,0,0,1,0,0,0,0,622752.474309,5303673.19826,10.641624341,47.874654611,2,2,#fc8d62,car
52354,9,7,61,0,2019,1,7,3,3,5,2,1,1,1,0,0,0,0,638323.807595,5361316.42487,10.868476747,48.389830944,2,1,#66c2a5,bicycle
52355,9,7,72,177,2019,1,12,3,3,2,6,0,0,1,0,0,0,1,635441.645715,5377457.16578,10.834790662,48.535591671,1,2,#fc8d62,car
52356,9,7,71,130,2019,1,6,3,3,0,7,2,0,0,0,0,1,0,644289.632043,5361765.65642,10.949169869,48.392533537,1,5,#a6d854,bus
52357,9,7,61,0,2019,1,17,3,2,5,3,2,1,1,0,0,0,0,643395.795041,5360750.26351,10.936755876,48.38360758,1,1,#66c2a5,bicycle
52358,9,7,61,0,2019,1,16,3,3,5,2,0,0,1,0,1,0,0,637432.996802,5355421.10458,10.854524241,48.337015605,1,2,#fc8d62,car
52359,9,7,71,113,2019,1,7,3,3,5,7,2,1,1,0,0,0,0,657414.351467,5369886.30515,11.129395496,48.462401374,1,1,#66c2a5,bicycle
52418,9,1,87,159,2019,1,10,3,3,9,1,0,0,1,0,0,0,0,730977.874424,5329696.61481,12.101283104,48.078661772,1,2,#fc8d62,car
52419,9,1,63,0,2019,1,19,3,3,4,2,2,0,1,0,0,0,0,732934.901155,5303177.04816,12.113158812,47.839700994,1,2,#fc8d62,car
52422,9,1,74,113,2019,1,9,3,3,2,7,0,0,0,0,0,1,0,679210.066251,5341962.62355,11.412101554,48.205574949,1,5,#a6d854,bus
52423,9,1,74,135,2019,1,5,3,3,8,1,2,0,1,0,0,0,0,661518.526515,5354562.62981,11.178979833,48.323600659,2,2,#fc8d62,car
52425,9,1,79,121,2019,1,17,3,3,2,6,2,0,1,0,0,0,0,666093.123427,5339331.14411,11.234667808,48.185485551,1,2,#fc8d62,car
