OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
209532,9,1,81,144,2019,6,12,7,3,0,7,0,1,0,0,0,0,0,655950.252917,5320799.68723,11.091527093,48.02144035,0,1,#66c2a5,bicycle
209533,9,1,74,126,2019,6,21,7,3,0,1,1,1,0,0,0,0,0,683001.957035,5344996.37607,11.464399749,48.231762143,0,1,#66c2a5,bicycle
209534,9,1,74,126,2019,6,17,7,3,0,1,0,1,0,0,0,0,0,683408.293775,5345105.29702,11.469913563,48.232623803,0,1,#66c2a5,bicycle
209536,9,1,74,146,2019,6,16,7,3,5,3,0,1,1,0,0,0,0,667338.701428,5348760.07772,11.255135601,48.269923489,0,1,#66c2a5,bicycle
209537,9,1,74,113,2019,6,13,7,3,5,3,0,1,0,0,0,0,1,672612.789151,5349301.99393,11.326373013,48.273379633,0,1,#66c2a5,bicycle
209539,9,1,62,0,2019,5,0,6,3,5,3,2,0,1,0,0,0,0,690142.105134,5334925.58723,11.555947758,48.139146462,0,2,#fc8d62,car
209541,9,1,62,0,2019,5,21,6,3,1,6,1,0,1,0,0,0,0,689787.336717,5342146.7883,11.554407312,48.20415636,0,2,#fc8d62,car
209543,9,1,62,0,2019,5,11,6,3,4,2,0,0,1,0,1,0,0,692279.791647,5334895.92019,11.584639636,48.138237465,0,2,#fc8d62,car
209544,9,1,84,148,2019,5,11,6,2,5,2,0,1,1,0,0,0,0,694770.731372,5326954.44717,11.614462733,48.06610486,0,1,#66c2a5,bicycle
209545,9,1,62,0,2019,5,13,6,3,5,3,0,0,1,0,0,0,0,691702.395686,5332891.16783,11.575984524,48.120393204,0,2,#fc8d62,car
209546,9,1,62,0,2019,5,20,6,2,8,7,0,0,1,0,0,0,0,680958795,5337389.47,11.433668924,48.163971881,0,2,#fc8d62,car
209547,9,1,62,0,2019,5,23,6,3,5,3,2,1,1,0,0,0,0,691169.532004,5342222.71277,11.573025511,48.204424065,0,1,#66c2a5,bicycle
209548,9,1,62,0,2019,5,11,6,3,5,2,0,0,1,0,0,0,0,689326.43084,5335415.68469,11.545212352,48.14379471,0,2,#fc8d62,car
209549,9,1,62,0,2019,5,20,6,3,3,6,1,0,1,0,0,0,1,691773505,5332187292,11.576622492,48.11404543,0,2,#fc8d62,car
209550,9,1,62,0,2019,5,12,6,3,3,6,0,0,1,0,1,0,0,693644.976057,5332494.3546,11.601879798,48.116238955,0,2,#fc8d62,car
209551,9,1,62,0,2019,5,6,6,3,6,4,0,0,1,1,0,0,0,690398.909034,5335184.61647,11.559512028,48.141397822,0,2,#fc8d62,car
209552,9,1,62,0,2019,5,7,6,3,5,3,0,1,1,0,0,0,0,689806.736276,5332118.11487,11.550193958,48.114012853,0,1,#66c2a5,bicycle
209561,9,7,72,163,2019,5,15,6,3,1,7,0,0,1,0,0,0,0,640144.585719,5349853.62783,10.889244445,48.286358388,0,2,#fc8d62,car
209563,9,7,61,0,2019,5,15,6,3,0,7,0,1,0,0,0,0,0,638455.682591,5360415.23,10.869960151,48.381698659,0,1,#66c2a5,bicycle
209565,9,7,61,0,2019,5,18,6,3,0,1,0,0,0,0,1,0,0,639143.019259,5362950.60567,10.880078003,48.40434483,0,4,#e78ac3,marker
209566,9,7,61,0,2019,5,13,6,2,6,4,0,0,0,1,0,0,1,639289.103462,5361504884,10.881571162,48.391313067,0,3,#8da0cb,toilet
209568,9,7,71,113,2019,5,16,6,3,5,3,0,0,1,0,0,0,0,656392.598537,5367463317,11.114678623,48.440872716,0,2,#fc8d62,car
209606,9,7,62,0,2019,6,15,4,3,2,6,0,0,1,0,0,0,0,622395.860043,5306286.75306,10.637598149,47.898228183,0,2,#fc8d62,car
209609,9,7,71,146,2019,6,16,4,3,5,2,0,0,1,0,1,0,0,647297.632015,5347427.58149,10.984768355,48.262920869,0,2,#fc8d62,car
209610,9,7,71,146,2019,6,21,4,3,0,1,2,1,0,0,0,0,0,647079.476152,5348196.54728,10.982098063,48.269885618,0,1,#66c2a5,bicycle
209611,9,7,72,125,2019,6,7,4,2,5,3,0,0,1,0,1,0,0,636071.494731,5348195.35453,10.833832126,48.272335697,0,2,#fc8d62,car
209612,9,7,72,163,2019,6,16,4,3,1,1,0,0,1,0,0,0,0,640664.384881,5350127.73032,10.896338987,48.288707763,0,2,#fc8d62,car
209613,9,7,61,0,2019,6,10,4,3,1,5,0,0,1,0,0,0,0,639283.294015,5361351.05751,10.881441721,48.389931186,0,2,#fc8d62,car
209614,9,7,61,0,2019,6,17,4,3,2,6,0,0,1,0,0,0,0,641711891,5359947472,10.913755043,48.376769755,0,2,#fc8d62,car
209615,9,7,61,0,2019,6,17,4,3,6,4,0,0,1,1,0,0,0,641779.385056,5361986.42995,10.915354032,48.395087984,0,2,#fc8d62,car
209616,9,7,61,0,2019,6,14,4,3,2,2,0,0,1,0,1,0,0,638364.604508,5355489.7649,10.867111014,48.337429672,0,2,#fc8d62,car
209617,9,7,61,0,2019,6,14,4,3,5,1,0,1,1,0,0,0,0,639828.244405,5357798.47417,10.887617234,48.35786681,0,1,#66c2a5,bicycle
209618,9,7,61,0,2019,6,22,4,3,5,3,2,1,1,0,0,0,0,640581.053628,5359069.2297,10.8981987,48.369125865,0,1,#66c2a5,bicycle
209619,9,7,71,149,2019,6,19,4,3,5,3,0,0,1,0,0,0,0,652542.86074,5365127.56022,11.061809427,48.420817222,0,2,#fc8d62,car
209656,9,1,90,111,2019,6,12,4,2,5,3,0,0,1,0,1,0,0,640901234,5299664175,10.882902923,47.834877562,0,2,#fc8d62,car
209661,9,1,83,119,2019,6,15,4,3,2,1,0,0,1,0,1,0,0,736881.600606,5338878.59267,12.185526066,48.158979034,0,2,#fc8d62,car
209663,9,1,63,0,2019,6,15,4,3,5,3,0,1,0,0,0,0,1,731867.774984,5304586.76002,12.099673598,47.852751842,0,1,#66c2a5,bicycle
209664,9,1,63,0,2019,6,8,4,3,4,6,0,1,0,0,0,0,0,733989.714601,5303803.74018,12.127573397,47.84494828,0,1,#66c2a5,bicycle
209668,9,1,88,118,2019,6,21,4,3,5,3,1,0,1,0,1,0,0,671347.3701,5312339.19918,11.294486744,47.941437044,0,2,#fc8d62,car
209669,9,1,79,118,2019,6,17,4,3,6,4,0,0,1,1,0,0,0,672454484,5337002546,11.319239334,48.162857503,0,2,#fc8d62,car
209670,9,1,79,123,2019,6,13,4,3,6,7,0,0,1,0,0,0,1,676404.756922,5334064.84187,11.371100088,48.135366001,0,2,#fc8d62,car
209671,9,1,79,121,2019,6,21,4,2,0,7,2,1,0,0,0,0,0,666906.982199,5337749.94619,11.244987995,48.171057283,0,1,#66c2a5,bicycle
209672,9,1,81,139,2019,6,11,4,3,0,1,0,1,0,0,0,0,0,656506.60587,5324516.71588,11.100341962,48.054724399,0,1,#66c2a5,bicycle
209673,9,1,74,135,2019,6,16,4,2,4,1,0,0,1,0,1,0,0,662639.058295,5353796.85925,11.193789642,48.316429041,0,2,#fc8d62,car
209674,9,1,74,126,2019,6,10,4,3,6,6,0,0,1,1,0,0,0,683680.242755,5344562.8441,11.473337179,48.227669301,0,2,#fc8d62,car
209675,9,1,74,115,2019,6,7,4,3,0,1,0,1,0,0,0,0,0,681310.183452,5347405.43569,11.442670427,48.25390215,0,1,#66c2a5,bicycle
209676,9,1,77,117,2019,6,18,4,3,6,4,0,0,1,1,0,0,0,714257.524757,5354733.36416,11.889721829,48.309466055,0,2,#fc8d62,car
209677,9,1,77,117,2019,6,14,4,3,5,3,0,1,0,0,0,0,0,714522.489508,5353031.76476,11.892426079,48.294086991,0,1,#66c2a5,bicycle
209678,9,1,62,0,2019,6,15,3,3,5,3,0,0,1,0,0,0,0,684628723,5337884342,11.48319208,48.167364855,0,2,#fc8d62,car
209679,9,1,62,0,2019,6,18,3,3,0,2,0,0,1,0,0,0,1,690231.353138,5337404.72004,11.558254196,48.161402173,0,2,#fc8d62,car
209680,9,1,62,0,2019,6,16,3,3,4,2,0,1,1,0,0,0,0,679791.450011,5338536.64484,11.418469233,48.17461492,0,1,#66c2a5,bicycle
209681,9,1,62,0,2019,6,2,3,3,0,7,2,1,0,0,0,0,0,690660.24459,5335580.14711,11.563198591,48.144874576,1,1,#66c2a5,bicycle
209682,9,1,62,0,2019,6,11,3,2,1,7,0,1,1,0,0,0,0,698726.788055,5329387.04625,11.668638058,48.086747321,0,1,#66c2a5,bicycle
209683,9,1,62,0,2019,6,9,3,3,5,2,0,0,1,0,0,0,0,695031.933065,5340831.63356,11.624316,48.190747102,0,2,#fc8d62,car
209684,9,1,62,0,2019,6,7,3,3,2,6,0,0,1,0,0,0,0,686365.063355,5339623.54094,11.507284686,48.18249061,0,2,#fc8d62,car
209685,9,1,62,0,2019,6,16,3,3,1,5,0,1,1,0,0,0,0,690415.774168,5334741.56299,11.559540425,48.13741062,0,1,#66c2a5,bicycle
209686,9,1,62,0,2019,6,22,3,3,5,3,2,1,1,0,0,0,0,692226965,5336210041,11.584523555,48.150064478,0,1,#66c2a5,bicycle
209687,9,1,62,0,2019,6,10,3,3,4,2,0,0,1,0,0,0,0,698187.530205,5334686.72821,11.663866882,48.134544957,0,2,#fc8d62,car
209688,9,1,84,131,2019,6,17,3,2,6,4,0,0,1,1,0,0,0,705427.95,5339473022,11.763381568,48.17526114,0,2,#fc8d62,car
209689,9,1,62,0,2019,6,14,3,3,0,6,0,1,1,0,0,0,0,684427.837516,5331703.91678,11.47781647,48.111870199,0,1,#66c2a5,bicycle
209690,9,1,84,148,2019,6,17,3,3,5,3,0,0,1,0,0,0,1,693872.814018,5327488.16946,11.602664668,48.071175351,0,2,#fc8d62,car
209691,9,1,62,0,2019,6,13,3,3,4,7,0,0,1,0,1,0,0,692223.202007,5330943.47798,11.582097732,48.102730626,0,2,#fc8d62,car
209692,9,1,62,0,2019,6,18,3,3,3,6,0,1,0,0,0,1,0,691687.441311,5335378.21567,11.576902665,48.142750979,0,1,#66c2a5,bicycle
209693,9,1,62,0,2019,6,23,3,2,5,3,2,1,1,0,0,0,0,692658.745841,5332510.28986,11.588649733,48.116681303,0,1,#66c2a5,bicycle
209694,9,1,62,0,2019,6,15,3,3,3,6,0,0,1,0,1,0,0,692056.979643,5332373.51497,11.580511049,48.115633757,0,2,#fc8d62,car
209695,9,1,62,0,2019,6,9,3,3,5,7,0,1,0,0,0,0,0,690862.517267,5337196.67065,11.566640005,48.159343097,0,1,#66c2a5,bicycle
209696,9,1,62,0,2019,6,14,3,3,5,2,0,1,1,0,0,0,0,686420.28944,5339704.41476,11.508062422,48.183201324,0,1,#66c2a5,bicycle
209697,9,1,62,0,2019,6,17,3,3,3,7,0,1,1,0,0,0,0,692636.911894,5340006.60518,11.591749302,48.184062897,0,1,#66c2a5,bicycle
209698,9,1,62,0,2019,6,10,3,3,1,6,0,0,1,0,1,0,0,693157.423577,5341169.25466,11.599273554,48.194354316,0,2,#fc8d62,car
209699,9,1,62,0,2019,6,13,3,3,2,6,0,0,1,0,1,0,0,693765.867025,5338902.57276,11.606418709,48.173797003,0,2,#fc8d62,car
209700,9,1,62,0,2019,6,9,3,3,5,2,0,1,1,0,0,0,0,687971.115765,5338583.88032,11.528410349,48.172672877,0,1,#66c2a5,bicycle
209701,9,1,62,0,2019,6,17,3,3,4,6,0,1,0,0,0,0,0,691096.210862,5333128.04222,11.567953644,48.122704435,0,1,#66c2a5,bicycle
209702,9,1,62,0,2019,6,8,3,3,5,7,0,1,1,0,0,0,0,693981.55,5336362504,11.608158485,48.1509021,0,1,#66c2a5,bicycle
209703,9,1,62,0,2019,6,16,3,3,3,6,0,1,0,0,0,0,0,693311.272273,5334272.04318,11.598207025,48.132317729,0,1,#66c2a5,bicycle
209704,9,1,62,0,2019,6,17,3,3,5,3,0,0,1,0,1,0,0,690144.831052,5334733.58669,11.555898649,48.137419945,0,2,#fc8d62,car
209705,9,1,62,0,2019,6,13,3,3,5,3,0,1,1,0,0,0,0,692541.468452,5336946.79894,11.589080957,48.156591153,0,1,#66c2a5,bicycle
209706,9,1,62,0,2019,6,22,3,3,6,4,2,0,1,1,0,0,0,690943.730681,5334295.28478,11.566429728,48.133241302,0,2,#fc8d62,car
209709,9,7,72,171,2019,6,19,3,3,2,2,0,0,1,0,0,0,0,638204.843716,5369207.90254,10.869472117,48.460815063,0,2,#fc8d62,car
209710,9,7,72,147,2019,6,7,3,3,4,2,0,0,1,0,0,0,0,638226.923383,5363452.28265,10.867871966,48.409057336,0,2,#fc8d62,car
209711,9,7,61,0,2019,6,16,3,2,6,4,0,0,1,1,0,0,0,639281.34031,5361186.23189,10.881360696,48.388449551,0,2,#fc8d62,car
209712,9,7,61,0,2019,6,13,3,3,2,6,0,0,1,0,0,0,0,641810.562981,5360307.91999,10.915208399,48.379988577,0,2,#fc8d62,car
209713,9,7,61,0,2019,6,9,3,3,0,1,0,1,1,0,0,0,0,641793.453318,5360252.21827,10.914958668,48.379491577,0,1,#66c2a5,bicycle
209714,9,7,61,0,2019,6,19,3,3,1,6,0,0,1,0,1,0,0,643074.936591,5359308.63759,10.931934129,48.370718094,0,2,#fc8d62,car
209715,9,7,61,0,2019,6,15,3,3,0,7,0,1,0,0,0,0,0,640127.425172,5358969.51853,10.892043826,48.36833017,0,1,#66c2a5,bicycle
209745,9,1,87,182,2019,6,13,5,3,2,6,0,0,1,0,1,0,0,741002.304231,5328170.91177,12.234800977,48.06124774,0,2,#fc8d62,car
209746,9,1,87,177,2019,6,19,5,3,1,7,0,0,1,0,0,0,0,736699.459453,5306069.84042,12.164975698,47.864314393,0,2,#fc8d62,car
209750,9,1,86,143,2019,6,9,5,3,1,6,0,0,1,0,0,0,0,685123.617165,5379114.92641,11.5079735,48.537804159,0,2,#fc8d62,car
209753,9,1,86,143,2019,6,12,5,2,5,3,0,1,1,0,0,0,0,685236.763872,5378309.72457,11.509146983,48.530533849,0,1,#66c2a5,bicycle
209760,9,1,79,121,2019,6,15,5,3,2,6,0,0,1,0,0,0,0,667504.438793,5337918.40743,11.253084046,48.172414563,0,2,#fc8d62,car
209763,9,1,75,132,2019,6,7,5,2,6,4,0,0,1,1,0,0,0,707512.545213,5331151.89738,11.787335211,48.09980783,0,2,#fc8d62,car
209767,9,1,62,0,2019,6,13,4,2,1,5,0,0,1,0,1,0,0,689246.751649,5332887.69199,11.543019398,48.121096558,0,2,#fc8d62,car
209772,9,1,62,0,2019,6,7,4,3,2,6,0,1,1,0,0,0,0,694864.072248,5340360.46898,11.621843598,48.186564049,0,1,#66c2a5,bicycle
209773,9,2,74,113,2019,6,21,3,2,1,1,1,1,1,0,0,0,0,729559.010538,5382589.03222,12.111044242,48.554334987,0,1,#66c2a5,bicycle
209774,9,1,62,0,2019,6,13,4,3,6,4,0,1,0,1,0,0,0,692245.46959,5334298.29832,11.583909063,48.132876521,0,1,#66c2a5,bicycle
209775,9,2,61,0,2019,6,14,3,3,0,1,0,1,0,0,0,0,0,731746.762092,5381651.20172,12.140125244,48.545106175,0,1,#66c2a5,bicycle
209776,9,1,62,0,2019,6,21,4,2,5,3,2,1,1,0,0,0,0,687910.560329,5343607.58209,11.529819911,48.217844355,0,1,#66c2a5,bicycle
209778,9,1,90,157,2019,6,17,3,3,5,3,0,0,1,0,0,0,0,660352.41912,5301068.50615,11.143178239,47.842948157,0,2,#fc8d62,car
209779,9,1,62,0,2019,6,8,4,3,5,2,0,0,1,0,0,0,0,692652.171244,5332367.45254,11.588496959,48.115399497,0,2,#fc8d62,car
209780,9,1,90,139,2019,6,17,3,2,0,1,0,1,0,0,0,0,0,654499.721145,5295852.45296,11.063148068,47.797480626,0,1,#66c2a5,bicycle
209786,9,1,82,120,2019,6,15,3,3,1,3,0,0,1,0,0,0,0,701303214,5306931215,11.692671649,47.884123385,0,2,#fc8d62,car
209787,9,1,62,0,2019,6,18,4,3,6,4,0,0,1,1,0,0,0,691265.593144,5339629.04887,11.573148916,48.181083809,0,2,#fc8d62,car
209791,9,1,62,0,2019,6,7,4,3,1,5,0,1,0,0,0,1,0,691963.654564,5335729.96053,11.580770547,48.145829123,0,1,#66c2a5,bicycle
209792,9,1,79,126,2019,6,9,3,3,9,1,0,0,1,0,0,0,0,677655.855018,5341372.11926,11.390954249,48.200703744,0,2,#fc8d62,car
209793,9,1,81,130,2019,6,7,3,3,5,3,0,1,1,0,0,0,0,639149296,5321850.14,10.866673551,48.034766958,0,1,#66c2a5,bicycle
209794,9,1,88,132,2019,6,8,3,3,0,1,0,1,0,0,0,0,0,663274.709087,5322873.27393,11.190476637,48.03825324,0,1,#66c2a5,bicycle
209795,9,1,79,123,2019,6,8,3,3,5,3,0,1,1,0,0,0,0,676876.049109,5334349874,11.377547555,48.1377974,0,1,#66c2a5,bicycle
209796,9,1,75,122,2019,6,11,3,3,0,1,0,0,0,0,1,0,1,720793.70555,5327205.97086,11.963450626,48.059890707,0,4,#e78ac3,marker
209797,9,1,62,0,2019,6,20,2,3,0,7,1,1,0,0,0,0,0,694459.096631,5337675.26628,11.615172303,48.162554814,0,1,#66c2a5,bicycle
209798,9,1,62,0,2019,6,18,2,3,1,7,0,1,1,0,0,0,0,696971.813536,5330849.56414,11.645771921,48.100436276,0,1,#66c2a5,bicycle
209799,9,1,62,0,2019,6,7,4,3,3,2,0,1,1,0,0,0,0,691847.926755,5335747.49606,11.579224233,48.146021639,0,1,#66c2a5,bicycle
209800,9,1,62,0,2019,6,16,2,3,0,7,0,1,0,0,0,0,0,685256.361416,5332287.66263,11.489190522,48.116876754,0,1,#66c2a5,bicycle
209801,9,1,62,0,2019,6,8,2,3,2,2,0,0,1,0,1,0,0,691188.402022,5341656.47548,11.573024171,48.199329163,0,2,#fc8d62,car
209802,9,1,62,0,2019,6,9,4,3,2,6,0,0,1,0,0,0,0,694931.599816,5334974.0108,11.620282782,48.138132519,0,2,#fc8d62,car
209803,9,1,62,0,2019,6,15,2,3,4,2,0,0,1,0,0,0,0,680967.309046,5337402.56287,11.433788891,48.164087147,0,2,#fc8d62,car
209804,9,1,62,0,2019,6,17,2,3,5,3,0,1,1,0,0,0,0,693464.144764,5329188.98405,11.59795434,48.086586029,0,1,#66c2a5,bicycle
209805,9,1,88,127,2019,6,13,2,3,5,3,0,1,1,0,0,0,0,679532.568398,5329863.05946,11.411334471,48.096721383,0,1,#66c2a5,bicycle
209806,9,1,62,0,2019,6,6,2,3,2,2,0,1,1,0,0,0,0,694753.20555,5334266.15354,11.61756379,48.131825222,0,1,#66c2a5,bicycle
209807,9,1,62,0,2019,6,13,2,3,5,2,0,0,1,0,1,0,0,692279.928193,5334897.31314,11.584642099,48.138249943,0,2,#fc8d62,car
209808,9,1,62,0,2019,6,11,2,3,3,2,0,1,0,0,1,0,0,690970.902433,5334310.51932,11.566801386,48.133370076,0,1,#66c2a5,bicycle
209809,9,1,62,0,2019,6,15,2,3,5,3,0,1,1,0,0,0,0,689673408,5334867661,11.549628071,48.138765699,0,1,#66c2a5,bicycle
209810,9,1,62,0,2019,6,20,2,3,5,3,0,0,1,0,1,0,0,688091.246416,5332591.09105,11.527377062,48.118773035,0,2,#fc8d62,car
209811,9,1,84,139,2019,6,6,2,3,3,6,0,1,1,0,0,0,0,688714.077155,5327020.93966,11.533275573,48.068522971,0,1,#66c2a5,bicycle
209812,9,1,62,0,2019,6,15,2,3,2,6,0,0,0,0,1,0,1,693938.584519,5335072.27371,11.60699372,48.139319086,0,4,#e78ac3,marker
209813,9,1,62,0,2019,6,9,4,3,5,3,0,1,1,0,0,0,0,690092.739604,5335918.44628,11.555728103,48.14808503,0,1,#66c2a5,bicycle
209814,9,1,62,0,2019,6,17,2,3,4,2,0,1,1,0,0,0,0,686533.884879,5336334.66517,11.508111003,48.152879704,0,1,#66c2a5,bicycle
209815,9,1,62,0,2019,6,16,2,3,4,3,0,1,1,0,0,0,0,688122645,5336873801,11.529690107,48.157257601,0,1,#66c2a5,bicycle
209816,9,1,62,0,2019,6,6,4,3,3,6,0,0,1,0,1,0,0,688283.844741,5339001.49676,11.5327976,48.176333894,0,2,#fc8d62,car
209817,9,1,84,123,2019,6,20,2,3,0,1,1,1,0,0,0,0,0,703652.936984,5332595.39854,11.736243312,48.114025433,0,1,#66c2a5,bicycle
209818,9,1,62,0,2019,6,13,4,3,5,2,0,1,1,0,0,0,0,693152.573284,5340361.14222,11.598840839,48.187092783,0,1,#66c2a5,bicycle
209819,9,1,62,0,2019,6,11,2,3,5,3,0,1,1,0,0,0,0,699623.738163,5332828.58653,11.682279026,48.117396769,0,1,#66c2a5,bicycle
209820,9,1,62,0,2019,6,17,4,3,0,4,0,0,0,1,0,0,1,692289.403053,5337375.1541,11.585888647,48.160517376,0,3,#8da0cb,toilet
209821,9,1,62,0,2019,6,18,2,3,5,3,0,1,1,0,0,0,0,696298.393286,5330971.61247,11.636792463,48.101741,0,1,#66c2a5,bicycle
209822,9,1,62,0,2019,6,8,2,3,1,7,0,1,1,0,0,0,0,693253.711838,5334321.44703,11.597456615,48.132779237,0,1,#66c2a5,bicycle
209823,9,1,62,0,2019,6,13,2,3,5,3,0,1,1,0,0,0,0,690558.247607,5337668.46246,11.562763908,48.163674782,0,1,#66c2a5,bicycle
209824,9,1,62,0,2019,6,8,2,3,3,2,0,1,1,0,0,0,0,691047079,5337154837,11.569100541,48.158911677,0,1,#66c2a5,bicycle
209830,9,7,78,116,2019,6,14,2,3,0,7,0,1,0,0,0,0,0,619348.088726,5318731.82207,10.600290213,48.010730252,0,1,#66c2a5,bicycle
209831,9,1,62,0,2019,6,10,4,3,5,2,0,1,0,0,0,1,0,690208.424641,5335434.78288,11.557065758,48.143703289,0,1,#66c2a5,bicycle
209833,9,1,62,0,2019,6,18,4,2,4,6,0,1,0,0,0,0,0,691141.150748,5333075.07411,11.568533168,48.122214871,0,1,#66c2a5,bicycle
209835,9,7,62,0,2019,6,16,2,3,6,4,0,0,1,1,0,0,0,620410.992905,5303212.99401,10.610195305,47.870958974,0,2,#fc8d62,car
209837,9,1,62,0,2019,6,7,4,3,5,3,0,1,1,0,0,0,0,695773.837235,5332866.29197,11.630623571,48.118930866,0,1,#66c2a5,bicycle
209839,9,7,77,177,2019,6,16,2,2,8,2,0,0,0,0,1,1,0,634863.275534,5320319.87681,10.808725469,48.02192545,0,4,#e78ac3,marker
209840,9,1,62,0,2019,6,7,4,3,2,6,0,0,1,0,0,0,0,687726.181883,5334266.60578,11.523214643,48.133940721,0,2,#fc8d62,car
209842,9,1,62,0,2019,6,7,4,3,7,7,0,1,0,0,0,0,1,686595.148715,5334856.72008,11.508286165,48.139577485,0,1,#66c2a5,bicycle
209844,9,7,72,136,2019,6,13,2,3,0,1,0,1,0,0,0,0,0,637342.259893,5384166.33442,10.862738528,48.595504335,0,1,#66c2a5,bicycle
209845,9,1,62,0,2019,6,17,4,2,5,3,0,1,1,0,0,0,0,690624.843589,5340980.02408,11.565143964,48.193418752,0,1,#66c2a5,bicycle
209846,9,7,72,184,2019,6,15,2,3,5,3,0,1,1,0,0,0,0,635043.917035,5361641.79585,10.824300272,48.393467515,0,1,#66c2a5,bicycle
209847,9,7,61,0,2019,6,7,2,3,0,1,0,0,0,0,1,0,0,639231.57905,5360502.05487,10.880462196,48.382308604,0,4,#e78ac3,marker
209848,9,1,62,0,2019,6,9,4,3,2,6,0,0,0,0,1,0,1,684504.695393,5333070.63884,11.479439465,48.124132815,0,4,#e78ac3,marker
209849,9,7,61,0,2019,6,17,2,3,5,3,0,1,1,0,0,0,0,644510.522418,5356052.39009,10.950189018,48.341112768,0,1,#66c2a5,bicycle
209850,9,1,62,0,2019,6,14,4,3,1,6,0,0,1,0,0,0,0,687522.432375,5330344.90218,11.518754245,48.098751361,0,2,#fc8d62,car
209851,9,7,61,0,2019,6,10,2,3,0,1,0,1,0,0,0,0,0,644070.757919,5357764.70285,10.944843858,48.356609382,0,1,#66c2a5,bicycle
209852,9,1,84,140,2019,6,7,4,3,6,7,0,0,1,1,0,0,0,700620.31797,5327974.22097,11.693373327,48.073457039,0,2,#fc8d62,car
209853,9,7,61,0,2019,6,5,2,3,8,7,0,0,0,0,1,0,0,643088.732049,5361760.75218,10.932955206,48.392763064,0,4,#e78ac3,marker
209854,9,7,61,0,2019,6,10,2,3,0,2,0,1,0,0,0,0,0,639366.512118,5358160.47651,10.881507466,48.361223936,0,1,#66c2a5,bicycle
209855,9,7,61,0,2019,6,13,2,3,6,4,0,0,0,1,0,0,1,640073.084421,5358154.09061,10.891038979,48.361010143,0,3,#8da0cb,toilet
209858,9,1,62,0,2019,6,19,4,3,4,2,0,1,1,0,0,0,0,698356.157704,5331955.68326,11.664860166,48.109947846,0,1,#66c2a5,bicycle
209860,9,1,62,0,2019,6,8,4,3,0,1,0,1,0,0,0,0,0,693116.292691,5335316.22247,11.596062584,48.141761717,0,1,#66c2a5,bicycle
209862,9,1,62,0,2019,6,17,4,3,1,5,0,1,1,0,0,0,0,691661.625869,5333197.40907,11.575574938,48.123157942,0,1,#66c2a5,bicycle
209864,9,1,62,0,2019,6,20,4,3,0,2,0,1,1,0,0,0,0,690259.803679,5336161.81685,11.558080675,48.150222493,0,1,#66c2a5,bicycle
209866,9,1,62,0,2019,6,13,4,3,1,5,0,1,1,0,0,0,0,692163.682897,5336081.06226,11.583615388,48.148924365,0,1,#66c2a5,bicycle
209868,9,1,62,0,2019,6,17,4,3,6,4,0,1,0,1,0,0,0,691063.269419,5336029.68466,11.568812883,48.148794066,0,1,#66c2a5,bicycle
209909,9,2,61,0,2019,6,19,6,3,8,7,0,1,0,0,0,0,0,732265.305883,5380640.96206,12.146577325,48.535839705,0,1,#66c2a5,bicycle
209912,9,1,73,126,2019,6,18,6,3,0,7,0,1,0,0,0,0,0,683776053,5306191918,11.458144092,47.882734702,0,1,#66c2a5,bicycle
209913,9,1,73,126,2019,6,20,6,2,0,7,0,1,0,0,0,0,0,685239.599693,5302291.14133,11.476029807,47.847250089,0,1,#66c2a5,bicycle
209917,9,1,82,123,2019,6,12,6,3,0,7,0,1,0,0,0,0,0,721175.946882,5297190.71358,11.95316873,47.790062899,0,1,#66c2a5,bicycle
209925,9,1,88,139,2019,6,13,6,2,0,1,0,1,0,0,0,0,0,675138.800941,5321894.27714,11.34910988,48.02630871,0,1,#66c2a5,bicycle
209926,9,1,79,142,2019,6,13,6,3,5,2,0,1,1,0,0,0,0,672904.859331,5343170.55896,11.327802168,48.218182292,0,1,#66c2a5,bicycle
209927,9,1,79,126,2019,6,13,6,2,0,1,0,1,0,0,0,0,0,676392.538294,5340617054,11.373653567,48.194268579,0,1,#66c2a5,bicycle
209928,9,1,81,128,2019,6,18,6,3,5,3,0,1,0,0,0,0,0,638219013,5327935683,10.856167663,48.089692439,0,1,#66c2a5,bicycle
209929,9,1,81,116,2019,6,17,6,3,0,7,0,0,1,0,0,0,0,647740.833591,5339262.44454,10.987890389,48.189401634,0,2,#fc8d62,car
209930,9,1,79,136,2019,6,16,6,2,5,3,0,1,1,0,0,0,0,660668.932608,5341725.98808,11.162650292,48.208411412,0,1,#66c2a5,bicycle
209931,9,1,79,121,2019,6,19,6,3,5,3,0,0,1,0,0,0,0,665531.287608,5337812.68918,11.226523156,48.171981136,0,2,#fc8d62,car
209932,9,1,74,141,2019,6,11,6,3,8,6,0,0,1,0,0,0,1,678873.814434,5356640.77942,11.413789407,48.337608606,0,2,#fc8d62,car
209933,9,1,62,0,2019,6,6,5,3,3,3,0,0,1,0,1,0,0,691277.119073,5334163.76697,11.570847005,48.131959124,0,2,#fc8d62,car
