fid,OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
1,22419,"9,200101001473E+018",9,1,84,145,2020,1,15,4,3,2,6,0,0,1,0,0,0,0,697713.6549,5323830.4209,11.652479567,48.037122571,0,2,#fc8d62,car
2,22430,"9,20010100117506E+018",9,1,75,132,2020,1,5,4,3,9,1,1,0,0,0,0,0,1,705365.1691,5335866.8643,11.760797431,48.142874788,0,6,#ffd92f,circle
3,22477,"9,20010100140101E+018",9,1,87,150,2020,1,8,4,3,8,1,1,0,1,0,0,0,0,728788067,5303479.0191,12.05797859,47.843902792,1,2,#fc8d62,car
4,22492,"9,20010100110701E+018",9,1,78,124,2020,1,20,4,3,5,3,2,0,1,0,0,0,0,702641.0873,5362952.1758,11.737195399,48.387151456,0,2,#fc8d62,car
5,22559,"9,200101001219E+018",9,1,88,137,2020,1,20,4,2,9,1,2,0,1,0,0,0,0,672622161,5316906945,11.313376587,47.982158472,1,2,#fc8d62,car
6,22608,"9,200101001473E+018",9,1,82,127,2020,1,18,4,3,2,6,2,0,1,0,0,0,0,702675873,5311009.1628,11.712927053,47.920341073,0,2,#fc8d62,car
7,22622,"9,20010100111307E+018",9,1,75,133,2020,1,15,4,3,6,4,0,0,1,1,0,0,0,706577.3597,5340996315,11.779564935,48.188577358,0,2,#fc8d62,car
8,22729,"9,20010500717301E+018",9,7,71,122,2020,1,8,1,3,2,1,0,0,1,0,0,0,0,651970.3959,5362421.1128,11.053096894,48.396622552,1,2,#fc8d62,car
9,22768,"9,20010500147307E+018",9,1,84,145,2020,1,15,1,3,3,6,0,0,1,0,0,0,0,693414.0249,5325174.9312,11.59546615,48.050523609,0,2,#fc8d62,car
10,22770,"9,200105001213E+018",9,1,88,126,2020,1,17,1,3,4,2,1,0,1,0,0,0,0,660210.2554,5328128.2184,11.151363174,48.086275375,1,2,#fc8d62,car
11,22772,"9,20010500120701E+018",9,1,88,120,2020,1,1,1,3,1,6,2,0,1,0,0,0,0,672091.3469,5325703.9008,11.30980098,48.061384736,1,2,#fc8d62,car
12,22774,"9,20010500120507E+018",9,1,79,121,2020,1,22,1,2,6,4,2,0,1,1,0,0,0,667619.4992,5338723.0845,11.254947814,48.179618222,0,2,#fc8d62,car
13,22776,"9,200104008571E+018",9,1,84,112,2020,1,17,7,3,6,4,2,0,0,1,0,0,1,701978.7449,5338870.2565,11.716751669,48.170949765,0,3,#8da0cb,toilet
14,22777,"9,20010400740701E+018",9,7,62,0,2020,1,15,7,3,2,6,0,0,1,0,0,0,0,622155.6597,5307945595,10.634855596,47.913193038,1,2,#fc8d62,car
15,22786,"9,20010400712502E+018",9,7,72,200,2020,1,11,7,3,2,6,0,0,1,0,0,0,0,630668348,5337577649,10.757777074,48.177993021,0,2,#fc8d62,car
16,22801,"9,20010700210903E+018",9,2,61,0,2020,1,7,3,3,4,2,2,0,1,0,0,0,0,732797774,5383058.59,12.155130492,48.557359217,1,2,#fc8d62,car
17,22827,"9,20010400167003E+018",9,1,62,0,2020,1,14,7,3,2,6,0,0,1,0,0,0,0,686665.2841,5331048.3179,11.507560375,48.105325615,1,2,#fc8d62,car
18,22829,"9,200108001413E+018",9,1,87,142,2020,1,15,4,2,4,6,1,0,1,0,0,0,1,733408.7994,5316428.4322,12.126649624,47.958579145,0,2,#fc8d62,car
19,22832,"9,20010700141302E+018",9,1,63,0,2020,1,16,3,3,5,3,1,0,1,0,0,0,0,733404.7408,5303178.3277,12.119429265,47.839542138,1,2,#fc8d62,car
20,22835,"9,20010400147302E+018",9,1,84,114,2020,1,5,7,3,2,6,2,0,1,0,0,0,0,699607.4567,5319607.8195,11.675891874,47.998583536,1,2,#fc8d62,car
21,22839,"9,200104001473E+018",9,1,82,137,2020,1,9,7,3,2,6,0,0,1,0,0,0,0,711219.4171,5305185.6743,11.824296707,47.865251676,1,2,#fc8d62,car
22,22841,"9,20010800131301E+018",9,1,86,143,2020,1,15,4,3,5,3,0,0,1,0,0,0,0,684674.4622,5377296.6853,11.501089179,48.521594571,1,2,#fc8d62,car
23,22842,"9,200104001413E+018",9,1,87,122,2020,1,13,7,3,3,2,0,0,1,0,0,0,0,720209.5023,5307538.9265,11.945544946,47.88337851,1,2,#fc8d62,car
24,22844,"9,200107001315E+018",9,1,85,158,2020,1,14,3,3,5,3,0,0,1,0,0,0,0,666815.2695,5381902.1142,11.261268986,48.567993704,1,2,#fc8d62,car
25,22845,"9,20010400140101E+018",9,1,87,137,2020,1,14,7,3,4,6,0,0,1,0,0,0,0,729206.6886,5308250.7,12.06609526,47.88662493,1,2,#fc8d62,car
26,22846,"9,20010400120303E+018",9,1,81,114,2020,1,19,7,3,9,1,2,0,1,0,0,0,0,657515.4339,5311227.7803,11.108994347,47.934994315,1,2,#fc8d62,car
27,22848,"9,20010400117502E+018",9,1,75,111,2020,1,22,7,3,5,3,2,0,1,0,0,0,0,710450.7705,5337804.9107,11.830037722,48.158628294,1,2,#fc8d62,car
28,22849,"9,20010400117E+018",9,1,84,119,2020,1,17,7,3,8,6,2,0,1,0,0,0,0,695831.5933,5346028.9396,11.637463736,48.237210901,1,2,#fc8d62,car
29,22851,"9,20010800131301E+018",9,1,86,132,2020,1,4,4,2,9,1,2,0,1,0,0,0,0,676663.3916,5368050.3399,11.388786095,48.440788279,2,2,#fc8d62,car
30,22852,"9,20010300858203E+018",9,1,62,0,2020,1,12,6,3,1,5,0,0,1,0,0,0,0,684448.9859,5343086.2982,11.483036256,48.214174485,0,2,#fc8d62,car
31,22853,"9,20010700127E+018",9,1,79,118,2020,1,18,3,3,5,3,2,0,1,0,0,0,0,672669332,5337906699,11.32249337,48.170927094,1,2,#fc8d62,car
32,22856,"9,200107001219E+018",9,1,88,139,2020,1,14,3,3,3,2,0,1,1,0,0,0,0,675043.7179,5319257.1222,11.346759088,48.00262779,1,1,#66c2a5,bicycle
33,22859,"9,200107001215E+018",9,1,81,128,2020,1,19,3,3,5,3,2,0,1,0,0,0,0,638625.3866,5327637.7573,10.86152523,48.086925143,0,2,#fc8d62,car
34,22863,"9,20010800120901E+018",9,1,79,123,2020,1,8,4,3,5,3,0,1,1,0,0,0,0,677064.8584,5333842.3485,11.379872274,48.13318264,1,1,#66c2a5,bicycle
35,22864,"9,200103007173E+018",9,7,61,0,2020,1,10,6,3,8,1,0,0,1,0,0,0,0,637408.1693,5359234581,10.855434422,48.371311443,0,2,#fc8d62,car
36,22865,"9,200107001215E+018",9,1,81,130,2020,1,17,3,3,2,6,2,0,1,0,0,0,1,641800.4642,5324097.5787,10.902963085,48.054393046,1,2,#fc8d62,car
37,22870,"9,200107001201E+018",9,1,74,115,2020,1,12,3,3,2,6,0,0,1,0,0,0,0,679569.1155,5349211.6036,11.420002684,48.270633038,1,2,#fc8d62,car
38,22874,"9,200107001103E+018",9,1,75,124,2020,1,6,3,2,1,5,1,0,1,0,0,0,0,714982.5238,5328677.5174,11.886297826,48.075097767,0,2,#fc8d62,car
39,22879,"9,20010600854402E+018",9,1,62,0,2020,1,15,2,3,0,1,0,0,0,0,1,0,0,684620954,5342678854,11.485171689,48.210462219,0,4,#e78ac3,marker
40,22884,"9,20010800110502E+018",9,1,77,133,2020,1,20,4,3,2,6,2,0,1,0,0,0,0,713392.9345,5354180.7197,11.877796873,48.304792598,2,2,#fc8d62,car
41,22886,"9,20010800110101E+018",9,1,77,138,2020,1,5,4,3,5,3,2,0,1,0,0,0,0,727893442,5364080366,12.078422375,48.388671524,2,2,#fc8d62,car
42,22894,"9,20010300210902E+018",9,2,61,0,2020,1,11,6,3,3,6,0,0,1,0,0,1,0,731873184,5383859185,12.143065088,48.564893274,0,2,#fc8d62,car
43,22902,"9,20010300141302E+018",9,1,87,142,2020,1,9,6,2,4,2,0,0,1,0,0,0,0,731158285,5309828.7274,12.093007547,47.900102621,0,2,#fc8d62,car
44,22905,"9,20010700858201E+018",9,1,62,0,2020,1,17,3,3,2,6,2,0,1,0,0,0,0,685037.0911,5341840.7716,11.490402342,48.202808063,1,2,#fc8d62,car
45,22908,"9,20010300120502E+018",9,1,79,121,2020,1,13,6,3,4,2,0,0,1,0,0,0,0,666847415,5339461183,11.244859289,48.186456933,0,2,#fc8d62,car
46,22910,"9,200103001203E+018",9,1,81,144,2020,1,11,6,3,5,3,0,0,1,0,0,0,0,655112207,5320588087,11.080218758,48.019741825,1,2,#fc8d62,car
47,22912,"9,200103001107E+018",9,1,78,124,2020,1,18,6,3,2,3,2,0,1,0,0,0,0,703004.9082,5363870.1871,11.742547505,48.395283972,1,2,#fc8d62,car
48,22918,"9,200102007127E+018",9,7,72,148,2020,1,16,5,3,5,3,2,0,1,0,0,0,0,628493134,5354570078,10.733689387,48.331244048,1,2,#fc8d62,car
49,22920,"9,200102007125E+018",9,7,72,157,2020,1,9,5,3,1,6,0,0,1,0,0,0,0,627754.9246,5335722.9974,10.718046261,48.161906888,1,2,#fc8d62,car
50,22921,"9,200102007123E+018",9,7,72,147,2020,1,19,5,2,6,4,2,0,1,1,0,0,0,639023579,5365206964,10.879212824,48.424659663,1,2,#fc8d62,car
51,22923,"9,20010200710107E+018",9,7,71,114,2020,1,19,5,2,5,3,2,0,1,0,1,0,0,645210.8315,5375130.8802,10.966242563,48.512491288,0,2,#fc8d62,car
52,22930,"9,200107008546E+018",9,1,84,132,2020,1,8,3,3,0,1,0,0,0,0,1,0,0,683208287,5325283969,11.458694052,48.054514847,2,4,#e78ac3,marker
53,22954,"9,20010600217501E+018",9,1,78,155,2020,1,5,2,3,2,1,2,0,1,0,0,1,0,721763.3829,5375403.8591,12.001729455,48.492588253,2,2,#fc8d62,car
54,22970,"9,20010600131301E+018",9,1,86,126,2020,1,5,2,3,8,1,2,0,1,0,0,0,0,685474.1598,5375187.6689,11.510971505,48.502403578,0,2,#fc8d62,car
55,22971,"9,200102001473E+018",9,1,84,114,2020,1,14,5,3,2,6,0,0,1,0,0,0,0,698661.6703,5321483.0051,11.664095491,48.015731185,0,2,#fc8d62,car
56,22975,"9,200106001313E+018",9,1,86,126,2020,1,17,2,3,8,1,2,0,1,0,0,0,0,687713.2168,5375182.1222,11.541250769,48.50168877,2,2,#fc8d62,car
57,22976,"9,20010200140703E+018",9,1,82,120,2020,1,11,5,3,2,6,0,0,1,0,0,0,0,703237.8459,5305599.0162,11.717892977,47.871541092,1,2,#fc8d62,car
58,22979,"9,20010600127E+018",9,1,74,135,2020,1,11,2,3,2,6,0,0,1,0,0,0,0,663293.7661,5353239.8776,11.202398422,48.311253026,0,2,#fc8d62,car
59,22981,"9,20010200127E+018",9,1,62,0,2020,1,11,5,3,2,6,0,0,1,0,0,0,0,686578.1075,5333287.8136,11.507370261,48.125480599,1,2,#fc8d62,car
60,22983,"9,20010200121301E+018",9,1,88,144,2020,1,14,5,3,2,6,0,0,1,0,0,0,0,666935.2043,5326071.1151,11.240794553,48.066056038,1,2,#fc8d62,car
61,22985,"9,20010200117502E+018",9,1,75,132,2020,1,14,5,3,2,6,0,0,1,0,0,0,0,705147.7743,5335878.7645,11.757884162,48.143051859,0,2,#fc8d62,car
62,22986,"9,200106001209E+018",9,1,79,123,2020,1,15,2,3,5,3,0,1,0,0,0,0,1,674691.7874,5332683.2272,11.34752937,48.123418623,0,1,#66c2a5,bicycle
63,22987,"9,20010200110501E+018",9,1,77,116,2020,1,15,5,3,0,7,0,0,1,0,0,1,0,711300.8603,5359977.2482,11.852525723,48.357579545,0,2,#fc8d62,car
64,22992,"9,20010700852301E+018",9,1,62,0,2020,1,8,3,3,2,6,0,0,1,0,0,0,0,690244.0514,5329096.9164,11.554716895,48.086727626,2,2,#fc8d62,car
65,22995,"9,200101007125E+018",9,7,72,141,2020,1,15,4,3,9,1,0,0,1,0,0,0,0,621998.9161,5346318948,10.643720808,48.25832864,1,2,#fc8d62,car
66,22996,"9,20010100710403E+018",9,7,61,0,2020,1,1,4,2,0,1,2,0,0,0,0,0,1,639935.4583,5360658.01,10.89001536,48.383555163,0,6,#ffd92f,circle
67,22999,"9,20010800141301E+018",9,1,87,142,2020,1,6,4,3,0,1,1,1,0,0,0,0,0,733980.04,5312743651,12.1322875,47.925267325,2,1,#66c2a5,bicycle
68,23001,"9,200110007111E+018",9,7,61,0,2020,1,19,6,3,4,6,2,0,1,0,0,0,1,638586.0516,5361248538,10.871994775,48.389162951,0,2,#fc8d62,car
69,23003,"9,20010900710401E+018",9,7,61,0,2020,1,22,5,3,6,4,2,0,1,1,0,0,0,640751.4019,5360428.4007,10.900952573,48.381309076,0,2,#fc8d62,car
70,23004,"9,200113001105E+018",9,1,77,130,2020,1,7,2,3,2,6,2,0,1,0,0,0,0,704427.3034,5350583231,11.7552948,48.275424999,0,2,#fc8d62,car
71,23006,"9,20011100858209E+018",9,1,84,119,2020,1,12,7,3,2,6,0,0,1,0,0,0,0,695885.0314,5346875.7401,11.638574276,48.244804811,0,2,#fc8d62,car
72,23009,"9,20011100127E+018",9,1,81,127,2020,1,16,7,3,3,6,0,0,1,0,0,0,0,632274.3727,5322257.1065,10.774619896,48.039887907,0,2,#fc8d62,car
73,23014,"9,20011200712301E+018",9,7,72,217,2020,1,23,1,3,9,7,2,0,1,0,0,0,0,636289.6323,5381197.0106,10.847496156,48.569035398,0,2,#fc8d62,car
74,23015,"9,20011000147301E+018",9,1,84,148,2020,1,20,6,3,6,4,2,0,1,1,0,0,0,696636.2158,5326258.2237,11.639156159,48.059275265,0,2,#fc8d62,car
75,23018,"9,20011000210907E+018",9,2,61,0,2020,1,17,6,3,2,6,2,1,1,0,0,0,0,732041.5202,5379534.5715,12.142934642,48.525983992,0,1,#66c2a5,bicycle
76,23020,"9,20011100712502E+018",9,7,72,157,2020,1,11,7,3,4,6,0,0,1,0,0,0,0,627663.6181,5335670.0445,10.716803051,48.161449031,1,2,#fc8d62,car
77,23022,"9,20011000858225E+018",9,1,62,0,2020,1,5,6,3,2,6,2,0,1,0,0,0,0,688826.2849,5340139.2006,11.54059265,48.186398686,0,2,#fc8d62,car
78,23028,"9,20011000131301E+018",9,1,86,128,2020,1,7,6,3,9,1,0,0,1,0,0,0,0,676246.3181,5379127088,11.387824443,48.540469726,1,2,#fc8d62,car
79,23029,"9,20011400127E+018",9,7,71,129,2020,1,8,3,3,2,6,0,0,1,0,0,0,0,658983.3349,5356861.2989,11.145671043,48.344909141,0,2,#fc8d62,car
80,23032,"9,20011000740701E+018",9,7,62,0,2020,1,19,6,3,6,4,2,0,1,1,0,0,0,621700.5259,5303545.1193,10.627525974,47.873702943,0,2,#fc8d62,car
81,23035,"9,20011300127E+018",9,1,74,135,2020,1,8,2,2,2,6,0,0,1,0,0,0,1,661485.0781,5354584.95,11.178537483,48.323809866,0,2,#fc8d62,car
82,23041,"9,20011300141502E+018",9,1,87,159,2020,1,8,2,3,5,3,0,0,1,0,0,0,0,730008.87,5323730816,12.085085992,48.025415044,1,2,#fc8d62,car
83,23045,"9,20011000121501E+018",9,1,81,130,2020,1,17,6,3,4,2,2,0,1,0,1,0,0,641168.8089,5323804.4453,10.89439436,48.051897189,0,2,#fc8d62,car
84,23046,"9,20011400111302E+018",9,1,75,127,2020,1,11,3,3,5,2,0,0,1,0,0,0,0,712820.1805,5341784.6787,11.863851832,48.193600646,0,2,#fc8d62,car
85,23049,"9,20011000712104E+018",9,7,71,142,2020,1,12,6,3,0,2,0,1,1,0,0,0,0,645599.99,5351882.71,10.963442655,48.303371417,0,1,#66c2a5,bicycle
86,23053,"9,20011200127E+018",9,7,71,129,2020,1,18,1,3,2,6,2,0,1,0,0,0,0,658841.3457,5356954663,11.14379134,48.345784235,0,2,#fc8d62,car
87,23056,"9,20011000111301E+018",9,1,75,133,2020,1,17,6,3,0,7,2,1,0,0,0,0,0,706308.7395,5340929.2733,11.775922408,48.188062195,0,1,#66c2a5,bicycle
88,23057,"9,20011300740701E+018",9,7,77,172,2020,1,11,2,2,9,1,0,0,1,0,0,0,0,628187.6199,5305642.7092,10.714862718,47.891305065,0,2,#fc8d62,car
89,23063,"9,20011200858202E+018",9,1,62,0,2020,1,18,1,3,2,6,2,1,0,0,0,0,0,692079.1003,5340310109,11.584389626,48.186959597,0,1,#66c2a5,bicycle
90,23068,"9,20011100121701E+018",9,1,79,142,2020,1,16,7,3,5,2,0,0,1,0,0,0,0,670978095,5341133203,11.301063094,48.200389402,0,2,#fc8d62,car
91,23084,"9,20011000854802E+018",9,1,84,135,2020,1,18,6,3,4,2,2,0,1,0,1,0,0,692026601,5345068543,11.585837518,48.229742817,0,2,#fc8d62,car
92,23090,"9,20011000127E+018",9,1,74,113,2020,1,10,6,3,2,6,0,0,1,0,0,0,1,669282.7001,5349416.7847,11.281575337,48.275310453,0,2,#fc8d62,car
93,23091,"9,20011400117503E+018",9,1,77,114,2020,1,12,3,3,9,7,0,0,1,0,0,1,0,720384.7852,5345643.9701,11.967511507,48.225696022,0,2,#fc8d62,car
94,23094,"9,20011000141302E+018",9,1,63,0,2020,1,17,6,3,2,6,2,0,1,0,0,0,0,734931.1945,5304986.4957,12.140780122,47.855230723,0,2,#fc8d62,car
95,23095,"9,20011400127E+018",9,1,74,113,2020,1,7,3,3,2,6,1,0,1,0,0,0,0,674142.2666,5345100.0117,11.34523955,48.235188312,1,2,#fc8d62,car
96,23104,"9,200110001201E+018",9,1,74,121,2020,1,7,6,3,2,6,1,0,1,0,0,0,0,687437.3491,5354866.6898,11.528445723,48.319181299,0,2,#fc8d62,car
97,23105,"9,20011400110101E+018",9,1,77,123,2020,1,16,3,3,0,1,0,1,0,0,0,0,0,726939.6406,5344478.0816,12.055021272,48.212911033,0,1,#66c2a5,bicycle
98,23108,"9,20011000711301E+018",9,7,61,0,2020,1,14,6,3,2,6,0,0,1,0,0,0,0,637859.8882,5356988.0029,10.860794528,48.351011997,0,2,#fc8d62,car
99,23112,"9,20011000717301E+018",9,7,71,122,2020,1,13,6,3,2,6,0,0,1,0,0,0,0,654894.7723,5360327.3804,11.091805741,48.377087126,0,2,#fc8d62,car
100,23115,"9,200113001201E+018",9,1,74,126,2020,1,10,2,3,6,3,0,0,1,1,0,0,0,683457.4144,5344140.5905,11.470156843,48.223938374,0,2,#fc8d62,car
101,23118,"9,20010900854801E+018",9,1,84,135,2020,1,9,5,3,2,6,0,0,1,0,1,0,0,689799.4127,5349048.1719,11.557661338,48.266181377,0,2,#fc8d62,car
102,23119,"9,200109008545E+018",9,1,62,0,2020,1,12,5,3,1,6,0,0,1,0,0,0,0,684731329,5335398.5252,11.483491539,48.144991341,0,2,#fc8d62,car
103,23126,"9,20011200851502E+018",9,1,62,0,2020,1,21,1,3,2,6,2,0,1,0,0,0,0,689107625,5330998.3074,11.540314076,48.104155815,1,2,#fc8d62,car
104,23128,"9,20010900854101E+018",9,1,62,0,2020,1,19,5,2,8,1,2,0,0,0,1,0,0,687070.9056,5335121.8207,11.514791548,48.141820593,0,4,#e78ac3,marker
105,23131,"9,20011300110702E+018",9,1,78,124,2020,1,9,2,3,0,1,0,1,0,0,0,0,0,702780.0415,5364086.2295,11.739617535,48.397297727,0,1,#66c2a5,bicycle
106,23134,"9,20011200117503E+018",9,1,75,132,2020,1,18,1,3,5,3,2,0,1,0,0,0,0,705887.9731,5335838.5214,11.767803474,48.142451128,0,2,#fc8d62,car
107,23141,"9,20010900210903E+018",9,2,61,0,2020,1,9,5,3,6,6,0,1,0,1,0,0,0,731874.4465,5381909.5602,12.141996435,48.547379782,0,1,#66c2a5,bicycle
108,23142,"9,20011200712704E+018",9,7,72,131,2020,1,18,1,3,5,2,2,0,1,0,0,0,0,616387.9653,5353730.8049,10.570196097,48.326041666,0,2,#fc8d62,car
109,23151,"9,20011100110504E+018",9,1,77,117,2020,1,19,7,2,5,2,2,0,1,0,0,0,0,715977557,5352266854,11.911627585,48.286719358,1,2,#fc8d62,car
110,23159,"9,20011400127E+018",9,1,74,135,2020,1,8,3,3,2,6,0,0,1,0,0,1,0,664129549,5352429.5828,11.213347026,48.30375215,1,2,#fc8d62,car
111,23167,"9,20010900120301E+018",9,1,81,114,2020,1,11,5,3,5,3,0,0,1,0,0,0,0,657043.5182,5312846.3888,11.103270745,47.949663391,0,2,#fc8d62,car
112,23169,"9,20011000111307E+018",9,1,75,132,2020,1,5,6,2,5,3,2,0,1,0,0,0,0,709677.2087,5336598.8037,11.819054136,48.148045695,0,2,#fc8d62,car
113,23170,"9,20011300147302E+018",9,1,84,145,2020,1,21,2,3,9,6,2,0,1,0,0,0,0,696273.2227,5322719.4041,11.632667265,48.027581511,0,2,#fc8d62,car
114,23172,"9,20010900117506E+018",9,1,84,131,2020,1,12,5,3,2,6,0,0,1,0,0,1,0,704186.1909,5337879.2383,11.74593234,48.161338646,0,2,#fc8d62,car
115,23174,"9,200110001219E+018",9,1,88,139,2020,1,10,6,2,2,6,0,0,1,0,0,1,0,675364451,5319066415,11.350977374,48.000825514,0,2,#fc8d62,car
116,23175,"9,20011400111306E+018",9,1,75,118,2020,1,7,3,3,5,2,2,0,1,0,0,0,0,715538.2473,5338128.7502,11.898525894,48.159834222,0,2,#fc8d62,car
117,23178,"9,20011000712301E+018",9,7,72,171,2020,1,14,6,3,0,7,0,0,1,0,0,1,0,638715.9274,5370563.7572,10.876831234,48.472893915,0,2,#fc8d62,car
118,23179,"9,20010900117503E+018",9,1,75,111,2020,1,17,5,2,2,6,2,0,1,0,0,0,0,710498.3366,5337809.0604,11.830678611,48.15864984,0,2,#fc8d62,car
119,23184,"9,20010900750103E+018",9,7,78,204,2020,1,14,5,1,9,1,0,0,1,0,0,0,0,615267.6104,5329730.6462,10.548562358,48.110400593,0,2,#fc8d62,car
120,23187,"9,20011300858201E+018",9,1,62,0,2020,1,7,2,3,8,7,1,0,1,0,0,0,0,688684.5084,5336827.1547,11.537217139,48.156671876,0,2,#fc8d62,car
121,23190,"9,200110007106E+018",9,7,61,0,2020,1,23,6,3,5,3,2,0,1,0,0,0,0,638636.7189,5354959.7838,10.870606539,48.332604509,1,2,#fc8d62,car
122,23191,"9,20010900117503E+018",9,1,84,118,2020,1,18,5,2,2,6,2,0,1,0,0,0,0,703797.5905,5335821.2778,11.739727181,48.142969151,1,2,#fc8d62,car
123,23193,"9,20011300110101E+018",9,1,77,115,2020,1,7,2,3,8,1,0,0,1,0,0,0,0,736173476,5352940724,12.183850559,48.285562043,1,2,#fc8d62,car
124,23195,"9,20011100854801E+018",9,1,84,135,2020,1,21,7,3,5,2,2,0,1,0,0,0,0,687866.3279,5347462.7706,11.530934474,48.252508023,1,2,#fc8d62,car
125,23196,"9,20010900117502E+018",9,1,75,132,2020,1,8,5,3,2,6,0,0,1,0,0,0,0,705282.9015,5334552.6248,11.759059462,48.131090888,0,2,#fc8d62,car
126,23198,"9,20011100127E+018",9,7,71,129,2020,1,11,7,3,3,6,0,0,1,0,0,1,0,659075.4146,5356800.3606,11.146889843,48.344338106,0,2,#fc8d62,car
127,23199,"9,200109001175E+018",9,1,75,132,2020,1,17,5,3,2,6,1,0,1,0,0,0,0,707736.6912,5336779.1661,11.793084718,48.150303115,0,2,#fc8d62,car
128,23202,"9,200109001175E+018",9,1,84,112,2020,1,17,5,3,2,6,2,0,1,0,0,0,0,702408.7517,5340167.4584,11.723146508,48.182470596,1,2,#fc8d62,car
129,23208,"9,20010900111302E+018",9,1,84,131,2020,1,19,5,3,2,6,2,0,1,0,0,0,0,704271.7813,5337745.1968,11.747017641,48.160106581,0,2,#fc8d62,car
130,23211,"9,20011400147301E+018",9,1,82,127,2020,1,12,3,3,2,6,0,0,0,0,0,1,0,702277.7801,5312195.1601,11.708161277,47.931125626,0,5,#a6d854,bus
131,23212,"9,200111007106E+018",9,7,61,0,2020,1,11,7,3,0,1,0,0,0,0,1,0,0,642488.3734,5359355.2219,10.924034233,48.37126966,0,4,#e78ac3,marker
132,23214,"9,20011000858201E+018",9,1,84,130,2020,1,7,6,3,5,3,0,0,0,0,0,1,1,698096.4545,5344357.9054,11.667151765,48.221489772,0,5,#a6d854,bus
133,23215,"9,20010900110702E+018",9,1,78,124,2020,1,14,5,3,6,6,0,0,1,1,0,0,0,703801.2752,5368084359,11.755340263,48.43289623,0,2,#fc8d62,car
134,23218,"9,200109001107E+018",9,1,78,124,2020,1,7,5,3,2,6,2,0,1,0,0,0,0,705655447,5363278943,11.778022698,48.38911235,1,2,#fc8d62,car
135,23221,"9,20011400127E+018",9,7,71,129,2020,1,8,3,3,2,6,0,0,1,0,0,0,0,658983.3349,5356861.2989,11.145671043,48.344909141,0,2,#fc8d62,car
136,23225,"9,20010800858201E+018",9,1,62,0,2020,1,17,4,3,1,6,1,0,1,0,0,0,0,685221.8621,5335345765,11.490056766,48.144374481,0,2,#fc8d62,car
137,23230,"9,20010800858201E+018",9,1,84,132,2020,1,15,4,3,5,3,0,0,1,0,0,1,0,683124007,5328836.7453,11.459085974,48.086474179,0,2,#fc8d62,car
138,23233,"9,200108008582E+018",9,1,62,0,2020,1,16,4,3,2,6,1,0,1,0,0,0,0,694510.1624,5335104243,11.614683394,48.139431951,0,2,#fc8d62,car
139,23235,"9,20011000120501E+018",9,1,79,121,2020,1,18,6,2,0,3,2,1,1,0,0,0,0,666717283,5339454108,11.243107036,48.186427495,0,1,#66c2a5,bicycle
140,23236,"9,20010900740106E+018",9,7,77,121,2020,1,17,5,3,3,6,2,0,1,0,0,0,0,630251.6431,5321696.0213,10.747325049,48.035257985,0,2,#fc8d62,car
141,23237,"9,200114001109E+018",9,1,78,143,2020,1,17,3,2,4,6,2,0,1,0,0,0,0,722030.4183,5374343.5866,12.0047755,48.482968464,1,2,#fc8d62,car
142,23240,"9,20011000712101E+018",9,7,71,122,2020,1,14,6,3,5,3,0,0,1,0,1,0,0,652511.9228,5361509.0578,11.060076751,48.388291751,0,2,#fc8d62,car
143,23245,"9,20011300121501E+018",9,1,81,141,2020,1,10,2,2,5,3,0,0,1,0,0,0,0,643077.6971,5321493.6908,10.919223369,48.03069362,0,2,#fc8d62,car
144,23247,"9,20011200147302E+018",9,1,84,114,2020,1,15,1,3,2,1,0,0,1,0,0,0,0,701482.4026,5313864127,11.698305692,47.946375639,0,2,#fc8d62,car
145,23248,"9,200109008582E+018",9,1,62,0,2020,1,12,5,3,5,2,0,0,1,0,0,0,0,686887611,5335146.8914,11.512340982,48.142099802,0,2,#fc8d62,car
146,23249,"9,20011300740701E+018",9,7,62,0,2020,1,5,2,3,2,6,2,0,1,0,1,0,0,621083.1484,5304482.5879,10.619535884,47.882251044,0,2,#fc8d62,car
147,23255,"9,20011200857104E+018",9,1,84,123,2020,1,11,1,3,2,6,0,0,1,0,0,0,0,702840.3767,5331942.0077,11.725028036,48.108412828,0,2,#fc8d62,car
148,23257,"9,20011400161901E+018",9,1,73,137,2020,1,15,3,3,5,3,0,0,1,0,0,0,0,677572.1946,5308337.5208,11.376120575,47.903768759,0,2,#fc8d62,car
149,23260,"9,20011100111303E+018",9,1,75,132,2020,1,23,7,3,5,3,2,0,1,0,0,0,0,707239162,5336747.2126,11.786387941,48.150178257,1,2,#fc8d62,car
150,23262,"9,20011200120901E+018",9,1,79,123,2020,1,18,1,3,5,2,2,0,1,0,0,0,0,677443.3105,5331964.6884,11.384172669,48.116198593,1,2,#fc8d62,car
151,23265,"9,20011100131501E+018",9,1,85,158,2020,1,17,7,2,4,2,2,0,1,0,0,0,0,669138.6103,5380417.6686,11.292133708,48.554027274,0,2,#fc8d62,car
