fid,OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
596,24874,"9,20020100857105E+018",9,1,84,123,2020,2,0,7,3,5,3,2,0,1,0,0,0,1,702489506,5332045244,11.72036883,48.109452225,1,2,#fc8d62,car
597,24877,"9,20020700110507E+018",9,1,77,133,2020,2,16,6,3,3,6,0,0,1,0,0,0,0,712399.3571,5357547.7466,11.866110709,48.335381083,0,2,#fc8d62,car
598,24878,"9,20020100857104E+018",9,1,84,118,2020,2,9,7,3,4,2,0,1,1,0,0,0,0,703025.6692,5336252.0387,11.729567589,48.14708707,0,1,#66c2a5,bicycle
599,24879,"9,20021000217504E+018",9,2,61,0,2020,2,8,2,3,0,7,0,0,0,0,0,1,0,726744.3808,5380069.2077,12.071585805,48.532722236,1,5,#a6d854,bus
600,24882,"9,20020100852104E+018",9,1,62,0,2020,2,12,7,3,5,3,0,0,1,0,0,0,0,694617.6859,5334175.9241,11.615703106,48.131055728,1,2,#fc8d62,car
601,24885,"9,20020700127004E+018",9,1,62,0,2020,2,13,6,3,2,6,0,0,0,0,0,0,1,686537807,5333294.6013,11.506832182,48.12555342,0,6,#ffd92f,circle
602,24891,"9,20020800127004E+018",9,1,62,0,2020,2,21,7,3,3,6,2,0,1,0,0,0,0,680864.7018,5339250.2847,11.433196337,48.180725141,0,2,#fc8d62,car
603,24892,"9,20020600120904E+018",9,1,79,123,2020,2,11,5,3,2,6,0,0,1,0,0,0,1,677293.6866,5335018.4153,11.383434689,48.143690808,0,2,#fc8d62,car
604,24893,"9,20020500121506E+018",9,1,81,130,2020,2,16,4,3,5,3,0,1,1,0,0,0,0,638960.2123,5322675.1567,10.864406149,48.04222698,0,1,#66c2a5,bicycle
605,24895,"9,20021000127004E+018",9,1,74,135,2020,2,23,2,2,7,7,2,0,0,0,0,1,1,663279.4838,5353253581,11.202211243,48.311379908,1,5,#a6d854,bus
606,24901,"9,20020600857105E+018",9,1,84,120,2020,2,11,5,3,3,6,0,0,1,0,0,0,0,681600.8085,5331982.5235,11.43998952,48.115186898,0,2,#fc8d62,car
607,24906,"9,20020100740704E+018",9,7,62,0,2020,2,5,7,3,8,1,2,0,1,0,0,0,0,622659.2554,5304969.9241,10.640746511,47.886334766,0,2,#fc8d62,car
608,24912,"9,20020100717007E+018",9,7,61,0,2020,2,17,7,3,2,6,2,0,1,0,0,0,0,639347.3766,5356441.6814,10.880680225,48.345773137,0,2,#fc8d62,car
609,24915,"9,20020800117004E+018",9,1,78,150,2020,2,16,7,3,2,6,0,0,1,0,0,0,0,691407.6579,5370941.7927,11.589271523,48.462465393,0,2,#fc8d62,car
610,24916,"9,20020500858204E+018",9,1,84,135,2020,2,7,4,3,5,3,0,0,1,0,0,0,0,692117.3498,5344756.1652,11.586916659,48.226907797,1,2,#fc8d62,car
611,24918,"9,20021000110707E+018",9,1,78,124,2020,2,12,2,3,2,6,0,0,1,0,0,0,0,705357608,5364690.8241,11.774694678,48.401896552,0,2,#fc8d62,car
612,24920,"9,20020500217506E+018",9,2,74,124,2020,2,3,4,3,8,1,2,0,0,0,0,1,0,724606.1148,5377468.5371,12.041262294,48.51012742,0,5,#a6d854,bus
613,24934,"9,20020700851504E+018",9,1,62,0,2020,2,15,6,3,2,6,0,0,1,0,0,0,0,690094.8184,5331933.7165,11.553978384,48.112269548,0,2,#fc8d62,car
614,24937,"9,20020900710704E+018",9,7,61,0,2020,2,13,1,3,2,6,0,0,1,0,0,0,0,642123.4165,5362197.3473,10.920070363,48.396907003,0,2,#fc8d62,car
615,24939,"9,20020700147304E+018",9,1,82,133,2020,2,8,6,3,2,6,0,0,1,0,0,0,0,705323.2528,5307191.6206,11.746505018,47.885190649,0,2,#fc8d62,car
616,24940,"9,20020700712307E+018",9,7,72,147,2020,2,14,6,3,8,1,0,0,1,0,0,0,0,637473677,5364879782,10.858166707,48.422057871,0,2,#fc8d62,car
617,24942,"9,20020700857105E+018",9,1,84,118,2020,2,14,6,2,3,6,0,0,1,0,0,0,0,704291.2761,5336430.6003,11.74664844,48.148286574,0,2,#fc8d62,car
618,24944,"9,20020500717305E+018",9,7,71,122,2020,2,17,4,3,2,6,2,0,1,0,0,0,0,648991.2932,5362682.6865,11.012968585,48.399685325,0,2,#fc8d62,car
619,24948,"9,20020700167006E+018",9,1,88,113,2020,2,16,6,3,8,7,0,0,1,0,0,0,0,680754.8638,5316751.3869,11.422202061,47.978514233,0,2,#fc8d62,car
620,24962,"9,20020400147305E+018",9,1,82,133,2020,2,10,3,3,9,1,0,0,1,0,0,0,0,703769.9107,5308364255,11.726304649,47.896224211,1,2,#fc8d62,car
621,24966,"9,20020400147304E+018",9,1,84,141,2020,2,2,3,3,2,6,2,0,1,0,0,0,0,700365.7672,5317213.3157,11.684928867,47.976826229,1,2,#fc8d62,car
622,24970,"9,20020400141304E+018",9,1,87,177,2020,2,16,3,3,5,3,0,1,1,0,0,0,0,735368.5934,5305307.0509,12.146792991,47.857950515,1,1,#66c2a5,bicycle
623,24975,"9,20020100210906E+018",9,2,61,0,2020,2,11,7,3,1,6,0,0,1,0,0,0,0,732788.2595,5381507.2886,12.154134702,48.543427916,0,2,#fc8d62,car
624,24979,"9,20020100210904E+018",9,2,61,0,2020,2,18,7,3,2,6,2,0,1,0,0,0,0,732281736,5380652847,12.146806182,48.535940385,1,2,#fc8d62,car
625,24981,"9,20020400141304E+018",9,1,63,0,2020,2,5,3,3,5,3,2,0,1,0,0,0,0,732933.9513,5303176.9675,12.113146093,47.839700614,1,2,#fc8d62,car
626,24982,"9,20020700117004E+018",9,1,78,124,2020,2,20,6,3,2,6,2,0,1,0,0,0,0,701470.4471,5358345564,11.719195184,48.346129271,0,2,#fc8d62,car
627,24988,"9,20020800121705E+018",9,1,79,126,2020,2,9,7,3,4,6,0,0,1,0,0,0,1,677587.9474,5339322.1426,11.389183906,48.182295395,0,2,#fc8d62,car
628,24989,"9,20020600110704E+018",9,1,78,115,2020,2,19,5,2,2,6,2,0,1,0,0,1,0,704062.7423,5374520.6813,11.762009452,48.490648419,1,2,#fc8d62,car
629,24990,"9,20020100161704E+018",9,1,90,159,2020,2,18,7,3,1,6,2,0,1,0,0,0,0,662446.96,5304535.6515,11.17245449,47.873595199,1,2,#fc8d62,car
630,24991,"9,20021000117506E+018",9,1,75,132,2020,2,19,2,2,2,6,2,0,1,0,0,0,0,708231.4896,5336821.7897,11.799750058,48.150524359,0,2,#fc8d62,car
631,24995,"9,20020800131305E+018",9,1,86,143,2020,2,12,7,2,5,2,0,0,1,0,0,0,1,681458.9907,5382352.1642,11.459785701,48.567970952,0,2,#fc8d62,car
632,25004,"9,20020700110506E+018",9,1,77,133,2020,2,14,6,3,1,6,0,0,1,0,0,0,0,711303.1698,5360077.3576,11.852607121,48.358478301,0,2,#fc8d62,car
633,25005,"9,20020400740105E+018",9,7,77,140,2020,2,18,3,3,4,1,2,0,1,0,0,0,0,628898866,5317762731,10.728003409,48.000160189,2,2,#fc8d62,car
634,25009,"9,20020500117506E+018",9,1,62,0,2020,2,20,4,1,6,7,2,0,1,1,0,0,0,695654.6462,5343958.2889,11.634127402,48.218655946,0,2,#fc8d62,car
635,25011,"9,20020100140707E+018",9,1,82,133,2020,2,12,7,1,9,1,0,0,1,0,0,0,0,707794.4244,5306731.8633,11.779299448,47.88026386,0,2,#fc8d62,car
636,25013,"9,20020800110104E+018",9,1,77,139,2020,2,9,7,3,2,6,0,0,1,0,0,0,0,731901835,5360160512,12.130323945,48.351998233,0,2,#fc8d62,car
637,25015,"9,20020500117004E+018",9,1,77,126,2020,2,1,4,2,8,1,2,0,1,0,0,0,0,718677.9736,5369587.5478,11.956984531,48.441412902,1,2,#fc8d62,car
638,25016,"9,20020100137003E+018",9,1,86,162,2020,2,14,7,3,2,6,0,0,1,0,0,0,0,691246.8975,5382993.1506,11.5926234,48.570821928,0,2,#fc8d62,car
639,25017,"9,20020900854804E+018",9,1,84,119,2020,2,15,1,3,3,7,0,0,1,0,1,0,0,696331.1908,5346458.9501,11.644384196,48.240921024,0,2,#fc8d62,car
640,25029,"9,20021200851505E+018",9,1,62,0,2020,2,16,4,3,1,6,0,0,1,0,0,0,0,689021.1152,5331834.8198,11.539523782,48.111700204,1,2,#fc8d62,car
641,25041,"9,20021200710605E+018",9,7,61,0,2020,2,21,4,2,5,1,2,1,1,0,0,0,0,641386.2169,5357502.4293,10.908537621,48.354857938,1,1,#66c2a5,bicycle
642,25046,"9,20021300717305E+018",9,7,72,147,2020,2,2,5,3,8,1,2,0,1,0,0,0,0,636537.8124,5364236.7611,10.845314571,48.416479449,1,2,#fc8d62,car
643,25059,"9,20021300140705E+018",9,1,82,127,2020,2,11,5,3,2,6,0,0,1,0,0,0,0,700084.0674,5308319.7701,11.67702611,47.896984166,0,2,#fc8d62,car
644,25068,"9,20021200858205E+018",9,1,62,0,2020,2,10,4,3,1,7,0,0,1,0,0,0,0,701544.2977,5332260.1178,11.707786577,48.111683048,0,2,#fc8d62,car
645,25073,"9,20021300120706E+018",9,1,88,120,2020,2,16,5,3,5,3,0,0,1,0,0,0,0,676551.8107,5325341.2741,11.369467029,48.056906265,0,2,#fc8d62,car
646,25077,"9,20021400120518E+018",9,1,79,121,2020,2,15,6,3,5,3,0,0,1,0,0,0,0,665471.7094,5339733.7559,11.226470521,48.189267241,0,2,#fc8d62,car
647,25090,"9,20021400110105E+018",9,1,77,115,2020,2,12,6,3,2,6,0,1,1,0,0,0,0,733742544,5351830.9438,12.150517247,48.27649483,1,1,#66c2a5,bicycle
648,25100,"9,20021200210906E+018",9,2,61,0,2020,2,18,4,3,8,6,2,0,1,0,0,0,1,727800.5205,5380501.9783,12.086107697,48.536227551,1,2,#fc8d62,car
649,25111,"9,20021200141504E+018",9,1,87,170,2020,2,9,4,3,8,1,0,0,0,0,0,1,0,733426.2513,5319999.2259,12.128822355,47.990652101,0,5,#a6d854,bus
650,25114,"9,20021200140104E+018",9,1,87,150,2020,2,11,4,2,5,3,0,0,1,0,0,0,0,728439.2876,5304455.5225,12.053839136,47.852800325,0,2,#fc8d62,car
651,25119,"9,20021400161905E+018",9,1,73,147,2020,2,7,6,3,2,6,0,0,1,0,0,0,0,681429.6703,5308018.9614,11.427556658,47.899825862,1,2,#fc8d62,car
652,25123,"9,20021300110706E+018",9,1,78,157,2020,2,7,5,3,0,1,0,0,0,0,1,0,0,700932.3791,5370838.9389,11.717920699,48.458571636,1,4,#e78ac3,marker
653,25126,"9,20021200127004E+018",9,1,74,146,2020,2,9,4,3,2,6,0,0,1,0,0,0,0,666486.9846,5351088288,11.244583838,48.29107817,0,2,#fc8d62,car
654,25127,"9,20021200120904E+018",9,1,79,145,2020,2,10,4,3,4,6,0,0,1,0,0,1,0,673338.2466,5335637.0484,11.330558067,48.15034204,0,2,#fc8d62,car
655,25128,"9,20021400117507E+018",9,1,84,112,2020,2,12,6,3,2,6,0,0,1,0,0,0,0,701551.4702,5340761234,11.711908025,48.188079263,1,2,#fc8d62,car
656,25129,"9,20021200111107E+018",9,1,78,145,2020,2,12,4,3,4,1,0,0,1,0,0,0,0,699426.7507,5354892.9931,11.690010117,48.315750379,0,2,#fc8d62,car
657,25132,"9,20021100858205E+018",9,1,62,0,2020,2,9,3,3,3,6,0,0,1,0,0,1,0,689655.4487,5339037.0265,11.551245383,48.176245378,0,2,#fc8d62,car
658,25133,"9,20021200712106E+018",9,7,71,130,2020,2,12,4,3,2,6,0,0,1,0,0,0,0,645388711,5357701.0598,10.962602416,48.35573506,0,2,#fc8d62,car
659,25139,"9,20021200858204E+018",9,1,62,0,2020,2,14,4,3,2,6,0,0,1,0,0,1,0,690741.8659,5339056.6944,11.565853531,48.176096997,0,2,#fc8d62,car
660,25147,"9,20021400711305E+018",9,7,72,202,2020,2,12,6,2,5,3,0,1,1,0,0,0,0,636375.2384,5357755.3045,10.841014582,48.3582339,1,1,#66c2a5,bicycle
661,25155,"9,20021100717304E+018",9,7,71,122,2020,2,13,3,3,9,1,0,0,1,0,0,0,0,655034405,5360182.4865,11.093636693,48.375750153,2,2,#fc8d62,car
662,25158,"9,20021100712704E+018",9,7,72,130,2020,2,15,3,3,2,6,0,0,1,0,0,0,0,631218.2467,5356816.8656,10.771139807,48.350888001,0,2,#fc8d62,car
663,25164,"9,20021300120904E+018",9,1,88,121,2020,2,19,5,3,4,3,2,0,1,0,0,0,0,670408.7778,5332667.7887,11.290015872,48.124440701,1,2,#fc8d62,car
664,25176,"9,2002130011033E+018",9,1,75,122,2020,2,8,5,2,0,1,0,1,0,0,0,0,1,720894.7028,5326163431,11.964266123,48.050488488,2,1,#66c2a5,bicycle
665,25181,"9,20021400110305E+018",9,1,75,122,2020,2,13,6,3,5,3,0,0,1,0,0,0,0,721004165,5326068.3166,11.965683886,48.049595994,1,2,#fc8d62,car
666,25210,"9,20021100210905E+018",9,2,61,0,2020,2,15,3,3,0,6,0,0,1,0,0,1,0,735010.9405,5382098.7525,12.184536046,48.547912201,0,2,#fc8d62,car
667,25211,"9,20021100210904E+018",9,2,61,0,2020,2,6,3,3,2,6,1,0,1,0,0,0,0,732906.4285,5381268.1639,12.15559963,48.541236087,0,2,#fc8d62,car
668,25227,"9,20021100127004E+018",9,1,62,0,2020,2,17,3,3,2,6,2,0,1,0,0,0,0,680708.8952,5339104.7332,11.431040314,48.179461141,1,2,#fc8d62,car
669,25228,"9,20021200858204E+018",9,1,62,0,2020,2,7,4,3,7,1,0,1,0,0,0,0,0,700250.9025,5332876.6483,11.690718978,48.1176318,0,1,#66c2a5,bicycle
670,25231,"9,20021100121904E+018",9,1,88,139,2020,2,6,3,3,2,2,1,0,1,0,0,0,0,675287.8218,5319400.3586,11.350087386,48.003848548,1,2,#fc8d62,car
671,25232,"9,20021300111307E+018",9,1,75,135,2020,2,8,5,3,2,7,0,1,1,0,0,0,0,708663516,5339296.9478,11.806765654,48.17262488,0,1,#66c2a5,bicycle
672,25235,"9,20021100121504E+018",9,1,81,126,2020,2,9,3,3,8,1,0,0,0,0,0,0,1,636673.2604,5329928.3809,10.836058733,48.10794495,2,6,#ffd92f,circle
673,25236,"9,20021100121504E+018",9,1,81,126,2020,2,9,3,3,8,1,0,0,1,0,0,0,0,636379.7244,5331957.8244,10.832766648,48.12625743,2,2,#fc8d62,car
674,25237,"9,20021400117507E+018",9,1,84,112,2020,2,22,6,3,5,6,2,0,1,0,0,1,0,703333.4591,5339117.4383,11.735070241,48.172739193,0,2,#fc8d62,car
675,25238,"9,20021100120104E+018",9,1,74,126,2020,2,19,3,3,2,6,2,0,1,0,0,0,0,683433932,5344161.4024,11.469849975,48.224132231,0,2,#fc8d62,car
676,25241,"9,20021100120104E+018",9,1,74,118,2020,2,13,3,3,8,1,0,0,1,0,0,0,0,668578.4907,5355557.4213,11.274544367,48.330700303,2,2,#fc8d62,car
677,25242,"9,20021200740707E+018",9,7,62,0,2020,2,7,4,3,5,3,1,1,1,0,0,0,0,622753.6049,5303672.9433,10.641639382,47.874652102,1,1,#66c2a5,bicycle
678,25243,"9,20021100117005E+018",9,1,78,113,2020,2,11,3,3,2,6,0,0,1,0,0,0,0,691526.9097,5367422.5997,11.589273643,48.430801122,1,2,#fc8d62,car
679,25245,"9,2002110011111E+018",9,1,78,130,2020,2,12,3,3,5,3,0,1,1,0,0,0,0,703622.9021,5354376.9199,11.74629485,48.309775693,0,1,#66c2a5,bicycle
680,25246,"9,20021100110104E+018",9,1,77,123,2020,2,10,3,2,4,6,0,0,1,0,0,0,0,728888.2098,5345680.3416,12.081862156,48.22301229,2,2,#fc8d62,car
681,25249,"9,20021000858206E+018",9,1,62,0,2020,2,14,2,3,2,6,0,0,1,0,0,0,0,680185.0264,5334990.4044,11.422256608,48.142626711,0,2,#fc8d62,car
682,25250,"9,20021000858205E+018",9,1,62,0,2020,2,21,2,3,1,1,2,0,1,0,0,0,0,687832.2138,5343421.3619,11.528683731,48.21619379,0,2,#fc8d62,car
683,25251,"9,20021300851305E+018",9,1,62,0,2020,2,20,5,3,2,6,2,0,1,0,0,0,0,693381579,5337424.4297,11.600582867,48.160629024,1,2,#fc8d62,car
684,25260,"9,20021000710705E+018",9,7,61,0,2020,2,6,2,3,7,7,2,1,0,0,0,0,0,644843.8727,5356257.0245,10.954755283,48.342876382,1,1,#66c2a5,bicycle
685,25261,"9,20021300141304E+018",9,1,87,177,2020,2,6,5,3,2,6,0,0,1,0,0,0,0,735984.4683,5304142.5771,12.154378995,47.847263312,0,2,#fc8d62,car
686,25283,"9,2002130011051E+018",9,1,77,133,2020,2,20,5,3,3,3,2,0,1,0,0,0,0,713706.4845,5356033.0036,11.882958027,48.321330089,1,2,#fc8d62,car
687,25288,"9,20021400111107E+018",9,1,78,130,2020,2,12,6,3,2,1,0,0,1,0,0,0,0,702660.9203,5358138.7098,11.735144183,48.343889637,1,2,#fc8d62,car
688,25298,"9,2002190074071E+018",9,7,62,0,2020,2,12,4,3,2,6,0,0,1,0,0,0,0,622992.8559,5306263.9727,10.645575775,47.897909137,1,2,#fc8d62,car
689,25299,"9,20021900717306E+018",9,7,71,122,2020,2,19,4,3,8,1,2,0,1,0,0,0,0,655649.8434,5359657.5124,11.101747634,48.370878848,0,2,#fc8d62,car
690,25300,"9,20021900712305E+018",9,7,72,217,2020,2,9,4,3,2,1,0,0,1,0,0,0,1,636081.9268,5381954.9682,10.844930109,48.575895796,0,2,#fc8d62,car
691,25317,"9,20022000141305E+018",9,1,63,0,2020,2,20,5,3,5,3,2,1,1,0,0,0,0,733563144,5305095802,12.122577925,47.856711321,0,1,#66c2a5,bicycle
692,25326,"9,20022000117507E+018",9,1,84,147,2020,2,1,5,3,0,7,2,0,1,0,0,0,0,699119.7684,5341572.5488,11.67960683,48.196137456,0,2,#fc8d62,car
693,25330,"9,20022000131506E+018",9,1,85,158,2020,2,15,5,3,5,3,0,1,1,0,0,0,0,668273.4029,5382041.3491,11.28107482,48.568855564,0,1,#66c2a5,bicycle
694,25339,"9,20021900161905E+018",9,1,73,120,2020,2,13,4,3,2,2,0,0,1,0,0,0,0,682988542,5310091.0691,11.449274184,47.918009574,1,2,#fc8d62,car
695,25340,"9,20021900161905E+018",9,1,73,120,2020,2,8,4,3,5,3,0,0,1,0,0,0,0,682988.0885,5310090.7318,11.449267977,47.918006672,0,2,#fc8d62,car
696,25353,"9,20021900131307E+018",9,1,86,151,2020,2,17,4,3,5,3,1,0,1,0,0,0,0,679072402,5374393061,11.424045212,48.497118659,0,2,#fc8d62,car
697,25358,"9,20021900127005E+018",9,1,88,126,2020,2,20,4,2,3,6,2,0,1,0,0,0,0,659066.9972,5327303.3127,11.135715006,48.079145131,0,2,#fc8d62,car
698,25359,"9,20021900117507E+018",9,1,84,118,2020,2,18,4,3,2,6,2,0,1,0,0,0,0,704136.2591,5335836.6936,11.744282007,48.142999121,0,2,#fc8d62,car
699,25360,"9,20021900110906E+018",9,1,78,144,2020,2,12,4,3,8,1,0,0,1,0,0,0,0,704376.1643,5377018.0939,11.767468841,48.512988085,1,2,#fc8d62,car
700,25361,"9,20021900110305E+018",9,1,75,122,2020,2,8,4,2,0,7,0,0,0,0,1,0,0,723136498,5323291605,11.992811177,48.023905938,0,4,#e78ac3,marker
701,25362,"9,20021800858205E+018",9,1,84,112,2020,2,15,3,3,3,3,0,0,1,0,0,0,0,703370.34,5338570622,11.735304208,48.167813344,0,2,#fc8d62,car
702,25364,"9,20021800858205E+018",9,1,84,118,2020,2,14,3,3,5,2,0,0,1,0,0,0,0,704006.3832,5335655.4573,11.742451289,48.14141207,0,2,#fc8d62,car
703,25365,"9,20021800852406E+018",9,1,62,0,2020,2,17,3,3,0,1,1,1,0,0,0,0,0,694877.9904,5334105.9217,11.61916585,48.130346933,0,1,#66c2a5,bicycle
704,25370,"9,20021800717305E+018",9,7,72,202,2020,2,14,3,3,0,3,0,0,1,0,0,1,0,637290301,5358362.8785,10.853559148,48.363498838,0,2,#fc8d62,car
705,25371,"9,20021800710105E+018",9,7,71,144,2020,2,5,3,3,9,7,2,0,1,0,0,0,0,659973.8629,5376636.6966,11.166578432,48.52244165,0,2,#fc8d62,car
706,25402,"9,20021900858205E+018",9,1,62,0,2020,2,20,4,3,0,1,2,1,0,0,0,0,0,687361193,5335083496,11.518673107,48.141390705,0,1,#66c2a5,bicycle
707,25403,"9,20021800141307E+018",9,1,87,177,2020,2,6,3,3,2,6,0,0,1,0,0,0,0,735990205,5305685.1995,12.155297035,47.861119759,0,2,#fc8d62,car
708,25405,"9,20021800140107E+018",9,1,87,130,2020,2,15,3,3,5,3,0,1,1,0,0,0,0,711831.0136,5309606.4677,11.834632694,47.904777126,0,1,#66c2a5,bicycle
709,25406,"9,20021800140105E+018",9,1,87,122,2020,2,0,3,2,8,1,2,0,1,0,0,0,0,716581.2395,5306155.7499,11.896384224,47.872183603,0,2,#fc8d62,car
710,25407,"9,20021800131505E+018",9,1,85,158,2020,2,19,3,3,5,2,2,0,1,0,0,0,0,666571305,5379460568,11.256987582,48.546110742,0,2,#fc8d62,car
711,25408,"9,20021800131505E+018",9,1,85,158,2020,2,5,3,3,5,2,2,0,1,0,0,0,0,665640433,5381774811,11.24530556,48.567160887,1,2,#fc8d62,car
712,25409,"9,20021800121707E+018",9,1,79,134,2020,2,18,3,3,3,6,2,1,1,0,0,0,0,662772679,5344854744,11.192147226,48.236003706,0,1,#66c2a5,bicycle
713,25411,"9,20021800121505E+018",9,1,81,133,2020,2,5,3,3,0,1,2,1,0,0,0,0,0,640172.2708,5313431.7725,10.877639432,47.958842329,1,1,#66c2a5,bicycle
714,25412,"9,20021800120705E+018",9,1,88,120,2020,2,9,3,3,8,1,0,0,1,0,0,0,0,675443043,5324856.8727,11.354400903,48.052857547,0,2,#fc8d62,car
715,25413,"9,20021800120105E+018",9,1,74,115,2020,2,8,3,3,4,2,0,0,1,0,0,0,0,683263553,5348445905,11.46941225,48.262692486,0,2,#fc8d62,car
716,25414,"9,20021800117005E+018",9,1,62,0,2020,2,17,3,3,2,6,1,0,1,0,0,0,0,692771.5062,5339082.0423,11.59313882,48.175712399,0,2,#fc8d62,car
717,25415,"9,20021800110513E+018",9,1,77,116,2020,2,11,3,2,4,6,0,0,1,0,0,1,0,714558.1367,5361395.9158,11.897163826,48.369228214,0,2,#fc8d62,car
718,25416,"9,20021700857105E+018",9,1,62,0,2020,2,21,2,3,2,6,2,0,1,0,0,0,0,682604.6099,5342129.8747,11.457819603,48.206110972,1,2,#fc8d62,car
719,25419,"9,2002170075091E+018",9,7,74,198,2020,2,10,2,3,2,6,0,0,1,0,0,0,0,615940191,5351029.2392,10.56341489,48.301827866,0,2,#fc8d62,car
720,25422,"9,20021700740109E+018",9,7,77,121,2020,2,18,2,2,2,1,2,1,0,0,0,0,1,629819106,5321787.9375,10.741553212,48.03617267,1,1,#66c2a5,bicycle
721,25423,"9,20021700712705E+018",9,7,72,137,2020,2,18,2,3,6,6,2,0,1,1,0,0,0,622719.5498,5371227.1096,10.660695249,48.482184526,1,2,#fc8d62,car
722,25424,"9,20021700710107E+018",9,7,71,144,2020,2,7,2,3,4,2,0,0,1,0,0,0,0,660835.5311,5373673.7438,11.177097692,48.4955849,0,2,#fc8d62,car
723,25447,"9,20022000120105E+018",9,1,74,113,2020,2,15,5,3,2,6,0,0,1,0,0,0,0,674138.9718,5344564.4761,11.344975122,48.230375139,0,2,#fc8d62,car
724,25452,"9,20022000137005E+018",9,1,86,152,2020,2,12,5,3,3,6,0,0,1,0,0,1,1,691253749,5380780249,11.591699309,48.550932296,0,2,#fc8d62,car
725,25465,"9,2002170021091E+018",9,2,74,126,2020,2,13,2,3,4,2,0,0,1,0,0,0,0,731900795,5383988756,12.143510973,48.566046966,0,2,#fc8d62,car
726,25472,"9,20021700147305E+018",9,1,82,133,2020,2,9,2,3,2,6,0,0,0,0,0,1,0,705496.3192,5307095.9844,11.748771777,47.884275794,0,5,#a6d854,bus
727,25477,"9,20021700131305E+018",9,1,86,143,2020,2,4,2,3,9,1,2,0,1,0,0,0,0,686816.9936,5378573448,11.530648704,48.532435746,0,2,#fc8d62,car
728,25478,"9,20021700127004E+018",9,1,84,120,2020,2,19,2,3,3,6,2,0,1,0,0,1,0,682112.5661,5333295.1195,11.447419714,48.126839398,1,2,#fc8d62,car
729,25479,"9,20021700121505E+018",9,1,81,130,2020,2,16,2,3,5,3,0,0,1,0,0,0,0,640831.9,5323624.71,10.889816656,48.05035541,1,2,#fc8d62,car
730,25480,"9,20021700120305E+018",9,1,81,114,2020,2,2,2,3,8,1,2,0,1,0,0,0,0,657448.3487,5311379435,11.108152216,47.936374358,0,2,#fc8d62,car
731,25481,"9,20021700117507E+018",9,1,84,121,2020,2,2,2,3,9,1,2,0,1,0,0,0,0,704978.0687,5331554.8592,11.75352634,48.104249419,0,2,#fc8d62,car
732,25482,"9,20021700110104E+018",9,1,77,115,2020,2,17,2,3,1,6,2,0,1,0,0,0,0,734041.3442,5351356.3415,12.154275623,48.272121086,0,2,#fc8d62,car
733,25483,"9,20021600858207E+018",9,1,62,0,2020,2,20,1,3,2,6,2,0,1,0,0,0,0,694171.7737,5331723.7777,11.608599634,48.109152859,0,2,#fc8d62,car
734,25484,"9,20021600858205E+018",9,1,62,0,2020,2,22,1,3,0,6,2,0,0,0,0,0,1,691384.0163,5331929749,11.571279322,48.111847811,0,6,#ffd92f,circle
735,25486,"9,20021600858204E+018",9,1,84,142,2020,2,14,1,3,4,1,0,1,1,0,0,0,0,682991986,5318282.2264,11.452804562,47.991639034,0,1,#66c2a5,bicycle
736,25487,"9,20021600858204E+018",9,1,62,0,2020,2,21,1,3,4,2,2,0,1,0,0,0,0,693505.0708,5331528.4684,11.599563807,48.107600348,0,2,#fc8d62,car
737,25488,"9,20021600852905E+018",9,1,62,0,2020,2,14,1,3,5,2,0,1,1,0,0,0,0,688326.71,5328389429,11.528683858,48.080937845,0,1,#66c2a5,bicycle
738,25489,"9,20021600852805E+018",9,1,84,129,2020,2,14,1,3,3,7,0,1,1,0,0,0,0,701570.0607,5324803.9005,11.704615298,48.044665753,0,1,#66c2a5,bicycle
739,25492,"9,20021600711304E+018",9,7,61,0,2020,2,2,1,3,8,1,2,0,1,0,0,0,0,637387.3241,5359486.7143,10.855235487,48.373583133,0,2,#fc8d62,car
740,25493,"9,20021600710605E+018",9,7,61,0,2020,2,8,1,3,5,1,0,0,1,0,0,0,0,642427.7325,5359314.1205,10.923201951,48.370913784,0,2,#fc8d62,car
741,25498,"9,20022000141305E+018",9,1,63,0,2020,2,7,5,3,3,2,1,1,1,0,0,0,0,734694813,5304879.3143,12.137566707,47.854354172,0,1,#66c2a5,bicycle
742,25510,"9,20022000131307E+018",9,1,86,151,2020,2,16,5,3,4,3,0,0,1,0,0,0,0,678110.4801,5376343.3985,11.411868189,48.514922482,0,2,#fc8d62,car
743,25519,"9,20021600131305E+018",9,1,86,152,2020,2,12,1,3,4,2,0,0,1,0,0,0,0,691077.2431,5375734.7045,11.586997742,48.505640935,0,2,#fc8d62,car
744,25521,"9,20021600120105E+018",9,1,74,131,2020,2,18,1,3,1,6,2,0,1,0,0,0,0,676942.3348,5357039.8719,11.387916599,48.341739779,0,2,#fc8d62,car
745,25522,"9,2002160011751E+018",9,1,84,118,2020,2,22,1,3,4,6,2,0,1,0,0,0,0,702942.6581,5335731.9079,11.728204957,48.142439272,0,2,#fc8d62,car
