OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,ULICHTVERH,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,Teilnehmer,color,symbol
75293,"9,17E+18",9,2,61,0,2017,3,10,6,3,5,3,0,1,0,0,0,0,0,736096.4134,5383021.9265,12.199744342,48.555796877,2,#fc8d62,car
75295,"9,17E+18",9,1,73,126,2017,3,14,6,3,0,7,0,1,0,0,0,0,0,687431504.0,5303523059.0,11.505833151,47.857688195,2,#fc8d62,car
75298,"9,17E+18",9,1,62,0,2017,3,15,6,3,8,6,0,1,0,0,0,0,0,694612.6024,5331440.6867,11.614386427,48.106474011,2,#fc8d62,car
75302,"9,17E+18",9,1,79,142,2017,3,9,6,2,9,1,0,1,0,0,0,0,0,673627646.0,5341132.8237,11.336690669,48.199666982,2,#fc8d62,car
75303,"9,17E+18",9,1,74,131,2017,3,18,6,3,0,1,0,0,0,1,1,1,1,676055.9736,5364549.8133,11.379110325,48.409493063,4,#e78ac3,marker
75306,"9,17E+18",9,1,75,118,2017,3,20,6,3,2,6,0,1,0,0,1,2,0,716092141.0,5340359.9971,11.907098503,48.179694735,2,#fc8d62,car
75307,"9,17E+18",9,1,62,0,2017,3,16,6,3,2,6,0,1,0,0,1,0,0,695565.7538,5344008.1471,11.632954935,48.21913144,2,#fc8d62,car
75308,"9,17E+18",9,1,77,112,2017,3,23,7,3,3,6,0,1,0,0,0,2,0,714631.8271,5365877.9854,11.900447115,48.409474756,2,#fc8d62,car
75309,"9,17E+18",9,1,78,113,2017,3,13,6,3,2,6,0,1,0,0,0,0,0,691636295.0,5365231.0976,11.589749514,48.411072118,2,#fc8d62,car
75311,"9,17E+18",9,1,78,137,2017,3,12,6,3,2,6,0,1,0,0,0,0,0,692292.4209,5362613.6106,11.597408196,48.387348151,2,#fc8d62,car
75312,"9,17E+18",9,1,77,112,2017,3,16,6,3,2,6,0,1,0,0,0,0,0,716973.2898,5362916.6193,11.93051607,48.382066001,2,#fc8d62,car
75313,"9,17E+18",9,1,75,132,2017,3,8,6,2,2,6,0,1,0,0,0,0,0,706136.88,5330798162.0,11.768708723,48.097075484,2,#fc8d62,car
75314,"9,17E+18",9,1,75,115,2017,3,18,6,2,5,3,0,1,0,0,0,2,0,718386792.0,5327806989.0,11.931496427,48.066119284,2,#fc8d62,car
75315,"9,17E+18",9,1,62,0,2017,3,15,5,3,5,2,0,1,0,0,0,0,1,694058.8949,5340271.0066,11.610980985,48.186006472,2,#fc8d62,car
75316,"9,17E+18",9,1,62,0,2017,3,19,5,3,2,6,0,1,0,0,0,2,1,691527.3156,5331946705.0,11.573210176,48.111957136,2,#fc8d62,car
75317,"9,17E+18",9,1,84,130,2017,3,9,5,3,3,6,0,1,0,0,0,0,1,699477.3437,5345955.0342,11.686474444,48.235410439,2,#fc8d62,car
75318,"9,17E+18",9,1,62,0,2017,3,16,5,3,2,6,0,1,0,0,0,0,1,680971.8519,5335180.0467,11.432904763,48.144108053,2,#fc8d62,car
75319,"9,17E+18",9,1,62,0,2017,3,7,5,3,2,6,0,1,0,0,0,0,1,688824.6356,5340140.5844,11.540571097,48.186411613,2,#fc8d62,car
75320,"9,17E+18",9,1,84,135,2017,3,16,5,2,6,4,0,1,1,0,0,0,1,689785.5682,5348348.3097,11.557160992,48.259895302,2,#fc8d62,car
75321,"9,17E+18",9,1,84,135,2017,3,13,5,3,5,3,0,1,0,0,0,0,1,691187.4327,5347498.6567,11.575646051,48.251837465,2,#fc8d62,car
75328,"9,17E+18",9,7,61,0,2017,3,7,5,3,2,6,0,1,0,0,0,0,1,639632187.0,5352265.7027,10.883138594,48.30816066,2,#fc8d62,car
75329,"9,17E+18",9,7,61,0,2017,3,16,5,2,2,2,0,1,0,0,0,0,1,641330.4063,5365088.3387,10.910336851,48.423079709,2,#fc8d62,car
75330,"9,17E+18",9,7,72,151,2017,3,14,5,3,4,6,0,0,0,0,1,0,1,622500.8136,5342901.4825,10.649491395,48.227498291,6,#ffd92f,circle
75331,"9,17E+18",9,7,72,184,2017,3,13,5,3,6,4,0,1,1,0,0,0,1,636314.9845,5360981.4365,10.841247564,48.387256137,2,#fc8d62,car
75332,"9,17E+18",9,7,71,130,2017,3,6,5,3,3,3,0,1,0,0,0,1,1,645109606.0,5360755493.0,10.959891036,48.383262706,2,#fc8d62,car
75392,"9,17E+18",9,2,61,0,2017,3,9,5,3,2,6,0,1,0,0,1,0,1,736974.7916,5381459.5182,12.210740443,48.541431799,2,#fc8d62,car
75395,"9,17E+18",9,1,90,144,2017,3,17,5,3,9,7,0,1,0,0,0,0,1,657677.5648,5309760434.0,11.110626521,47.921761257,2,#fc8d62,car
75396,"9,17E+18",9,1,90,138,2017,3,7,5,3,9,7,0,1,0,0,0,0,1,659231.7093,5310855.3514,11.131819706,47.931221617,2,#fc8d62,car
75397,"9,17E+18",9,1,90,138,2017,3,8,5,2,5,3,0,1,0,0,0,0,1,660987.8275,5310612.6591,11.155223074,47.928600875,2,#fc8d62,car
75398,"9,17E+18",9,1,83,119,2017,3,22,5,2,8,1,0,1,0,0,0,2,1,738136.4163,5339712.0566,12.202839774,48.165997317,2,#fc8d62,car
75402,"9,17E+18",9,1,62,0,2017,3,6,5,3,9,1,0,1,0,0,0,2,1,694560.0306,5331145.3557,11.61354629,48.103835737,2,#fc8d62,car
75404,"9,17E+18",9,1,82,136,2017,3,17,5,3,2,6,0,1,0,0,0,0,1,703321.3357,5304313.1436,11.718403409,47.859958201,2,#fc8d62,car
75407,"9,17E+18",9,1,85,143,2017,3,10,5,2,3,3,1,0,0,0,1,0,1,663028.8588,5386042.8381,11.211606901,48.606213245,1,#66c2a5,bicycle
75409,"9,17E+18",9,1,79,118,2017,3,20,5,3,5,6,0,1,0,0,1,2,1,672721.4966,5338156.5752,11.323295935,48.173159186,2,#fc8d62,car
75410,"9,17E+18",9,1,88,144,2017,3,14,5,3,5,2,0,1,0,0,0,0,1,665828.4005,5328300.6861,11.226814623,48.086389161,2,#fc8d62,car
75411,"9,17E+18",9,1,84,129,2017,3,18,5,3,2,6,0,1,0,0,0,0,1,700006.3217,5324634.2334,11.683578127,48.04363271,2,#fc8d62,car
75412,"9,17E+18",9,1,78,124,2017,3,6,5,2,5,3,0,1,0,0,0,1,1,702935804.0,5359450675.0,11.739481978,48.355591177,2,#fc8d62,car
75413,"9,17E+18",9,1,62,0,2017,3,23,4,3,4,2,0,1,0,0,0,2,1,687373.6367,5335072.4194,11.518835345,48.141287481,2,#fc8d62,car
75414,"9,17E+18",9,1,84,119,2017,3,18,4,3,2,6,0,1,0,0,0,2,0,695642.3649,5347163.1102,11.635441923,48.247462415,2,#fc8d62,car
75415,"9,17E+18",9,1,62,0,2017,3,15,4,3,2,6,0,1,0,0,0,0,0,695514661.0,5338380.6541,11.629676805,48.168570732,2,#fc8d62,car
75416,"9,17E+18",9,1,62,0,2017,3,9,4,3,2,6,0,1,0,0,0,0,0,686077.9707,5340774.3779,11.503930219,48.192918816,2,#fc8d62,car
75417,"9,17E+18",9,1,62,0,2017,3,12,4,3,2,6,0,1,0,0,0,0,0,686706802.0,5335172.3852,11.509923954,48.142382033,2,#fc8d62,car
75418,"9,17E+18",9,1,62,0,2017,3,8,4,3,5,2,1,1,0,0,0,0,0,692194.3133,5339295.3339,11.585479154,48.177804228,1,#66c2a5,bicycle
75419,"9,17E+18",9,1,84,134,2017,3,8,4,2,4,6,0,1,0,0,0,0,0,694552.5146,5321239.7519,11.608940264,48.014809044,2,#fc8d62,car
75420,"9,17E+18",9,1,62,0,2017,3,17,4,3,0,4,0,0,1,1,0,2,1,692078.1938,5340442.3177,11.584437224,48.188148127,3,#8da0cb,toilet
75421,"9,17E+18",9,1,62,0,2017,3,15,4,3,5,2,1,1,0,0,0,0,0,694926.0726,5331724.8893,11.618722813,48.108932475,1,#66c2a5,bicycle
75426,"9,17E+18",9,7,72,200,2017,3,13,4,3,5,3,1,1,0,0,0,0,0,631726.5541,5339813.3927,10.772698667,48.197879618,1,#66c2a5,bicycle
75456,"9,17E+18",9,1,85,158,2017,3,9,1,2,9,7,0,1,0,0,0,0,0,661259.4451,5382140.5754,11.186107416,48.5715914,2,#fc8d62,car
75459,"9,17E+18",9,1,86,152,2017,3,12,4,3,3,7,0,1,0,0,1,0,0,690843.9594,5376357.7116,11.58412751,48.511310953,2,#fc8d62,car
75461,"9,17E+18",9,1,88,121,2017,3,7,4,3,2,6,0,1,0,0,0,0,0,674222.0892,5330597.7512,11.340371011,48.104799968,2,#fc8d62,car
75462,"9,17E+18",9,1,88,139,2017,3,19,4,3,0,3,0,1,0,1,0,2,1,674663.4586,5319108151.0,11.341604837,48.001392589,2,#fc8d62,car
75463,"9,17E+18",9,1,81,127,2017,3,11,4,2,8,1,0,1,0,0,0,0,0,636760299.0,5329020465.0,10.836936363,48.09976193,2,#fc8d62,car
75464,"9,17E+18",9,1,79,123,2017,3,19,4,3,5,2,0,1,0,0,0,1,1,677442.8931,5331965.8236,11.384167538,48.116208913,2,#fc8d62,car
75465,"9,17E+18",9,1,74,113,2017,3,16,4,3,6,4,0,1,1,0,0,0,0,677729226.0,5347681.5261,11.394586739,48.257398274,2,#fc8d62,car
75466,"9,17E+18",9,1,84,112,2017,3,18,4,3,1,7,0,1,0,0,1,2,1,702779.2903,5339851.5145,11.727975002,48.179513159,2,#fc8d62,car
75467,"9,17E+18",9,1,62,0,2017,3,17,3,3,2,6,0,1,0,0,1,1,0,692448.0317,5339202.4772,11.588846623,48.176892872,2,#fc8d62,car
75468,"9,17E+18",9,1,84,148,2017,3,19,3,3,5,2,0,1,0,0,0,2,1,696420.9999,5326384958.0,11.636329001,48.060480581,2,#fc8d62,car
75469,"9,17E+18",9,1,62,0,2017,3,7,3,3,2,7,0,1,0,0,0,0,1,682392.5484,5334050.3258,11.451502105,48.133547591,2,#fc8d62,car
75470,"9,17E+18",9,1,62,0,2017,3,11,3,3,3,6,0,1,0,0,0,0,1,684346.2979,5343216.4455,11.481711792,48.215374138,2,#fc8d62,car
75472,"9,17E+18",9,1,86,126,2017,3,6,1,3,8,1,0,1,0,0,0,0,0,686480.8946,5375394.1663,11.524679291,48.503961509,2,#fc8d62,car
75474,"9,17E+18",9,1,78,120,2017,3,11,1,3,2,6,0,1,0,0,0,0,0,695937.5184,5350825.4921,11.641109812,48.280285849,2,#fc8d62,car
75475,"9,17E+18",9,7,74,198,2017,3,13,3,3,9,1,0,1,0,0,0,0,1,615925.6742,5351018877.0,10.563216365,48.301737336,2,#fc8d62,car
75477,"9,17E+18",9,1,78,144,2017,3,13,1,3,4,6,0,1,0,0,0,0,0,704885.8383,5377358.7517,11.774529211,48.515883126,2,#fc8d62,car
75482,"9,17E+18",9,7,77,121,2017,3,19,3,3,2,6,0,1,0,0,0,2,1,628067.14,5321917823.0,10.718100053,48.037694543,2,#fc8d62,car
75483,"9,17E+18",9,7,72,160,2017,3,16,3,2,8,1,0,1,0,0,0,0,1,638334.5631,5342149.5582,10.862339523,48.217481361,2,#fc8d62,car
75484,"9,17E+18",9,7,61,0,2017,3,15,3,3,9,7,1,0,0,0,0,0,0,641242.3544,5352291.9885,10.904850389,48.308039499,1,#66c2a5,bicycle
75496,"9,17E+18",9,1,78,129,2017,3,5,1,3,8,1,0,1,0,0,0,2,0,711235.6387,5371470.8592,11.857431124,48.460875666,2,#fc8d62,car
75497,"9,17E+18",9,1,77,115,2017,3,14,1,3,3,6,0,0,0,1,1,0,0,734133.7901,5350852.4899,12.155240672,48.267560772,4,#e78ac3,marker
75505,"9,17E+18",9,1,84,113,2017,3,11,7,3,8,7,0,1,0,0,0,0,0,685889.7467,5322282.7171,11.493341816,48.026762421,2,#fc8d62,car
75508,"9,17E+18",9,1,62,0,2017,3,11,7,3,6,7,0,0,1,0,1,0,0,695739.6105,5333900.3579,11.630638997,48.128235056,3,#8da0cb,toilet
75532,"9,17E+18",9,1,87,177,2017,3,9,3,3,2,6,0,1,0,0,0,0,1,735513.3476,5304685.9434,12.148387143,47.852317571,2,#fc8d62,car
75533,"9,17E+18",9,1,87,165,2017,3,21,3,3,2,6,0,1,0,0,0,2,0,733595.6347,5299800.8396,12.120155887,47.809129136,2,#fc8d62,car
75535,"9,17E+18",9,1,62,0,2017,3,23,7,3,4,2,0,1,0,0,0,2,0,689657.64,5340117888.0,11.551757244,48.185959476,2,#fc8d62,car
75540,"9,17E+18",9,1,62,0,2017,3,3,7,3,9,1,0,1,0,0,0,2,0,691937.3678,5331719.5762,11.578611336,48.109792291,2,#fc8d62,car
75541,"9,17E+18",9,1,62,0,2017,3,12,3,3,2,6,0,1,0,0,0,0,0,681109.4825,5341492.1499,11.437442343,48.200806958,2,#fc8d62,car
75542,"9,17E+18",9,1,81,130,2017,3,11,3,2,4,1,0,0,0,0,1,0,2,638608.4349,5318602.9113,10.858371801,48.005684165,6,#ffd92f,circle
75543,"9,17E+18",9,1,62,0,2017,3,15,7,3,5,2,1,1,0,0,0,0,0,689015.7572,5331899.7737,11.539480654,48.112285611,1,#66c2a5,bicycle
75544,"9,17E+18",9,1,78,116,2017,3,14,3,3,5,3,0,1,0,0,1,0,0,703056384.0,5379976.8009,11.751059861,48.540003035,2,#fc8d62,car
75545,"9,17E+18",9,1,77,119,2017,3,18,3,3,3,2,0,1,0,0,0,1,0,720458985.0,5340540.6541,11.965858723,48.179818018,2,#fc8d62,car
75546,"9,17E+18",9,1,62,0,2017,3,16,2,3,1,5,0,1,0,0,0,2,0,688518.5365,5334382.5848,11.53390517,48.134748949,2,#fc8d62,car
75547,"9,17E+18",9,1,62,0,2017,3,14,2,3,8,6,0,1,0,0,0,2,0,689472071.0,5331878.1753,11.545595499,48.111955899,2,#fc8d62,car
75548,"9,17E+18",9,1,62,0,2017,3,20,2,3,2,6,0,1,0,0,0,2,0,689503.4794,5339034.2581,11.549201958,48.176265831,2,#fc8d62,car
75549,"9,17E+18",9,1,84,121,2017,3,15,2,2,9,6,0,1,0,0,0,0,0,706641.7943,5324872.3279,11.772617998,48.043659342,2,#fc8d62,car
75550,"9,17E+18",9,1,62,0,2017,3,18,2,3,2,2,0,1,0,0,0,2,0,685445.2832,5331848.3982,11.491535463,48.112873442,2,#fc8d62,car
75551,"9,17E+18",9,1,62,0,2017,3,1,7,3,9,1,0,1,0,0,0,2,0,681456.6911,5335800.8276,11.439681205,48.149550021,2,#fc8d62,car
75556,"9,17E+18",9,7,78,204,2017,3,7,2,3,0,1,0,0,0,1,0,0,0,616100.4709,5328906.3183,10.559522784,48.102835559,4,#e78ac3,marker
75559,"9,17E+18",9,7,72,148,2017,3,15,2,3,2,6,0,1,0,0,0,0,0,628691.4248,5354605.5437,10.736374374,48.331522626,2,#fc8d62,car
75560,"9,17E+18",9,7,72,171,2017,3,7,2,3,2,6,0,1,0,0,0,0,1,637658.7293,5371724.6741,10.862917502,48.483564814,2,#fc8d62,car
75561,"9,17E+18",9,7,61,0,2017,3,18,2,3,0,7,1,0,0,0,0,2,0,644647887.0,5357599.7821,10.952573276,48.35499457,1,#66c2a5,bicycle
75562,"9,17E+18",9,7,61,0,2017,3,8,2,3,5,3,0,1,0,0,0,0,0,641471005.0,5358399587.0,10.909983133,48.362905848,2,#fc8d62,car
75574,"9,17E+18",9,7,72,200,2017,3,10,7,3,2,6,0,1,0,0,0,0,0,630223108.0,5339640061.0,10.752422877,48.196631046,2,#fc8d62,car
75617,"9,17E+18",9,1,81,130,2017,3,13,7,3,4,2,0,1,0,0,0,0,1,641986.9457,5322094.19,10.904799668,48.036336835,2,#fc8d62,car
75618,"9,17E+18",9,1,88,144,2017,3,23,7,3,0,7,1,0,0,0,0,2,1,668473.9748,5327740.6702,11.262091178,48.080660888,1,#66c2a5,bicycle
75619,"9,17E+18",9,1,74,131,2017,3,18,7,3,9,1,0,1,0,0,0,2,1,675195.3012,5357103.0641,11.364386851,48.342794669,2,#fc8d62,car
75620,"9,17E+18",9,1,77,123,2017,3,17,7,3,5,3,0,1,0,0,0,0,0,726829.1311,5343244.1521,12.052876272,48.20186482,2,#fc8d62,car
75621,"9,17E+18",9,1,62,0,2017,3,12,6,3,5,3,1,1,0,0,0,0,0,692110.6122,5341928.4268,11.58554532,48.201495044,1,#66c2a5,bicycle
75622,"9,17E+18",9,1,62,0,2017,3,18,6,3,6,4,1,0,1,0,0,2,1,701782448.0,5332203998.0,11.710955914,48.111103303,1,#66c2a5,bicycle
75623,"9,17E+18",9,1,84,137,2017,3,14,6,3,5,2,0,1,0,0,0,0,0,706317.6409,5316864.2806,11.764422501,47.971798444,2,#fc8d62,car
75624,"9,17E+18",9,1,62,0,2017,3,18,6,3,6,4,0,1,1,0,0,2,1,697508376.0,5333574.3421,11.654232875,48.124758719,2,#fc8d62,car
75626,"9,17E+18",9,1,84,120,2017,3,17,6,3,5,3,0,1,0,0,0,0,1,682232559.0,5333669.4566,11.449190856,48.130169884,2,#fc8d62,car
75627,"9,17E+18",9,1,62,0,2017,3,8,6,3,4,2,0,1,0,0,0,0,1,695134.2,5337788274.0,11.624293372,48.163363634,2,#fc8d62,car
75637,"9,17E+18",9,7,62,0,2017,3,15,6,3,4,2,1,1,0,0,0,0,0,622297.8932,5304033.3073,10.635649543,47.87798007,1,#66c2a5,bicycle
75657,"9,17E+18",9,2,61,0,2017,3,12,2,3,4,2,1,1,0,0,0,0,0,730727.5204,5380957.3644,12.125951981,48.53924911,1,#66c2a5,bicycle
75665,"9,17E+18",9,2,61,0,2017,3,6,2,3,3,2,1,1,0,0,0,0,0,731814.8259,5381185.3228,12.140786859,48.540896134,1,#66c2a5,bicycle
75668,"9,17E+18",9,1,73,137,2017,3,17,2,3,3,2,1,1,0,0,0,0,0,675135.6585,5303066.5428,11.341408006,47.857053271,1,#66c2a5,bicycle
75694,"9,17E+18",9,1,86,143,2017,3,9,2,3,2,6,0,1,0,0,0,0,0,685659.1387,5378580.0022,11.514982951,48.532838225,2,#fc8d62,car
75700,"9,17E+18",9,2,74,121,2017,3,7,6,3,6,7,0,1,0,0,1,0,1,724437.0325,5370499.9503,12.035235659,48.447583588,2,#fc8d62,car
75701,"9,17E+18",9,2,61,0,2017,3,9,6,3,1,3,1,1,0,0,0,0,0,732199.9519,5381528.3088,12.146187754,48.543834712,1,#66c2a5,bicycle
75710,"9,17E+18",9,1,87,129,2017,3,7,6,3,4,2,0,1,0,0,0,0,0,725643884.0,5300600174.0,12.014514309,47.819147535,2,#fc8d62,car
75711,"9,17E+18",9,1,87,117,2017,3,11,6,3,2,6,0,1,0,0,0,0,0,726190.9823,5305139.1643,12.024184158,47.85973786,2,#fc8d62,car
75712,"9,17E+18",9,1,87,122,2017,3,18,6,3,0,1,1,0,0,0,0,1,0,717773.61,5307232669.0,11.912851584,47.881457372,1,#66c2a5,bicycle
75719,"9,17E+18",9,7,72,159,2017,3,16,1,3,5,3,0,1,0,0,0,0,0,627734.6237,5362961.1159,10.726008818,48.406854438,2,#fc8d62,car
75720,"9,17E+18",9,1,79,142,2017,3,19,2,3,4,2,1,1,0,0,0,2,0,670981.8397,5341114.0733,11.301105743,48.200216425,1,#66c2a5,bicycle
75721,"9,17E+18",9,1,81,130,2017,3,18,2,3,0,7,0,0,0,1,0,1,0,639916.8815,5323460.6052,10.877491263,48.049080995,4,#e78ac3,marker
75722,"9,17E+18",9,1,81,130,2017,3,15,2,1,5,2,1,1,0,0,0,0,0,639165.0559,5322747.4433,10.86717649,48.042832383,1,#66c2a5,bicycle
75727,"9,17E+18",9,1,88,124,2017,3,14,2,3,0,7,1,0,0,0,0,0,0,661453.9726,5319089.4525,11.164642649,48.004696951,1,#66c2a5,bicycle
75728,"9,17E+18",9,1,62,0,2017,3,7,6,3,2,6,0,1,0,0,1,0,0,686100.1873,5333315.9215,11.500966254,48.125873133,2,#fc8d62,car
75729,"9,17E+18",9,1,74,113,2017,3,14,2,3,2,6,0,1,0,0,1,0,0,674216.3829,5344631.1971,11.346044072,48.230953655,2,#fc8d62,car
75730,"9,17E+18",9,1,74,115,2017,3,13,6,3,4,2,0,1,0,0,0,0,0,681149.1022,5349334.5337,11.441328396,48.271288103,2,#fc8d62,car
75731,"9,17E+18",9,1,74,135,2017,3,11,6,3,1,5,0,1,0,0,0,0,0,664022.9531,5354415.2761,11.212682709,48.321631141,2,#fc8d62,car
75732,"9,17E+18",9,1,81,127,2017,3,15,6,2,4,6,0,1,0,0,0,0,0,635218.1185,5324984.6901,10.814955468,48.06379926,2,#fc8d62,car
75733,"9,17E+18",9,1,77,133,2017,3,20,6,2,4,6,0,1,0,0,0,2,0,711345.7594,5361328.1061,11.853809619,48.369702581,2,#fc8d62,car
75734,"9,17E+18",9,1,75,131,2017,3,6,6,3,2,6,0,1,0,0,0,0,0,707846.7821,5323846.3529,11.788268219,48.034048334,2,#fc8d62,car
75735,"9,17E+18",9,1,77,115,2017,3,14,6,3,6,4,0,1,1,0,0,0,0,734048.6513,5351343.0416,12.154366588,48.271998912,2,#fc8d62,car
75736,"9,17E+18",9,1,62,0,2017,3,18,5,3,3,6,0,1,0,0,0,1,0,690671.0652,5332011.9746,11.561747397,48.112800685,2,#fc8d62,car
75737,"9,17E+18",9,1,62,0,2017,3,17,5,2,6,4,0,1,1,0,0,0,0,690252.3716,5329127.1274,11.554841965,48.086996682,2,#fc8d62,car
75738,"9,17E+18",9,1,84,123,2017,3,16,5,3,5,3,1,1,0,0,0,0,0,704111293.0,5333297.5487,11.742730471,48.12018871,1,#66c2a5,bicycle
75739,"9,17E+18",9,1,84,129,2017,3,8,5,2,2,6,0,1,0,0,1,0,0,699820.0283,5324122.5814,11.680842611,48.039092691,2,#fc8d62,car
75741,"9,17E+18",9,1,84,122,2017,3,19,5,3,5,3,1,1,0,0,0,2,0,688195.3584,5323927701.0,11.524958823,48.040873109,1,#66c2a5,bicycle
75746,"9,17E+18",9,7,72,163,2017,3,13,5,3,2,6,0,1,0,0,1,0,0,639159.9061,5350527654.0,10.876199787,48.292636415,2,#fc8d62,car
75747,"9,17E+18",9,7,72,223,2017,3,11,5,3,2,1,0,1,0,0,1,0,0,619999.8632,5363182.3762,10.621601414,48.410364313,2,#fc8d62,car
75748,"9,17E+18",9,7,61,0,2017,3,13,5,3,2,6,0,1,0,0,1,0,0,636932.1271,5359573.8488,10.849120364,48.374465577,2,#fc8d62,car
75750,"9,17E+18",9,7,61,0,2017,3,18,5,3,3,6,0,1,0,0,0,2,0,642835.8492,5359752.6817,10.928858496,48.374764871,2,#fc8d62,car
75813,"9,17E+18",9,1,82,137,2017,3,16,5,3,8,7,0,1,0,0,0,0,0,710359.2512,5305158.2905,11.812796133,47.865287806,2,#fc8d62,car
75814,"9,17E+18",9,1,63,0,2017,3,21,5,3,4,2,0,1,0,0,0,2,0,734201.5728,5304467.8274,12.13076017,47.850837294,2,#fc8d62,car
75816,"9,17E+18",9,1,62,0,2017,3,16,2,3,3,6,0,1,0,0,1,0,0,685079.5031,5342615.5485,11.491310525,48.209759666,2,#fc8d62,car
75817,"9,17E+18",9,1,78,120,2017,3,3,2,3,2,6,0,0,0,0,1,2,0,692802.2419,5353613.5682,11.600166671,48.306305988,6,#ffd92f,circle
75818,"9,17E+18",9,1,88,121,2017,3,15,5,3,2,6,0,1,0,0,0,0,0,670310.8081,5329156.5301,11.287298576,48.092901286,2,#fc8d62,car
75819,"9,17E+18",9,1,78,124,2017,3,12,2,1,2,6,0,1,0,0,1,0,0,702899.4828,5360701.2169,11.739595242,48.366840624,2,#fc8d62,car
75820,"9,17E+18",9,1,78,143,2017,3,17,2,3,2,6,0,1,0,0,0,1,0,718201843.0,5372194988.0,11.951913984,48.465004687,2,#fc8d62,car
75821,"9,17E+18",9,1,77,115,2017,3,23,2,2,8,1,0,1,0,0,0,2,0,730467.0964,5353127.9481,12.107144041,48.289346817,2,#fc8d62,car
75824,"9,17E+18",9,1,74,146,2017,3,14,5,3,2,6,0,1,0,0,1,0,0,667832.5995,5350367.7116,11.262424554,48.284245005,2,#fc8d62,car
75825,"9,17E+18",9,1,79,123,2017,3,17,5,3,2,6,0,1,0,0,0,0,0,676679117.0,5333906475.0,11.374718865,48.133866292,2,#fc8d62,car
75826,"9,17E+18",9,1,62,0,2017,3,16,5,3,2,6,0,1,0,0,0,0,0,693657.3799,5344892.5233,11.607693707,48.227665063,2,#fc8d62,car
75827,"9,17E+18",9,1,78,124,2017,3,8,5,2,5,3,0,1,0,0,0,0,0,703653.0383,5364884.2409,11.75178491,48.404187482,2,#fc8d62,car
75828,"9,17E+18",9,1,78,124,2017,3,18,5,3,2,7,1,1,0,0,0,1,0,701110.1007,5364544.9591,11.717302352,48.401954829,1,#66c2a5,bicycle
75829,"9,17E+18",9,1,75,121,2017,3,18,5,2,8,1,0,0,0,1,1,0,1,712970381.0,5319719105.0,11.85486432,47.995273149,4,#e78ac3,marker
75830,"9,17E+18",9,1,77,137,2017,3,17,5,3,5,3,0,1,0,0,0,0,0,736166108.0,5344339.2213,12.178954479,48.208298221,2,#fc8d62,car
75831,"9,17E+18",9,1,77,139,2017,3,10,5,3,1,6,0,1,0,0,0,0,0,731983.5082,5359348.5549,12.130977427,48.34467428,2,#fc8d62,car
75832,"9,17E+18",9,1,84,136,2017,3,11,4,3,5,3,0,1,0,0,0,0,0,697783.58,5327750.5157,11.655228659,48.072332516,2,#fc8d62,car
75833,"9,17E+18",9,1,62,0,2017,3,16,4,3,2,6,0,1,0,1,0,2,0,687319603.0,5332221.5668,11.516856576,48.115679101,2,#fc8d62,car
75834,"9,17E+18",9,1,62,0,2017,3,18,4,2,8,1,0,0,0,1,0,2,0,694567.2066,5333990.5212,11.614940731,48.129404833,4,#e78ac3,marker
75835,"9,17E+18",9,1,62,0,2017,3,19,4,3,2,6,0,1,0,0,0,2,0,688862.8602,5340086822.0,11.54106097,48.185917032,2,#fc8d62,car
75836,"9,17E+18",9,1,84,147,2017,3,18,4,3,2,6,0,1,0,0,0,1,0,695554503.0,5339912894.0,11.630917004,48.182329357,2,#fc8d62,car
75840,"9,17E+18",9,7,78,137,2017,3,20,4,3,2,6,0,1,0,0,1,2,0,624000.1404,5328442.8471,10.665455637,48.097178741,2,#fc8d62,car
75847,"9,17E+18",9,7,72,159,2017,3,0,4,3,8,7,0,1,0,0,0,2,0,626229.8374,5361247.0659,10.705169521,48.391743886,2,#fc8d62,car
75849,"9,17E+18",9,7,61,0,2017,3,13,4,3,3,2,1,1,0,0,0,0,0,639227.5383,5360874.9456,10.880531206,48.385662429,1,#66c2a5,bicycle
75851,"9,17E+18",9,7,71,156,2017,3,7,4,3,8,1,0,1,0,0,0,0,0,656444.9267,5384271.4199,11.121688885,48.591968228,2,#fc8d62,car
75882,"9,17E+18",9,2,74,194,2017,3,15,4,3,5,3,0,1,0,0,0,0,0,721121627.0,5378964001.0,11.994941045,48.524798978,2,#fc8d62,car
75884,"9,17E+18",9,2,74,126,2017,3,11,4,3,2,6,0,1,0,0,0,0,0,733273.0925,5383697.2073,12.161920184,48.562919051,2,#fc8d62,car
75888,"9,17E+18",9,1,82,137,2017,3,7,4,3,0,7,1,1,0,0,0,0,0,709429.7271,5304336.1892,11.799984309,47.85820355,1,#66c2a5,bicycle
75889,"9,17E+18",9,1,87,130,2017,3,9,4,2,5,3,1,1,0,0,0,0,0,712215.5715,5309856.5473,11.839895178,47.906897326,1,#66c2a5,bicycle
75890,"9,17E+18",9,1,87,117,2017,3,7,4,3,2,6,0,1,0,0,0,0,0,725544675.0,5301060044.0,12.013430141,47.82331425,2,#fc8d62,car
