OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,ULICHTVERH,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,Teilnehmer,color,symbol
71054,"9,17E+18",9,1,87,179,2017,1,9,4,3,8,1,0,1,0,0,0,0,2,728253.7504,5316760.3844,12.057873787,47.963419651,2,#fc8d62,car
71055,"9,17E+18",9,1,87,179,2017,1,14,4,3,9,1,0,1,0,0,0,0,2,720691.5682,5318766.9936,11.957737064,47.9841007,2,#fc8d62,car
71057,"9,17E+18",9,1,85,131,2017,1,23,4,3,4,1,0,1,0,0,1,2,2,665934.4215,5378741.0011,11.248078329,48.539811061,2,#fc8d62,car
71060,"9,17E+18",9,1,81,130,2017,1,16,4,3,4,1,0,1,0,0,0,2,2,638692066.0,5319486.5761,10.859778236,48.013612316,2,#fc8d62,car
71061,"9,17E+18",9,1,81,145,2017,1,9,4,3,8,6,0,1,0,0,0,0,2,642140.7181,5330103.9649,10.90952519,48.10832714,2,#fc8d62,car
71062,"9,17E+18",9,1,79,131,2017,1,7,4,3,4,6,0,1,0,0,0,1,2,658148.6888,5331283.5817,11.124868862,48.115159547,2,#fc8d62,car
71063,"9,17E+18",9,1,79,121,2017,1,10,4,3,4,6,0,1,0,0,0,0,2,664513013.0,5340067.1317,11.213710145,48.19251338,2,#fc8d62,car
71067,"9,17E+18",9,1,74,121,2017,1,6,4,3,4,1,0,1,0,0,1,2,2,690671.1615,5355809.8128,11.572449571,48.326690888,2,#fc8d62,car
71068,"9,17E+18",9,1,74,141,2017,1,7,4,3,4,1,0,1,0,0,0,0,2,682636998.0,5355682.8192,11.464107713,48.327921716,2,#fc8d62,car
71069,"9,17E+18",9,1,74,113,2017,1,14,4,2,4,1,0,1,0,0,1,0,2,678830.9438,5344942.6329,11.408260148,48.232468838,2,#fc8d62,car
71070,"9,17E+18",9,1,62,0,2017,1,21,4,2,8,1,0,1,0,0,1,2,1,694713.5982,5342266.2228,11.620695124,48.203738076,2,#fc8d62,car
71071,"9,17E+18",9,1,77,117,2017,1,16,4,3,8,1,0,0,0,0,1,1,2,716979.1999,5349688.7316,11.923789583,48.263212379,6,#ffd92f,circle
71072,"9,17E+18",9,1,77,114,2017,1,12,4,3,9,1,0,1,0,0,0,0,2,721489.1151,5344287.7927,11.981652319,48.213126699,2,#fc8d62,car
71073,"9,17E+18",9,1,77,133,2017,1,13,4,3,9,1,0,1,0,0,0,0,2,712015.9119,5357868.2992,11.861104513,48.338390131,2,#fc8d62,car
71078,"9,17E+18",9,1,75,127,2017,1,10,4,3,4,1,0,1,0,0,0,0,2,711363.2322,5341664.6727,11.844211583,48.193008806,2,#fc8d62,car
71079,"9,17E+18",9,1,78,124,2017,1,14,4,3,4,6,0,1,0,0,0,0,2,698014.6679,5362733.6305,11.674672222,48.386656595,2,#fc8d62,car
71080,"9,17E+18",9,1,77,133,2017,1,11,4,2,4,1,0,1,0,0,1,0,2,713462.2045,5353444.8012,11.878357726,48.298156748,2,#fc8d62,car
71081,"9,17E+18",9,1,62,0,2017,1,16,3,3,2,6,0,1,0,0,0,2,2,689196.6379,5330605.8222,11.54133458,48.100601666,2,#fc8d62,car
71083,"9,17E+18",9,1,84,136,2017,1,16,3,3,6,2,0,1,1,0,0,1,1,698840.3387,5325806.5402,11.668495836,48.054532829,2,#fc8d62,car
71091,"9,17E+18",9,7,71,122,2017,1,12,3,3,5,3,0,1,0,0,1,0,1,655830806.0,5358905631.0,11.103910894,48.364074376,2,#fc8d62,car
71092,"9,17E+18",9,7,71,146,2017,1,5,3,3,9,1,0,1,0,0,0,2,2,645973.0602,5345799.2542,10.96636961,48.248586397,2,#fc8d62,car
71121,"9,17E+18",9,2,61,0,2017,1,16,3,3,1,6,0,1,0,0,0,0,0,732389.8196,5380485.1239,12.148174624,48.534393761,2,#fc8d62,car
71122,"9,17E+18",9,1,73,137,2017,1,6,3,3,8,1,0,1,0,0,0,2,2,679422.1994,5305971.7354,11.399870004,47.881986921,2,#fc8d62,car
71126,"9,17E+18",9,1,82,137,2017,1,18,3,3,3,6,0,1,0,0,0,2,1,714349.4856,5303547.7503,11.865284599,47.849496405,2,#fc8d62,car
71127,"9,17E+18",9,1,87,134,2017,1,8,3,3,4,6,0,1,0,0,0,0,2,737086.9082,5318943.2002,12.17722906,47.979819277,2,#fc8d62,car
71128,"9,17E+18",9,1,63,0,2017,1,15,3,2,5,3,0,1,1,0,0,0,1,734558187.0,5304275524.0,12.135415705,47.848979632,2,#fc8d62,car
71133,"9,17E+18",9,1,74,135,2017,1,19,3,3,2,6,0,1,0,0,0,2,1,663784.4691,5352762.4443,11.208826273,48.306834014,2,#fc8d62,car
71134,"9,17E+18",9,1,81,145,2017,1,10,3,3,8,1,0,1,0,0,0,0,2,649453.6044,5329067954.0,11.007342991,48.097337928,2,#fc8d62,car
71135,"9,17E+18",9,1,79,125,2017,1,11,3,3,8,1,0,1,0,0,0,0,2,662122949.0,5331726334.0,11.17839541,48.118140718,2,#fc8d62,car
71136,"9,17E+18",9,1,74,150,2017,1,0,3,3,9,1,0,1,0,0,0,2,2,682657.8424,5359752.5777,11.466153937,48.364495924,2,#fc8d62,car
71137,"9,17E+18",9,1,78,140,2017,1,14,3,3,2,6,0,1,0,0,1,0,0,707431.2835,5363528.5363,11.802104467,48.390773713,2,#fc8d62,car
71138,"9,17E+18",9,1,84,135,2017,1,14,2,3,2,6,0,1,0,0,1,0,1,692598.78,5348920.2085,11.595286327,48.264186437,2,#fc8d62,car
71139,"9,17E+18",9,1,84,135,2017,1,14,2,3,4,2,0,1,0,0,0,0,1,693151.7662,5347223.9497,11.601955699,48.248772975,2,#fc8d62,car
71140,"9,17E+18",9,1,62,0,2017,1,19,2,3,4,2,0,1,0,0,0,2,1,687429.8354,5340474.5771,11.521970848,48.189826652,2,#fc8d62,car
71141,"9,17E+18",9,1,62,0,2017,1,17,2,2,0,7,1,0,0,0,0,2,2,688688.7763,5337176.1031,11.537429227,48.159806994,1,#66c2a5,bicycle
71152,"9,17E+18",9,7,77,158,2017,1,17,2,3,4,1,0,1,0,0,0,2,2,622477.2611,5308837.9459,10.639411466,47.921157167,2,#fc8d62,car
71153,"9,17E+18",9,7,77,140,2017,1,14,2,2,4,1,0,1,0,0,1,0,1,627753.1491,5317183.4305,10.712478737,47.99518042,2,#fc8d62,car
71155,"9,17E+18",9,7,72,167,2017,1,16,2,3,8,1,0,1,0,0,0,2,2,625503.4761,5359347.2541,10.694794555,48.374804532,2,#fc8d62,car
71156,"9,17E+18",9,7,72,111,2017,1,10,2,3,2,6,0,1,0,0,0,0,1,627242.1707,5364905.6473,10.719947565,48.424440197,2,#fc8d62,car
71159,"9,17E+18",9,7,72,216,2017,1,7,2,3,9,1,0,1,0,0,0,2,2,622143.9976,5369612.8913,10.652438416,48.46778045,2,#fc8d62,car
71165,"9,17E+18",9,7,72,200,2017,1,15,2,3,9,1,0,1,0,0,0,0,2,628257.3168,5337367.2233,10.725295287,48.176591985,2,#fc8d62,car
71166,"9,17E+18",9,7,72,121,2017,1,15,2,3,4,6,0,1,0,0,0,0,2,630755455.0,5376632.9209,10.77108171,48.529174058,2,#fc8d62,car
71167,"9,17E+18",9,7,72,145,2017,1,16,2,3,4,6,0,1,0,0,0,1,2,635972.8482,5368241.7709,10.838982753,48.452614137,2,#fc8d62,car
71168,"9,17E+18",9,7,71,142,2017,1,17,2,3,4,1,0,1,0,0,0,2,2,647083.5523,5349803.4408,10.982712147,48.284332829,2,#fc8d62,car
71169,"9,17E+18",9,7,71,122,2017,1,16,2,3,4,1,0,1,0,0,0,1,2,648397.5339,5359523.1857,11.003835736,48.371418068,2,#fc8d62,car
71170,"9,17E+18",9,7,71,160,2017,1,16,2,3,9,1,0,1,0,0,0,1,2,650971.5215,5350109.1035,11.035197974,48.286165775,2,#fc8d62,car
71230,"9,17E+18",9,2,61,0,2017,1,19,2,3,3,1,0,1,0,0,0,2,2,730853.6911,5384671.3621,12.129717906,48.572565131,2,#fc8d62,car
71248,"9,17E+18",9,1,86,126,2017,1,16,2,3,8,1,0,1,0,0,0,0,2,688209179.0,5374162031.0,11.54749849,48.492372331,2,#fc8d62,car
71250,"9,17E+18",9,1,86,151,2017,1,17,2,2,2,6,0,1,0,0,0,2,2,679291.7114,5376492.9129,11.427913075,48.51593024,2,#fc8d62,car
71251,"9,17E+18",9,1,81,145,2017,1,16,2,3,9,1,0,1,0,0,0,1,2,644689395.0,5335113859.0,10.945445345,48.152801201,2,#fc8d62,car
71252,"9,17E+18",9,1,81,145,2017,1,17,2,3,4,1,0,1,0,0,0,1,2,647434.6403,5330695.2194,10.980805093,48.112440079,2,#fc8d62,car
71253,"9,17E+18",9,1,79,128,2017,1,19,2,3,2,6,0,1,0,0,0,2,2,657767.6799,5343156.5224,11.124158865,48.222000632,2,#fc8d62,car
71254,"9,17E+18",9,1,74,113,2017,1,21,2,3,4,1,0,1,0,0,0,2,2,677736503.0,5351106.11,11.39612433,48.288179428,2,#fc8d62,car
71255,"9,17E+18",9,1,75,113,2017,1,19,2,3,5,3,0,1,0,0,0,2,2,716726.1401,5318687.6901,11.904623228,47.984743615,2,#fc8d62,car
71256,"9,17E+18",9,1,75,128,2017,1,9,2,3,8,1,0,1,0,0,0,0,1,714408.8564,5322476.7728,11.875500234,48.019572493,2,#fc8d62,car
71288,"9,17E+18",9,1,87,177,2017,1,17,1,2,2,6,0,1,0,0,0,2,0,737338.9843,5305343.0759,12.173114575,47.857549535,2,#fc8d62,car
71290,"9,17E+18",9,1,62,0,2017,1,20,1,3,9,1,0,1,0,0,0,2,1,679148.0081,5333304.4368,11.407619572,48.127764367,2,#fc8d62,car
71291,"9,17E+18",9,1,88,141,2017,1,16,1,3,0,7,0,1,1,0,0,0,0,670385.1285,5308678.1632,11.280164364,47.908780344,2,#fc8d62,car
71292,"9,17E+18",9,1,78,142,2017,1,17,1,2,4,6,0,1,0,0,0,2,0,715821.3512,5376499.4474,11.921976241,48.504500129,2,#fc8d62,car
71293,"9,17E+18",9,1,78,124,2017,1,7,1,2,9,1,0,1,0,0,0,1,1,703175.1523,5361813.9913,11.743850561,48.376751664,2,#fc8d62,car
71294,"9,17E+18",9,1,75,122,2017,1,0,1,3,9,1,0,1,0,0,0,2,1,722567589.0,5324059.0767,11.985590034,48.03100003,2,#fc8d62,car
71380,"9,17E+18",9,1,62,0,2017,1,17,2,3,0,6,0,1,0,0,0,1,1,686779.0269,5331140.5576,11.509127193,48.106121363,2,#fc8d62,car
71385,"9,17E+18",9,1,63,0,2017,1,8,2,3,5,3,0,1,0,0,0,0,1,734811.5728,5303836.8834,12.138559559,47.844946426,2,#fc8d62,car
71390,"9,17E+18",9,1,88,139,2017,1,8,2,3,5,3,0,1,0,0,0,0,1,669703542.0,5319013078.0,11.275127792,48.001873662,2,#fc8d62,car
71391,"9,17E+18",9,1,74,115,2017,1,8,2,3,4,1,0,1,0,0,0,0,1,680202.1509,5344730.9314,11.426618607,48.230177795,2,#fc8d62,car
71392,"9,17E+18",9,1,77,133,2017,1,5,2,3,5,3,0,1,0,0,0,2,2,711141.9914,5354118.0862,11.847448699,48.304984991,2,#fc8d62,car
71393,"9,17E+18",9,1,62,0,2017,1,7,1,3,4,6,0,1,0,0,0,2,1,694984.1737,5331587.3449,11.61943966,48.107678498,2,#fc8d62,car
71394,"9,17E+18",9,7,72,147,2017,1,7,1,2,8,1,0,1,0,0,0,2,2,631693.0735,5364473.6681,10.779945577,48.419640977,2,#fc8d62,car
71395,"9,17E+18",9,7,72,217,2017,1,17,1,2,9,1,0,1,0,0,0,2,2,636250.2933,5381677.3034,10.847120522,48.573362557,2,#fc8d62,car
71396,"9,17E+18",9,7,72,215,2017,1,1,1,3,8,1,0,1,0,0,0,2,2,634581.5961,5346512.7931,10.813227895,48.257524052,2,#fc8d62,car
71397,"9,17E+18",9,7,61,0,2017,1,15,1,2,0,6,0,1,0,0,0,0,2,643304.4978,5357778.4872,10.93451078,48.356907694,2,#fc8d62,car
71398,"9,17E+18",9,7,71,165,2017,1,14,1,3,8,1,0,1,0,0,0,0,2,658194.1571,5362555.0511,11.137169767,48.396296055,2,#fc8d62,car
71421,"9,17E+18",9,1,83,123,2017,1,18,1,3,8,1,0,1,0,0,0,2,2,739047.0131,5340142.2745,12.215308772,48.16952016,2,#fc8d62,car
71424,"9,17E+18",9,1,63,0,2017,1,5,1,3,5,3,0,1,0,0,1,2,2,733584941.0,5303199714.0,12.121845465,47.839668847,2,#fc8d62,car
71427,"9,17E+18",9,1,74,146,2017,1,10,1,3,0,6,0,1,0,0,0,0,2,667416.9336,5350646.5829,11.256936304,48.28686205,2,#fc8d62,car
71428,"9,17E+18",9,1,88,139,2017,1,9,1,3,2,6,0,1,0,0,0,0,2,674105.4393,5318118.9786,11.33372899,47.992652409,2,#fc8d62,car
71429,"9,17E+18",9,1,79,145,2017,1,0,1,3,9,1,0,1,0,0,0,2,2,674234365.0,5335122232.0,11.342385373,48.145469289,2,#fc8d62,car
71430,"9,17E+18",9,1,78,130,2017,1,6,1,3,9,1,0,1,0,0,0,2,2,703221.8815,5358954.2383,11.743099561,48.351038055,2,#fc8d62,car
71431,"9,17E+18",9,1,77,113,2017,1,4,1,3,8,1,0,1,0,0,0,2,2,718771.2094,5353393.7753,11.949821359,48.295885346,2,#fc8d62,car
71432,"9,17E+18",9,1,62,0,2017,1,16,7,3,2,6,0,1,0,0,0,2,1,687308.9164,5335087.9369,11.517973017,48.141446013,2,#fc8d62,car
71433,"9,17E+18",9,1,84,146,2017,1,12,7,3,1,6,0,1,0,0,0,0,1,697508.0193,5328327.7483,11.651800131,48.07760574,2,#fc8d62,car
71434,"9,17E+18",9,1,62,0,2017,1,11,7,2,2,6,0,1,0,0,0,0,2,698815.9689,5333049.7249,11.671540664,48.119636886,2,#fc8d62,car
71439,"9,17E+18",9,7,72,159,2017,1,9,7,3,9,1,0,1,0,0,0,0,1,624022.4135,5362595.3497,10.675762298,48.404306599,2,#fc8d62,car
71467,"9,17E+18",9,2,74,126,2017,1,20,7,3,5,3,0,1,0,0,0,2,2,733298.6087,5383713.9228,12.162274866,48.563059707,2,#fc8d62,car
71468,"9,17E+18",9,2,74,126,2017,1,18,7,3,5,3,0,1,0,0,0,2,0,733298.6087,5383713.9228,12.162274866,48.563059707,2,#fc8d62,car
71472,"9,17E+18",9,1,82,123,2017,1,17,7,3,2,6,0,1,0,0,0,2,1,716405.7637,5301283.6026,11.891603849,47.828461915,2,#fc8d62,car
71473,"9,17E+18",9,1,63,0,2017,1,16,7,3,4,6,0,1,0,0,0,0,1,735018313.0,5303681.0468,12.141234006,47.843470873,2,#fc8d62,car
71474,"9,17E+18",9,7,71,129,2017,1,23,7,3,9,1,0,1,0,0,0,2,2,660387.3272,5355477691.0,11.164078832,48.332115288,2,#fc8d62,car
71475,"9,17E+18",9,1,79,142,2017,1,12,7,3,5,3,0,1,0,0,0,0,0,672760.2298,5340766234.0,11.324877747,48.196608145,2,#fc8d62,car
71476,"9,17E+18",9,1,79,128,2017,1,8,7,1,9,1,0,1,0,0,0,0,1,657908.5497,5343185.2547,11.12606486,48.222223907,2,#fc8d62,car
71477,"9,17E+18",9,1,79,121,2017,1,11,7,3,5,3,0,1,0,0,0,0,2,667656.9591,5338517932.0,11.255370411,48.177764033,2,#fc8d62,car
71478,"9,17E+18",9,1,78,133,2017,1,21,7,2,9,1,0,1,0,0,0,2,2,688529.9062,5366924.2042,11.548574723,48.42722593,2,#fc8d62,car
71479,"9,17E+18",9,1,77,117,2017,1,14,7,3,4,2,0,1,0,0,0,0,0,714485.06,5355423849.0,11.893137569,48.315593104,2,#fc8d62,car
71480,"9,17E+18",9,1,77,115,2017,1,17,7,3,5,3,0,1,0,0,0,2,1,734091.3365,5351088.5271,12.154800092,48.269696808,2,#fc8d62,car
71510,"9,17E+18",9,1,84,114,2017,1,10,6,2,2,6,0,1,0,0,0,0,1,699856.0864,5319063.0645,11.67896754,47.993609977,2,#fc8d62,car
71513,"9,17E+18",9,1,62,0,2017,1,11,6,3,0,6,0,1,0,0,1,0,0,683907.4564,5333011.2511,11.471395688,48.123771807,2,#fc8d62,car
71514,"9,17E+18",9,1,75,132,2017,1,19,6,3,8,1,0,1,0,0,0,2,2,705446.1161,5335813.7906,11.761858714,48.142371709,2,#fc8d62,car
71515,"9,17E+18",9,1,75,123,2017,1,12,6,3,2,6,0,1,0,0,0,0,1,723986.7788,5337289.3314,12.011538934,48.149372966,2,#fc8d62,car
71524,"9,17E+18",9,7,72,163,2017,1,5,5,3,3,1,0,1,0,0,0,2,1,638840.6402,5349266.1391,10.871483101,48.281363088,2,#fc8d62,car
71525,"9,17E+18",9,7,72,125,2017,1,20,5,3,5,3,0,1,0,0,0,2,1,636550.0777,5348853.5269,10.840491146,48.278151041,2,#fc8d62,car
71526,"9,17E+18",9,7,72,202,2017,1,9,5,3,5,3,1,1,0,0,0,0,1,636379.6015,5357778.9045,10.8410811,48.358445168,1,#66c2a5,bicycle
71527,"9,17E+18",9,7,61,0,2017,1,15,5,3,5,2,0,1,0,0,0,0,0,639228.4726,5360874.9972,10.880543836,48.385662687,2,#fc8d62,car
71528,"9,17E+18",9,7,71,113,2017,1,6,5,3,4,1,0,1,0,0,0,2,2,654558.4148,5364398.3661,11.088764775,48.413770143,2,#fc8d62,car
71568,"9,17E+18",9,2,74,134,2017,1,8,5,3,9,1,0,1,0,0,0,0,1,737836094.0,5375706976.0,12.219112412,48.489435775,2,#fc8d62,car
71580,"9,17E+18",9,1,87,117,2017,1,7,5,3,2,6,0,1,0,0,0,0,0,726676.4296,5304904.4232,12.030542205,47.857457706,2,#fc8d62,car
71583,"9,17E+18",9,1,85,127,2017,1,14,5,3,5,3,0,1,0,0,0,0,0,653951544.0,5386040709.0,11.088553445,48.608492493,2,#fc8d62,car
71585,"9,17E+18",9,1,62,0,2017,1,23,5,3,9,1,0,1,0,0,0,2,0,680436.8975,5341884.5955,11.428565729,48.204526058,2,#fc8d62,car
71586,"9,17E+18",9,1,88,145,2017,1,8,5,3,4,5,0,1,0,0,1,0,2,664076112.0,5326800.1024,11.202726003,48.073351755,2,#fc8d62,car
71587,"9,17E+18",9,1,78,113,2017,1,3,5,3,8,1,0,1,0,0,1,2,2,691496.9977,5369262.7388,11.589710716,48.447348098,2,#fc8d62,car
71588,"9,17E+18",9,1,62,0,2017,1,18,4,3,9,1,0,1,0,0,0,2,2,695439.1967,5329807.0935,11.624730698,48.091538916,2,#fc8d62,car
71589,"9,17E+18",9,1,62,0,2017,1,13,4,2,5,3,1,1,0,0,0,0,1,688445674.0,5328527.47,11.530340473,48.082143447,1,#66c2a5,bicycle
71590,"9,17E+18",9,1,84,119,2017,1,11,4,3,9,1,0,1,0,0,0,0,2,697782.1396,5346288.7665,11.663825705,48.238940654,2,#fc8d62,car
71591,"9,17E+18",9,1,62,0,2017,1,22,4,3,5,3,0,1,0,0,1,2,2,685304265.0,5335336224.0,11.491159322,48.144264726,2,#fc8d62,car
71592,"9,17E+18",9,1,62,0,2017,1,16,4,3,2,6,0,1,0,0,0,0,1,701472584.0,5332293.3199,11.706839887,48.112004121,2,#fc8d62,car
71593,"9,17E+18",9,1,84,121,2017,1,6,4,3,8,1,0,1,0,0,0,2,1,702593.3728,5329643.5218,11.72062273,48.087835227,2,#fc8d62,car
71594,"9,17E+18",9,7,78,116,2017,1,14,4,3,5,3,0,1,0,0,0,0,2,620007975.0,5318911697.0,10.609185097,48.012224401,2,#fc8d62,car
71599,"9,17E+18",9,7,77,140,2017,1,17,4,3,8,1,0,1,0,0,0,2,2,628000.4037,5316458.3901,10.715575349,47.988610566,2,#fc8d62,car
71601,"9,17E+18",9,7,71,130,2017,1,0,4,3,2,6,0,1,0,0,1,2,1,647896.0678,5362779.3429,10.998214828,48.400812234,2,#fc8d62,car
71602,"9,17E+18",9,7,72,163,2017,1,13,4,3,9,1,0,1,0,0,0,0,2,641296.1304,5347444.6534,10.903953926,48.264441418,2,#fc8d62,car
71662,"9,17E+18",9,1,73,123,2017,1,15,4,3,9,1,0,1,0,0,0,0,2,680018.5215,5304285.6285,11.407136364,47.866662852,2,#fc8d62,car
71676,"9,17E+18",9,1,84,145,2017,1,18,4,3,2,6,0,1,0,0,0,2,2,693563.8232,5324593.9346,11.59721145,48.045256286,2,#fc8d62,car
71677,"9,17E+18",9,1,82,137,2017,1,13,4,3,9,1,0,1,0,0,0,0,2,711835.5044,5305036.1008,11.832450969,47.863704709,2,#fc8d62,car
71679,"9,17E+18",9,1,82,120,2017,1,12,4,3,8,1,0,1,0,0,0,0,2,700876.2848,5303727.9703,11.685478676,47.855467968,2,#fc8d62,car
71680,"9,17E+18",9,1,82,120,2017,1,10,4,2,4,6,0,1,0,0,1,0,2,703266.6151,5305361.0522,11.718165341,47.869393346,2,#fc8d62,car
71683,"9,17E+18",9,1,84,148,2017,1,10,7,3,2,6,0,1,0,0,0,0,0,696416.4979,5326598.88,11.636366879,48.062404602,2,#fc8d62,car
71684,"9,17E+18",9,1,84,114,2017,1,8,7,3,9,1,0,1,0,0,0,0,2,698031.1096,5322861.4873,11.65628582,48.028315961,2,#fc8d62,car
71686,"9,17E+18",9,1,82,123,2017,1,7,7,3,9,1,0,1,0,0,0,0,2,718379.6739,5302362.0319,11.918487719,47.837485395,2,#fc8d62,car
71691,"9,17E+18",9,1,86,143,2017,1,19,7,2,5,3,0,1,0,0,0,2,1,688060.7301,5382598.7042,11.549296995,48.568240959,2,#fc8d62,car
71694,"9,17E+18",9,7,71,129,2017,1,17,7,3,3,6,0,1,0,0,1,2,1,660387.3272,5355477691.0,11.164078832,48.332115288,2,#fc8d62,car
71695,"9,17E+18",9,1,81,127,2017,1,23,7,2,8,1,0,1,0,0,0,2,2,636381.5337,5327079.4073,10.831231543,48.082388275,2,#fc8d62,car
71696,"9,17E+18",9,1,62,0,2017,1,12,7,3,0,7,0,1,0,0,1,0,1,696079.2718,5343606.3805,11.639675209,48.215362179,2,#fc8d62,car
71697,"9,17E+18",9,1,78,123,2017,1,1,7,3,0,1,0,1,0,0,0,2,1,692487.8593,5359102.7238,11.598438291,48.355735032,2,#fc8d62,car
71698,"9,17E+18",9,1,75,127,2017,1,12,7,2,6,4,0,1,1,0,0,0,2,713466.4907,5341804.6081,11.872547708,48.193562839,2,#fc8d62,car
71699,"9,17E+18",9,1,78,133,2017,1,12,7,3,8,1,0,1,0,0,0,0,2,686565.4882,5369120.8791,11.52302441,48.447553989,2,#fc8d62,car
71700,"9,17E+18",9,1,77,117,2017,1,6,7,3,5,3,0,1,0,0,1,2,1,714483.7635,5355424.8933,11.893120635,48.315602927,2,#fc8d62,car
71701,"9,17E+18",9,1,62,0,2017,1,18,6,3,4,2,0,1,0,0,0,2,1,689657.64,5340117888.0,11.551757244,48.185959476,2,#fc8d62,car
71705,"9,17E+18",9,7,77,121,2017,1,7,6,3,0,1,1,0,0,0,0,1,2,628058.3909,5321921.3588,10.71798379,48.037728096,1,#66c2a5,bicycle
71707,"9,17E+18",9,7,72,117,2017,1,5,6,3,8,1,0,1,0,0,0,2,1,629203.8878,5362774.7466,10.745795279,48.40487907,2,#fc8d62,car
71708,"9,17E+18",9,7,71,113,2017,1,16,6,3,9,1,0,1,0,0,0,0,2,661172.0738,5369203.9459,11.179926792,48.455315569,2,#fc8d62,car
71760,"9,17E+18",9,1,73,120,2017,1,8,6,3,8,1,0,1,0,0,0,0,2,691918.8729,5314322.6198,11.570569588,47.953433246,2,#fc8d62,car
71769,"9,17E+18",9,1,86,143,2017,1,10,6,2,5,3,0,1,0,0,0,0,0,688060.5596,5382598.3799,11.54929454,48.568238096,2,#fc8d62,car
71770,"9,17E+18",9,1,86,144,2017,1,6,6,3,9,1,0,1,0,0,0,2,2,682466.4076,5386155.6419,11.475098322,48.601863682,2,#fc8d62,car
71774,"9,17E+18",9,1,74,113,2017,1,7,6,3,0,3,0,1,0,0,1,0,1,674126.6731,5345112.2908,11.345034776,48.235302974,2,#fc8d62,car
71775,"9,17E+18",9,1,81,130,2017,1,7,6,3,9,1,0,1,0,0,0,2,2,640798.1778,5326086.5932,10.890174928,48.072500574,2,#fc8d62,car
71776,"9,17E+18",9,1,74,131,2017,1,6,6,3,9,1,0,0,0,0,1,2,2,676145959.0,5361204453.0,11.378922194,48.379397152,6,#ffd92f,circle
71777,"9,17E+18",9,1,74,136,2017,1,7,6,2,4,1,0,1,0,0,1,1,2,682442.5319,5364401.1002,11.465267974,48.406340267,2,#fc8d62,car
71778,"9,17E+18",9,1,74,135,2017,1,6,6,3,4,1,0,1,0,0,0,2,2,664343.5481,5354791.9523,11.217151025,48.324934182,2,#fc8d62,car
71779,"9,17E+18",9,1,77,131,2017,1,17,6,3,5,3,0,1,0,0,0,2,1,711255.1272,5348264.0618,11.846046831,48.252345152,2,#fc8d62,car
71780,"9,17E+18",9,1,77,133,2017,1,15,6,1,4,6,0,1,0,0,1,0,0,708461.8584,5360312.5777,11.814414185,48.36153626,2,#fc8d62,car
71781,"9,17E+18",9,1,78,122,2017,1,16,6,3,9,6,0,1,0,0,0,2,2,705724.7278,5385528734.0,11.78991161,48.589021557,2,#fc8d62,car
71782,"9,17E+18",9,1,62,0,2017,1,6,5,3,5,2,0,1,0,0,0,2,1,697391614.0,5331330012.0,11.651626747,48.104624336,2,#fc8d62,car
71783,"9,17E+18",9,1,88,127,2017,1,7,5,3,5,2,1,1,0,0,0,2,1,679591.5732,5329718.8237,11.412065568,48.095408213,1,#66c2a5,bicycle
71784,"9,17E+18",9,1,62,0,2017,1,7,5,3,3,7,1,0,0,0,1,1,2,693362.5354,5331479812.0,11.597628963,48.107206317,1,#66c2a5,bicycle
71788,"9,17E+18",9,7,72,163,2017,1,14,5,3,2,6,0,1,0,0,0,0,1,639160.1412,5350528.5837,10.876203261,48.292644723,2,#fc8d62,car
71789,"9,17E+18",9,7,72,162,2017,1,10,5,3,4,1,0,1,0,0,0,0,1,636107.6989,5335575.7967,10.830269499,48.1588498,2,#fc8d62,car
71790,"9,17E+18",9,7,71,130,2017,1,17,5,3,4,2,0,1,0,0,0,2,1,647256.1,5357273168.0,10.987644928,48.35145508,2,#fc8d62,car
71791,"9,17E+18",9,7,61,0,2017,1,12,5,3,2,6,0,1,0,0,0,0,1,638700.9716,5361184.3002,10.873525021,48.388560078,2,#fc8d62,car
71792,"9,17E+18",9,7,71,112,2017,1,19,5,3,2,2,0,1,0,0,0,2,1,642970.2176,5368707.9154,10.933724085,48.455254645,2,#fc8d62,car
71840,"9,17E+18",9,1,82,120,2017,1,11,5,3,1,6,0,1,0,0,0,0,2,703273.4849,5306048.1338,11.718580291,47.875566146,2,#fc8d62,car
71843,"9,17E+18",9,1,79,123,2017,1,18,5,3,5,2,0,1,0,0,0,2,1,677443.1596,5331964.8893,11.384170727,48.116200441,2,#fc8d62,car
71844,"9,17E+18",9,1,79,121,2017,1,19,5,3,5,2,0,0,0,1,1,2,1,666851.5336,5339461.4408,11.24491476,48.186458168,4,#e78ac3,marker
71845,"9,17E+18",9,1,79,121,2017,1,13,5,2,5,2,0,1,0,0,1,0,1,667001.4152,5339469.6846,11.246932984,48.186492894,2,#fc8d62,car
71846,"9,17E+18",9,1,62,0,2017,1,18,5,3,2,6,0,1,0,0,0,2,1,692977.4613,5339469316.0,11.596082192,48.179130579,2,#fc8d62,car
71847,"9,17E+18",9,1,77,115,2017,1,17,5,3,5,3,1,1,0,0,0,2,2,733956.2282,5351895.5183,12.153428611,48.276996015,1,#66c2a5,bicycle
