ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,Teilnehmer,color,symbol
9,1,87,169,2018,3,6,3,3,4,1,0,0,1,0,0,0,0,2,736787.1373,5299830.6527,12.16273466,47.808231053,2,#fc8d62,car
9,7,72,223,2018,3,7,5,3,2,6,0,0,1,0,0,1,0,0,625486.0942,5364248.5685,10.696024729,48.418883648,2,#fc8d62,car
9,7,72,111,2018,3,1,1,3,8,1,2,0,1,0,0,0,0,2,626911.2127,5364965.4978,10.715494173,48.425045169,2,#fc8d62,car
9,1,78,138,2018,3,16,3,3,1,6,0,0,1,0,0,0,0,0,709281.4992,5367632.1254,11.829112944,48.427035678,2,#fc8d62,car
9,7,73,182,2018,3,10,6,3,0,7,0,1,0,0,0,0,0,0,624521.4672,5379826.1075,10.687636135,48.559156394,1,#66c2a5,bicycle
9,1,88,113,2018,3,14,6,2,5,2,0,1,1,0,0,0,0,0,675829.6683,5315127.2619,11.355596191,47.965286352,1,#66c2a5,bicycle
9,1,62,0,2018,3,17,3,3,5,3,0,1,1,0,0,0,0,0,682636.6947,5337460.4518,11.456243637,48.16413011,1,#66c2a5,bicycle
9,1,84,135,2018,3,10,1,3,2,6,0,0,1,0,0,0,0,1,688027.2855,5347753.5706,11.533229881,48.255073999,2,#fc8d62,car
9,1,78,145,2018,3,18,4,3,4,2,2,0,1,0,0,0,0,0,700009063.0,5356868937.0,11.698793044,48.333323681,2,#fc8d62,car
9,7,71,129,2018,3,20,1,3,0,6,2,0,1,0,0,0,0,0,660283894.0,5355613.6763,11.162735983,48.33336407,2,#fc8d62,car
9,1,82,123,2018,3,14,2,3,2,6,0,0,1,0,0,1,1,1,717326.2555,5301499.4709,11.903995424,47.830091376,2,#fc8d62,car
9,1,62,0,2018,3,11,4,3,5,2,0,0,1,0,0,0,0,1,691096807.0,5330706.24,11.566876644,48.100937175,2,#fc8d62,car
9,7,72,223,2018,3,16,6,3,2,6,0,0,1,0,0,0,0,1,616786.2044,5362848.0063,10.578098394,48.407961015,2,#fc8d62,car
9,1,78,143,2018,3,16,6,3,1,3,0,0,1,0,0,0,1,0,721094.0193,5374017.1375,11.991948433,48.480365548,2,#fc8d62,car
9,1,78,136,2018,3,17,1,3,5,2,0,0,1,0,0,0,0,1,696331.8996,5370605.3449,11.655652931,48.457924551,2,#fc8d62,car
9,1,87,117,2018,3,13,2,3,5,3,0,1,1,0,0,0,0,1,725371113.0,5306055353.0,12.013715726,47.868257818,1,#66c2a5,bicycle
9,1,84,145,2018,3,20,4,3,3,6,2,0,1,0,0,0,0,0,697867.2413,5324339.5562,11.654773003,48.041650833,2,#fc8d62,car
9,7,72,209,2018,3,5,4,2,5,2,2,1,1,0,0,0,0,1,634818436.0,5335726393.0,10.812989282,48.160478721,1,#66c2a5,bicycle
9,1,78,123,2018,3,8,5,3,5,2,0,0,1,0,0,0,0,0,689959.2396,5358323.2594,11.563987918,48.349495169,2,#fc8d62,car
9,7,61,0,2018,3,23,2,3,9,1,2,0,1,0,0,0,0,0,642098.4744,5363433014.0,10.920151884,48.408023118,2,#fc8d62,car
9,7,72,151,2018,3,14,6,2,4,1,0,0,1,0,0,0,0,0,633214.3861,5344446.0365,10.794166406,48.239227926,2,#fc8d62,car
9,1,84,141,2018,3,14,5,3,2,6,0,0,1,0,0,0,0,0,697156.0677,5318922.4347,11.642750744,47.993184073,2,#fc8d62,car
9,1,90,139,2018,3,8,4,3,8,1,0,0,1,0,0,0,0,2,653187.6779,5297223.1019,11.046123121,47.810118654,2,#fc8d62,car
9,1,73,123,2018,3,18,2,2,4,6,2,0,1,0,0,0,0,2,681524.8297,5303597.9232,11.426970759,47.86005696,2,#fc8d62,car
9,1,81,121,2018,3,19,2,2,8,1,2,0,1,0,0,0,0,2,639264.2111,5311126.5558,10.864736362,47.938310842,2,#fc8d62,car
9,7,71,146,2018,3,13,6,3,4,6,0,0,1,0,0,0,0,0,644696.1481,5347895.5375,10.949895921,48.267728066,2,#fc8d62,car
9,7,78,116,2018,3,7,5,3,2,6,0,0,1,0,0,0,0,0,620250.6698,5316112.5301,10.611653576,47.987004127,2,#fc8d62,car
9,1,87,122,2018,3,6,4,3,4,1,0,0,1,0,0,0,0,2,719070.3741,5311777.9492,11.932480861,47.921858134,2,#fc8d62,car
9,1,90,152,2018,3,11,1,3,4,1,0,0,1,0,0,0,0,1,669707.0888,5297758.8938,11.266812333,47.810792109,2,#fc8d62,car
9,7,72,163,2018,3,16,6,3,1,6,0,0,1,0,0,0,0,0,639051.1708,5346535344.0,10.873421322,48.256761719,2,#fc8d62,car
9,1,84,137,2018,3,19,5,3,2,6,2,0,1,0,0,0,0,0,706315.2703,5316869021.0,11.764393051,47.971841809,2,#fc8d62,car
9,1,77,115,2018,3,18,2,3,8,7,0,0,1,0,0,0,0,2,731376.2898,5355406.7465,12.120631552,48.309486458,2,#fc8d62,car
9,1,87,165,2018,3,10,3,3,3,6,0,0,1,0,0,1,0,2,733590.7045,5299570.4909,12.11996607,47.807061442,2,#fc8d62,car
9,7,71,113,2018,3,14,6,3,5,3,0,0,1,0,0,0,0,0,659292.7764,5366573.5212,11.153526839,48.43214625,2,#fc8d62,car
9,7,71,113,2018,3,5,6,3,3,6,0,0,1,0,0,0,0,1,654569.9585,5364396.3796,11.088919942,48.413749452,2,#fc8d62,car
9,1,74,111,2018,3,17,7,1,4,1,0,0,1,0,0,0,0,0,663862.3478,5361824.7478,11.21340251,48.38828332,2,#fc8d62,car
9,1,88,124,2018,3,7,4,3,9,1,0,0,1,0,0,0,0,2,659653.7731,5319819.3203,11.140796272,48.011711247,2,#fc8d62,car
9,7,71,130,2018,3,9,1,3,4,1,0,0,1,0,0,0,0,1,645085543.0,5358878.2647,10.958918392,48.366389459,2,#fc8d62,car
9,1,84,145,2018,3,18,2,3,2,6,2,0,1,0,0,0,0,2,695138168.0,5325585975.0,11.618765317,48.053693181,2,#fc8d62,car
9,2,74,146,2018,3,14,5,2,5,3,0,0,1,0,0,0,0,0,733466.1377,5376483.4403,12.160493491,48.498048573,2,#fc8d62,car
9,1,74,126,2018,3,17,3,3,6,6,0,1,0,1,0,0,0,0,683584.0147,5344031.7886,11.471812687,48.222923792,1,#66c2a5,bicycle
9,1,87,177,2018,3,16,6,3,2,2,0,0,1,0,0,1,0,0,736048.2765,5304262.5673,12.155296021,47.848317853,2,#fc8d62,car
9,1,75,115,2018,3,16,4,3,4,6,0,0,1,0,0,1,0,0,717378.4896,5336574064.0,11.922445929,48.145238621,2,#fc8d62,car
9,1,79,142,2018,3,0,1,2,8,1,2,0,1,0,0,0,0,1,676002.9075,5343561.1038,11.369636305,48.220841219,2,#fc8d62,car
9,1,87,181,2018,3,12,5,3,3,6,0,0,1,0,0,0,0,0,737531.2486,5312650.0072,12.179700684,47.923120376,2,#fc8d62,car
9,1,81,122,2018,3,7,5,3,3,6,0,0,1,0,0,1,0,0,650342.6798,5331969.5873,11.020299445,48.123218565,2,#fc8d62,car
9,1,78,113,2018,3,13,6,2,2,6,0,0,1,0,0,0,0,0,691530.9155,5367660.9295,11.589436644,48.432941848,2,#fc8d62,car
9,1,85,158,2018,3,17,5,3,5,3,0,1,1,0,0,0,0,0,666804.2513,5381867.9595,11.261106055,48.56768961,1,#66c2a5,bicycle
9,1,74,126,2018,3,14,6,3,2,6,0,0,1,0,0,0,0,0,683501.9806,5344104.5883,11.470740741,48.223601881,2,#fc8d62,car
9,1,79,128,2018,3,8,5,3,8,1,0,0,0,0,1,0,0,0,657733.0583,5343142.0651,11.123687678,48.22187926,4,#e78ac3,marker
9,1,62,0,2018,3,14,3,3,2,6,0,0,1,0,1,0,0,1,693165868.0,5337591095.0,11.597760776,48.162192526,2,#fc8d62,car
9,1,78,124,2018,3,10,1,3,8,1,0,0,1,0,0,0,0,2,702812.8331,5360527.2534,11.738342799,48.365305174,2,#fc8d62,car
9,1,74,113,2018,3,19,5,3,5,3,2,0,1,0,0,0,0,0,677716813.0,5351087087.0,11.395851121,48.288013961,2,#fc8d62,car
9,1,78,136,2018,3,7,5,3,5,3,0,0,1,0,0,0,0,0,698267.8966,5370784.2229,11.681894913,48.458925076,2,#fc8d62,car
9,7,73,179,2018,3,14,4,3,5,3,0,0,0,0,0,1,0,0,617361.9294,5376916.7598,10.589823331,48.534374195,5,#a6d854,bus
9,1,74,115,2018,3,6,5,3,5,3,1,0,1,0,1,0,0,0,681073.3104,5348878.5266,11.440112663,48.267210913,2,#fc8d62,car
9,1,62,0,2018,3,8,5,3,3,6,0,0,1,0,0,1,0,0,684958.1703,5342579.9712,11.489663385,48.209475251,2,#fc8d62,car
9,1,84,122,2018,3,7,5,3,2,6,0,0,1,0,0,0,0,1,688300.8194,5323670.4786,11.526259226,48.038530007,2,#fc8d62,car
9,1,78,130,2018,3,19,5,3,5,3,2,1,1,0,0,0,0,0,702354.3388,5354224.8563,11.729132847,48.308816256,1,#66c2a5,bicycle
9,1,73,120,2018,3,18,2,2,4,1,2,0,1,0,0,0,0,2,687674.0072,5310388.7805,11.512056467,47.91933143,2,#fc8d62,car
9,1,77,116,2018,3,15,5,3,8,1,0,0,0,0,1,0,0,0,713599.2356,5366723.3104,11.886941873,48.417420816,4,#e78ac3,marker
9,1,78,115,2018,3,7,2,3,2,6,0,0,1,0,0,0,0,1,703799.97,5375882.6158,11.759121627,48.502971967,2,#fc8d62,car
9,1,84,114,2018,3,17,3,2,2,6,0,0,1,0,0,1,0,0,700162.8323,5318114.2295,11.682632358,47.984986559,2,#fc8d62,car
9,1,75,113,2018,3,15,5,1,5,2,0,0,1,0,0,0,0,0,717325421.0,5318450002.0,11.912523974,47.982404574,2,#fc8d62,car
9,1,88,113,2018,3,12,3,3,8,7,0,0,1,0,0,0,0,0,680011.2822,5314616.0124,11.411352629,47.959528426,2,#fc8d62,car
9,7,71,113,2018,3,7,4,3,2,6,0,0,1,0,0,0,0,0,659426.1067,5371744605.0,11.157297586,48.478601034,2,#fc8d62,car
9,1,77,123,2018,3,17,5,2,5,3,0,0,1,0,0,0,0,0,727351.5254,5340770.3578,12.058572675,48.179453314,2,#fc8d62,car
9,1,62,0,2018,3,17,4,3,3,7,1,0,1,0,0,0,0,0,690319.3681,5331925.2266,11.556988372,48.112126182,2,#fc8d62,car
9,1,84,149,2018,3,15,4,3,5,3,0,1,1,0,0,0,0,0,690316.1774,5350762.1898,11.565389369,48.281431475,1,#66c2a5,bicycle
9,1,62,0,2018,3,12,4,3,1,6,0,0,1,0,0,0,1,1,698833.1536,5333047.6747,11.671770362,48.119613094,2,#fc8d62,car
9,1,84,135,2018,3,16,4,3,2,6,0,0,1,0,0,0,0,0,692563.9461,5344978759.0,11.593024951,48.228772976,2,#fc8d62,car
9,1,62,0,2018,3,0,1,3,8,1,2,0,1,0,0,0,0,1,684177.6694,5332994.1252,11.475015969,48.123539756,2,#fc8d62,car
9,7,72,167,2018,3,1,1,3,0,1,2,0,1,0,0,0,0,2,625854.9508,5359578.8244,10.699608018,48.376816955,2,#fc8d62,car
9,1,78,123,2018,3,8,3,3,5,1,0,0,1,0,0,0,0,1,690467758.0,5357650848.0,11.570540381,48.34329869,2,#fc8d62,car
9,1,75,122,2018,3,7,4,3,1,6,0,0,1,0,0,0,1,1,719540692.0,5326642411.0,11.946366849,48.055259323,2,#fc8d62,car
9,1,74,131,2018,3,8,1,3,4,1,0,0,1,0,0,0,0,1,676971.0815,5354880.1462,11.387397266,48.322318293,2,#fc8d62,car
9,1,87,174,2018,3,17,2,3,8,1,0,0,1,0,0,0,0,2,739905.5915,5310573.9977,12.210278428,47.903587309,2,#fc8d62,car
9,1,88,121,2018,3,18,5,2,6,4,2,0,1,1,0,0,0,1,670988.9777,5331186.2128,11.297212174,48.110966116,2,#fc8d62,car
9,7,62,0,2018,3,7,4,3,2,1,0,0,1,0,0,0,0,2,622016.9369,5302099.1155,10.631347378,47.860637909,2,#fc8d62,car
9,2,74,134,2018,3,14,7,3,2,6,0,0,1,0,0,0,0,0,738257.9862,5376473.5403,12.225250433,48.496161423,2,#fc8d62,car
9,1,62,0,2018,3,22,4,3,5,3,2,0,1,0,0,0,0,0,685730442.0,5335286856.0,11.496861511,48.143696712,2,#fc8d62,car
9,1,86,152,2018,3,15,6,3,2,6,0,0,1,0,0,0,0,0,691578.6021,5373953.9573,11.592961578,48.489484353,2,#fc8d62,car
9,1,78,120,2018,3,11,1,3,9,1,0,0,1,0,0,0,0,1,693431.5291,5354477.0602,11.609040064,48.313874407,2,#fc8d62,car
9,1,87,179,2018,3,20,2,3,8,1,2,0,1,0,0,0,0,2,725480.2783,5313796.4785,12.0192189,47.93777237,2,#fc8d62,car
9,1,77,144,2018,3,13,5,3,5,3,0,0,1,0,0,0,0,0,714059.4464,5347483.2747,11.883382759,48.24438865,2,#fc8d62,car
9,2,74,111,2018,3,6,3,2,5,3,1,0,1,0,0,0,0,1,740498.2647,5380449.3917,12.257816902,48.531018673,2,#fc8d62,car
9,7,72,130,2018,3,14,4,3,2,6,0,0,1,0,0,1,1,0,631987.2011,5357621.9501,10.781766173,48.357967305,2,#fc8d62,car
9,1,62,0,2018,3,20,5,3,5,2,2,0,1,0,0,0,0,1,692042.4322,5341272.4725,11.58433195,48.195620142,2,#fc8d62,car
9,1,77,115,2018,3,17,6,3,2,6,0,0,1,0,0,0,0,0,734107169.0,5350958342.0,12.15494107,48.268521491,2,#fc8d62,car
9,7,71,169,2018,3,16,3,3,6,4,0,0,1,1,0,0,0,0,641309.2232,5375329.0848,10.913510666,48.515163469,2,#fc8d62,car
9,1,62,0,2018,3,8,2,3,2,6,2,0,1,0,0,1,0,0,678705.7729,5336744.2327,11.403125357,48.158809149,2,#fc8d62,car
9,1,87,130,2018,3,6,4,3,4,6,1,0,1,0,0,0,0,0,714461778.0,5308965.2842,11.86947238,47.898141453,2,#fc8d62,car
9,1,90,159,2018,3,10,4,2,5,3,0,1,1,0,0,0,0,0,662281141.0,5305106.1323,11.170452886,47.878766269,1,#66c2a5,bicycle
9,1,90,159,2018,3,11,5,3,5,3,0,0,1,0,0,0,0,0,663278.4651,5305794.5004,11.184042001,47.884702427,2,#fc8d62,car
9,1,62,0,2018,3,15,3,3,5,7,0,1,1,0,0,0,0,0,688383.6466,5340185.5268,11.534663703,48.186946484,1,#66c2a5,bicycle
9,7,62,0,2018,3,13,3,2,8,1,0,0,1,0,0,0,0,0,623676.1628,5302986.9013,10.653775498,47.868305059,2,#fc8d62,car
9,1,85,158,2018,3,10,3,2,5,3,0,0,1,0,0,0,0,0,668963.0187,5381580.0457,11.290227978,48.564523347,2,#fc8d62,car
9,1,87,124,2018,3,17,2,3,8,1,0,0,1,0,0,0,0,0,732230.0611,5329695.6884,12.118069668,48.078198715,2,#fc8d62,car
9,7,72,121,2018,3,17,3,3,2,6,0,0,1,0,0,0,0,0,634773.6326,5376322.5221,10.825379207,48.525533039,2,#fc8d62,car
9,1,81,123,2018,3,18,2,3,4,2,1,0,1,0,0,0,0,1,656026.2561,5326809.0733,11.09473655,48.075452766,2,#fc8d62,car
9,1,75,132,2018,3,22,2,3,5,3,2,0,1,0,0,0,0,1,707238.0792,5336752.5445,11.786375996,48.150226524,2,#fc8d62,car
9,1,62,0,2018,3,21,1,3,2,7,2,0,1,0,0,0,0,0,694558759.0,5336405.9625,11.615930774,48.151116393,2,#fc8d62,car
9,1,62,0,2018,3,14,1,3,5,2,0,0,1,0,0,0,0,0,694601.8641,5334164446.0,11.615485446,48.130957405,2,#fc8d62,car
9,1,84,147,2018,3,0,1,3,7,7,2,0,0,0,1,0,0,0,696905.4413,5342094.2974,11.650083313,48.201516962,4,#e78ac3,marker
9,2,61,0,2018,3,18,3,2,4,2,0,0,1,0,0,0,0,0,733057778.0,5381067.3665,12.157534693,48.539376202,2,#fc8d62,car
9,7,72,163,2018,3,19,1,3,9,1,1,0,1,0,0,0,0,0,638846.7967,5349403986.0,10.871611337,48.282601249,2,#fc8d62,car
9,1,62,0,2018,3,9,4,3,2,6,0,0,1,0,0,0,0,1,680406.8833,5341886.1805,11.428162807,48.204548835,2,#fc8d62,car
9,1,85,166,2018,3,19,3,2,4,1,0,0,1,0,0,0,0,0,673238431.0,5383468.4779,11.348915984,48.580331076,2,#fc8d62,car
9,1,62,0,2018,3,16,3,3,6,4,0,0,1,1,0,0,0,0,691295.3849,5331116.7388,11.569725238,48.104567137,2,#fc8d62,car
9,7,73,125,2018,3,17,3,3,2,6,0,0,1,0,0,0,0,0,616858.2576,5380257.9966,10.583940863,48.564515551,2,#fc8d62,car
9,1,85,158,2018,3,15,3,3,2,6,0,0,1,0,0,0,0,0,667152.2349,5380673.9113,11.265339674,48.5568633,2,#fc8d62,car
9,7,61,0,2018,3,12,3,3,5,2,0,1,1,0,0,0,0,0,640722.9853,5355571.5568,10.898944634,48.337644275,1,#66c2a5,bicycle
9,1,87,182,2018,3,20,4,2,5,3,2,0,1,0,0,0,1,1,737385217.0,5326390973.0,12.185342444,48.046614013,2,#fc8d62,car
9,2,74,121,2018,3,15,1,1,8,1,0,0,0,0,1,0,0,0,727175.8717,5369775.4087,12.071827128,48.440092338,4,#e78ac3,marker
9,2,61,0,2018,3,18,1,3,5,3,0,1,1,0,0,0,0,0,732382.7858,5380317.1027,12.147985828,48.532887072,1,#66c2a5,bicycle
9,2,61,0,2018,3,11,3,3,0,1,0,1,0,0,0,0,0,1,732836.7437,5378412.9188,12.15306273,48.515614099,1,#66c2a5,bicycle
9,1,74,115,2018,3,14,3,3,5,3,0,0,1,0,1,0,0,0,681007.4387,5348266.4328,11.438963896,48.261727866,2,#fc8d62,car
9,1,77,115,2018,3,13,4,2,2,6,0,0,1,0,0,0,0,0,731322.8594,5355491.2645,12.11995836,48.310265251,2,#fc8d62,car
9,1,87,165,2018,3,6,1,2,9,1,0,0,1,0,0,0,0,0,729598.6004,5300246.4378,12.067082856,47.814570612,2,#fc8d62,car
9,1,74,146,2018,3,15,1,3,3,6,0,0,1,0,0,0,0,0,668166.3607,5350147.5196,11.266832449,48.282176976,2,#fc8d62,car
9,1,62,0,2018,3,19,1,3,2,6,1,0,1,0,0,0,0,0,687357.7958,5333154.8423,11.517779351,48.124056429,2,#fc8d62,car
9,1,84,119,2018,3,13,3,3,3,6,0,0,1,0,0,1,0,0,695866.6995,5346148.1811,11.637991158,48.238271714,2,#fc8d62,car
9,1,84,120,2018,3,6,1,3,8,1,2,0,1,0,0,0,0,0,682023.9647,5333340.7306,11.446249602,48.127274727,2,#fc8d62,car
9,1,88,141,2018,3,11,3,3,6,4,0,0,1,1,0,0,0,0,670761.7788,5309492.2928,11.285523143,47.915999335,2,#fc8d62,car
9,1,88,141,2018,3,17,1,2,8,1,0,0,0,0,1,0,0,0,667035.5848,5306622.4318,11.234579143,47.891179354,4,#e78ac3,marker
9,1,84,138,2018,3,15,3,3,2,6,0,0,1,0,0,0,0,0,680422024.0,5330893591.0,11.423705522,48.105733591,2,#fc8d62,car
9,1,74,151,2018,3,13,1,3,0,1,0,0,0,0,1,0,0,0,679482.6016,5360306.7732,11.423560152,48.370388055,4,#e78ac3,marker
9,1,78,124,2018,3,10,1,3,5,3,0,0,1,0,0,1,0,0,703232.2568,5366486.1375,11.746881865,48.418718209,2,#fc8d62,car
9,1,84,135,2018,3,11,3,1,2,6,0,0,1,0,0,1,0,0,693061.6521,5344973674.0,11.599717484,48.228575993,2,#fc8d62,car
9,1,78,157,2018,3,16,1,2,8,1,0,0,0,0,1,0,0,0,702355.8938,5370786.2076,11.73712765,48.457641646,4,#e78ac3,marker
9,1,77,117,2018,3,14,1,2,8,1,0,0,1,0,0,0,0,0,716848.5014,5350477.4559,11.922435149,48.270343852,2,#fc8d62,car
9,1,75,115,2018,3,17,1,3,8,1,0,0,1,0,0,0,0,0,718636.9586,5335039.4679,11.938554163,48.131018881,2,#fc8d62,car
9,1,75,123,2018,3,7,3,3,4,6,0,0,1,0,0,1,0,1,721873159.0,5337848297.0,11.983452489,48.155135808,2,#fc8d62,car
9,1,62,0,2018,3,10,7,3,2,6,2,0,1,0,0,0,0,0,687322.8934,5332154.6607,11.516871353,48.11507676,2,#fc8d62,car
9,1,62,0,2018,3,19,7,3,5,2,2,0,1,0,0,0,0,0,680298.6912,5335018.4731,11.42379509,48.142846817,2,#fc8d62,car
9,7,78,116,2018,3,16,7,2,8,7,0,0,1,0,0,0,0,0,618779.3741,5322107.0199,10.593603294,48.041191604,2,#fc8d62,car
9,1,62,0,2018,3,12,2,3,2,6,0,0,1,0,0,0,0,0,693192.8677,5331392.2864,11.595312444,48.106471134,2,#fc8d62,car
9,7,72,131,2018,3,8,3,2,9,1,0,0,1,0,0,0,0,0,622509.17,5357824.8969,10.653933804,48.361702653,2,#fc8d62,car
9,1,81,131,2018,3,12,7,3,3,6,0,0,1,0,0,0,0,0,636277.6396,5334090.2288,10.832077772,48.145454663,2,#fc8d62,car
9,1,87,177,2018,3,19,4,3,5,3,1,1,1,0,0,0,0,1,735057.8162,5305126.0303,12.142546108,47.85643799,1,#66c2a5,bicycle
9,1,90,157,2018,3,16,3,3,2,6,0,0,1,0,1,0,0,0,660042.8569,5299946.0823,11.138628832,47.832933399,2,#fc8d62,car
9,1,86,151,2018,3,15,4,3,5,3,0,0,1,0,0,1,0,0,680727.25,5374997779.0,11.446686897,48.502080229,2,#fc8d62,car
9,7,61,0,2018,3,6,2,3,1,7,0,0,1,0,0,0,0,0,642031.3505,5364853.6622,10.919726375,48.420811978,2,#fc8d62,car
9,1,84,145,2018,3,21,3,3,2,6,2,0,1,0,0,0,0,0,698564208.0,5324562.02,11.664216877,48.043433836,2,#fc8d62,car
9,2,74,118,2018,3,13,4,2,5,3,0,0,1,0,0,0,1,0,735479.2329,5367641.8939,12.182728182,48.417877911,2,#fc8d62,car
9,7,72,121,2018,3,17,3,3,2,6,0,0,1,0,0,0,0,0,634811355.0,5376343.9605,10.825896783,48.525717708,2,#fc8d62,car
9,1,86,152,2018,3,6,4,3,5,3,0,0,1,0,0,1,0,0,691113.2951,5381044.8472,11.589919471,48.553353082,2,#fc8d62,car
9,2,74,124,2018,3,17,3,3,2,6,0,0,1,0,0,0,0,0,725467.2346,5376127.2721,12.052180774,48.497769544,2,#fc8d62,car
9,1,75,122,2018,3,20,4,3,6,6,2,1,0,1,0,0,0,0,720516.0761,5324355432.0,11.958261123,48.034374323,1,#66c2a5,bicycle
9,2,61,0,2018,3,19,7,3,3,2,1,1,1,0,0,0,0,0,734235.9868,5382234.8609,12.174128324,48.5494246,1,#66c2a5,bicycle
9,1,79,123,2018,3,6,3,3,2,6,0,0,1,0,0,0,0,1,676038.0721,5334919.7624,11.36652913,48.143152666,2,#fc8d62,car
9,1,84,138,2018,3,17,3,3,5,3,0,0,1,0,0,0,0,0,680867397.0,5330718.38,11.429608616,48.10403234,2,#fc8d62,car
9,1,90,157,2018,3,14,7,3,8,7,0,0,1,0,0,0,0,0,661148.6666,5301948.5078,11.15414041,47.850661205,2,#fc8d62,car
9,1,62,0,2018,3,20,7,3,0,6,2,0,1,0,0,0,0,0,680406.8833,5341886.1805,11.428162807,48.204548835,2,#fc8d62,car
9,1,62,0,2018,3,14,7,3,2,6,0,0,1,0,0,0,0,0,685950.7391,5333248.0266,11.498930207,48.125306536,2,#fc8d62,car
9,1,84,119,2018,3,13,7,3,2,6,0,0,1,0,0,0,0,0,695893615.0,5346240.1241,11.638395783,48.239089716,2,#fc8d62,car
9,1,75,133,2018,3,12,7,3,2,2,0,0,1,0,0,0,0,0,708883.3135,5342095.7243,11.811094504,48.197702661,2,#fc8d62,car
9,1,62,0,2018,3,13,6,3,1,5,0,0,1,0,0,0,1,0,692349.9274,5331173.9993,11.583902124,48.104764275,2,#fc8d62,car
9,7,73,188,2018,3,11,3,2,8,1,0,0,0,0,1,0,0,0,620139.3907,5375323.4951,10.62697298,48.519520778,4,#e78ac3,marker
9,1,62,0,2018,3,14,6,3,2,6,0,0,1,0,0,0,0,0,690542.1077,5339035.2438,11.563159566,48.175964126,2,#fc8d62,car
9,1,62,0,2018,3,14,6,3,3,6,0,0,1,0,0,1,0,0,690490.9258,5339046058.0,11.562476632,48.176076667,2,#fc8d62,car
9,1,62,0,2018,3,16,6,3,5,3,0,1,1,0,0,0,0,0,684498.4637,5343025202.0,11.483675098,48.213610947,1,#66c2a5,bicycle
9,1,87,170,2018,3,15,4,3,3,3,0,0,1,0,0,1,0,0,735357.2003,5320983.7804,12.155203862,47.998789403,2,#fc8d62,car
9,1,87,174,2018,3,6,3,3,8,6,1,0,1,0,0,0,0,1,740376366.0,5312367.2392,12.217567255,47.919520046,2,#fc8d62,car
9,7,78,116,2018,3,10,6,3,1,6,0,0,1,0,0,0,0,0,618506.1313,5322256.3038,10.589980122,48.042584994,2,#fc8d62,car
9,1,85,166,2018,3,17,4,3,2,6,0,0,1,0,0,0,0,1,673536.3028,5383502.7169,11.352965532,48.58055641,2,#fc8d62,car
9,7,73,139,2018,3,16,6,2,4,3,0,0,1,0,0,0,0,1,618000437.0,5384082764.0,10.600501951,48.598696796,2,#fc8d62,car
9,7,72,147,2018,3,14,6,3,1,6,0,0,1,0,0,0,0,0,636053.3608,5364119.9592,10.838732815,48.41553397,2,#fc8d62,car
9,7,61,0,2018,3,14,6,3,3,6,0,0,1,0,0,0,1,0,639937.9964,5353792.2514,10.887767019,48.321819501,2,#fc8d62,car
9,1,79,113,2018,3,11,3,3,4,6,0,0,1,0,0,0,0,0,669409.3318,5337198.2903,11.278398732,48.165435948,2,#fc8d62,car
9,1,62,0,2018,3,9,3,3,1,6,0,0,1,0,0,0,0,1,690682.1448,5332014.6007,11.561897276,48.112820971,2,#fc8d62,car
9,7,73,140,2018,3,13,6,3,8,1,0,0,0,0,1,0,0,0,615995.7742,5376091.7989,10.571094654,48.527209384,4,#e78ac3,marker
9,7,71,130,2018,3,18,6,3,3,3,0,0,1,0,0,0,1,0,644876.1805,5357686.2383,10.955682861,48.355719595,2,#fc8d62,car
9,7,71,113,2018,3,5,6,3,5,3,2,0,1,0,0,0,0,0,657730.7234,5369788.9733,11.133635386,48.4614471,2,#fc8d62,car
9,7,62,0,2018,3,19,7,3,5,3,2,0,1,0,0,0,0,1,622418.2636,5306888837.0,10.638068631,47.903638848,2,#fc8d62,car
9,2,61,0,2018,4,11,2,3,8,1,0,0,1,0,0,0,0,0,731007.6445,5384723.7543,12.131830921,48.572979046,2,#fc8d62,car
9,1,83,139,2018,4,9,2,2,1,6,0,0,1,0,0,0,0,0,737236.0432,5334789.4412,12.188007352,48.122114012,2,#fc8d62,car
9,7,72,200,2018,4,21,2,2,1,1,2,0,1,0,0,0,0,0,628601.6159,5339047.6917,10.730433292,48.191634493,2,#fc8d62,car
9,1,88,139,2018,4,14,2,3,0,3,0,1,1,0,0,0,0,0,667807.8262,5317050065.0,11.248965937,47.984726063,1,#66c2a5,bicycle
9,1,90,158,2018,3,9,6,2,0,7,0,0,0,1,0,0,1,0,650807.1637,5301401.2326,11.015802017,47.848250134,3,#8da0cb,toilet
9,1,83,140,2018,3,17,6,2,4,6,0,0,1,0,0,0,0,0,741185.2321,5341444.9419,12.244760309,48.180413773,2,#fc8d62,car
9,7,71,111,2018,4,14,1,3,3,6,0,0,1,0,0,0,0,2,657575967.0,5358498394.0,11.12730343,48.359979952,2,#fc8d62,car
9,1,74,141,2018,4,13,2,3,0,7,0,0,0,0,1,0,0,0,685201.1752,5358617.0187,11.499959217,48.353548502,4,#e78ac3,marker
